################################################################################################
# Zemp et al. (2019), Supplementary Data Table                                                 #
#                                                                                              #
# Glacier mass changes for region: 18, NZL                                                     #
#                                                                                              #
# Year: hydrological year                                                                      #
# B_INT_mwe: specific mass-change rate (m w.e. yr-1) based on spatial interpolation, ref. run  #
# B_AVG_mwe: specific mass-change rate (m w.e. yr-1) based on arithmetic averaging             #
# B_AW_mwe: specific mass-change rate (m w.e. yr-1) based on area-weighted averaging           #
# sig_Glac_mwe: uncertainty related to glaciological variability (m w.e. yr-1)                 #
# sig_Geod_mwe: uncertainty related to geodetic value (m w.e. yr-1)                            #
# sig_Int_mwe: uncertainty related to regional interpolation (m w.e. yr-1)                     #
# sig_Total_mwe: total uncertainty of  specific mass-change (m w.e. yr-1)                      #
# Area_AW_ref_km2: regional area (km2) based on RGI60 and area-weighted change rate, ref.run   #
# Area_LW_km2: regional area (km2) based on RGI60 and time-series-length-weighted change rate  #
# dM_INT_Gt: regional mass-change rate (Gt yr-1) based on spatial interpolation, ref. run      #
# dM_AVG_Gt: regional mass-change rate (Gt yr-1) based on arithmetic averaging                 #
# dM_AW_Gt: regional mass-change rate (Gt yr-1) based on area-weighted averaging               #
# sig_Glac_Gt: uncertainty related to glaciological variability (Gt yr-1)                      #
# sig_Geod_Gt: uncertainty related to geodetic value (Gt yr-1)                                 #
# sig_Int_Gt: uncertainty related to regional interpolation (Gt yr-1)                          #
# sig_Area_Gt: uncertainty related to regional glacier area (Gt yr-1)                          #
# sig_Crossed_Gt: 2nd order crossed uncertainty (Gt yr-1)                                      #
# sig_Total_Gt: total uncertainty of regional mass-change rate (Gt yr-1)                       #
#                                                                                              #
################################################################################################

Year, INT_mwe, AVG_mwe, AW_mwe, sig_Glac_mwe, sig_Geod_mwe, sig_Int_mwe, sig_Total_mwe, Area_AW_ref_km2, Area_LW_km2, INT_Gt, AVG_Gt, AW_Gt, sig_Glac_Gt, sig_Geod_Gt, sig_Int_Gt, sig_Area_Gt, sig_Crossed_Gt, sig_Total_Gt
1985, -0.16, -0.14, -0.288, 0.94, 1.06, 0.157, 1.425, 1105.69, 1105.69, -0.177, -0.155, -0.318, 1.039, 1.172, 0.173, 0.009, 0.079, 1.578
1986, -0.264, -0.243, -0.392, 0.978, 1.06, 0.158, 1.451, 1097.67, 1097.67, -0.29, -0.267, -0.43, 1.074, 1.164, 0.173, 0.014, 0.08, 1.595
1987, -0.148, -0.128, -0.275, 0.959, 1.06, 0.156, 1.438, 1089.65, 1089.65, -0.161, -0.139, -0.3, 1.045, 1.155, 0.171, 0.008, 0.078, 1.569
1988, -0.158, -0.138, -0.286, 0.969, 1.06, 0.157, 1.445, 1081.64, 1081.64, -0.171, -0.149, -0.309, 1.048, 1.147, 0.17, 0.009, 0.078, 1.565
1989, -0.254, -0.234, -0.382, 0.956, 1.06, 0.157, 1.436, 1073.62, 1073.62, -0.273, -0.251, -0.41, 1.026, 1.138, 0.169, 0.014, 0.077, 1.544
1990, -0.345, -0.325, -0.473, 0.976, 1.06, 0.157, 1.449, 1065.6, 1065.6, -0.368, -0.346, -0.504, 1.04, 1.13, 0.168, 0.018, 0.077, 1.546
1991, -0.361, -0.341, -0.489, 0.961, 1.06, 0.157, 1.439, 1057.59, 1057.59, -0.382, -0.361, -0.517, 1.016, 1.121, 0.166, 0.019, 0.076, 1.524
1992, -0.279, -0.258, -0.407, 1.014, 1.06, 0.158, 1.475, 1049.57, 1049.57, -0.293, -0.271, -0.427, 1.064, 1.113, 0.165, 0.015, 0.077, 1.55
1993, -0.388, -0.368, -0.516, 0.978, 1.06, 0.157, 1.451, 1041.55, 1041.55, -0.404, -0.383, -0.537, 1.019, 1.104, 0.164, 0.02, 0.076, 1.513
1994, -0.511, -0.491, -0.639, 1.012, 1.06, 0.157, 1.474, 1033.54, 1033.54, -0.528, -0.507, -0.66, 1.046, 1.096, 0.163, 0.026, 0.076, 1.526
1995, -0.487, -0.466, -0.613, 0.997, 1.06, 0.156, 1.464, 1025.52, 1025.52, -0.499, -0.478, -0.629, 1.022, 1.087, 0.16, 0.025, 0.075, 1.503
1996, -0.543, -0.522, -0.67, 1.023, 1.06, 0.157, 1.481, 1017.51, 1017.51, -0.552, -0.531, -0.682, 1.041, 1.079, 0.16, 0.028, 0.075, 1.509
1997, -0.663, -0.642, -0.79, 1.167, 1.06, 0.157, 1.584, 1009.49, 1009.49, -0.669, -0.648, -0.797, 1.178, 1.07, 0.158, 0.033, 0.08, 1.601
1998, -0.397, -0.376, -0.525, 1.119, 1.06, 0.158, 1.549, 1001.47, 1001.47, -0.398, -0.377, -0.526, 1.121, 1.062, 0.158, 0.02, 0.078, 1.553
1999, -0.658, -0.638, -0.786, 1.21, 1.06, 0.157, 1.616, 993.46, 993.46, -0.654, -0.634, -0.781, 1.202, 1.053, 0.156, 0.033, 0.08, 1.608
2000, -0.443, -0.423, -0.571, 1.043, 1.06, 0.157, 1.495, 985.44, 985.44, -0.437, -0.417, -0.563, 1.028, 1.045, 0.155, 0.022, 0.074, 1.475
2001, -0.312, -0.292, -0.439, 1.143, 1.06, 0.156, 1.567, 977.42, 977.42, -0.305, -0.285, -0.429, 1.117, 1.036, 0.153, 0.015, 0.077, 1.534
2002, -0.346, -0.325, -0.473, 1.1, 1.06, 0.157, 1.536, 969.41, 969.41, -0.335, -0.315, -0.459, 1.066, 1.028, 0.153, 0.017, 0.074, 1.491
2003, -0.319, -0.299, -0.446, 1.14, 1.06, 0.156, 1.564, 961.39, 961.39, -0.307, -0.287, -0.429, 1.096, 1.019, 0.151, 0.015, 0.075, 1.506
2004, -0.385, -0.364, -0.512, 1.165, 1.06, 0.157, 1.583, 953.37, 953.37, -0.367, -0.347, -0.488, 1.111, 1.011, 0.15, 0.018, 0.075, 1.511
2005, -0.34, -0.319, -0.468, 1.183, 1.06, 0.158, 1.596, 945.36, 945.36, -0.321, -0.302, -0.442, 1.118, 1.002, 0.149, 0.016, 0.075, 1.511
2006, -0.341, -0.321, -0.469, 1.225, 1.06, 0.157, 1.628, 937.34, 937.34, -0.32, -0.301, -0.44, 1.148, 0.994, 0.148, 0.016, 0.076, 1.528
2007, -0.406, -0.385, -0.534, 1.215, 1.06, 0.158, 1.62, 929.32, 929.32, -0.377, -0.358, -0.496, 1.129, 0.985, 0.147, 0.019, 0.075, 1.507
2008, -0.573, -0.552, -0.7, 1.216, 1.06, 0.157, 1.621, 921.31, 921.31, -0.528, -0.509, -0.645, 1.12, 0.977, 0.144, 0.026, 0.075, 1.496
2009, -0.549, -0.528, -0.677, 1.215, 1.06, 0.158, 1.62, 913.29, 913.29, -0.501, -0.482, -0.618, 1.11, 0.968, 0.144, 0.025, 0.074, 1.482
2010, -0.656, -0.635, -0.783, 1.237, 1.06, 0.157, 1.637, 905.28, 905.28, -0.594, -0.575, -0.709, 1.12, 0.96, 0.142, 0.03, 0.074, 1.484
2011, -0.779, -0.759, -0.907, 1.255, 1.06, 0.157, 1.65, 897.26, 897.26, -0.699, -0.681, -0.814, 1.126, 0.951, 0.141, 0.035, 0.074, 1.483
2012, -0.716, -0.696, -0.845, 1.236, 1.06, 0.159, 1.636, 889.24, 889.24, -0.637, -0.619, -0.751, 1.099, 0.943, 0.14, 0.032, 0.073, 1.457
2013, -0.623, -0.603, -0.751, 1.299, 1.06, 0.157, 1.684, 881.23, 881.23, -0.549, -0.531, -0.662, 1.145, 0.934, 0.139, 0.027, 0.074, 1.486
2014, -0.623, -0.602, -0.75, 1.36, 1.06, 0.157, 1.731, 873.21, 873.21, -0.544, -0.526, -0.655, 1.188, 0.926, 0.137, 0.027, 0.076, 1.514
2015, -0.637, -0.617, -0.765, 1.493, 1.06, 0.157, 1.838, 865.19, 865.19, -0.551, -0.534, -0.662, 1.292, 0.917, 0.136, 0.028, 0.08, 1.592
2016, -1.248, -1.227, -1.375, 2.108, 1.06, 0.157, 2.365, 857.18, 857.18, -1.07, -1.052, -1.179, 1.807, 0.909, 0.135, 0.053, 0.101, 2.03
