year T_MMCP2.6 T_MMCP4.5 T_MMCP6.0 T_MMCP-break T_MMCP8.5 T_MMCP-feedback 
 2001 -0.414 0.302 -0.547 -0.263 -0.263 -0.263 
 2002 -0.474 0.237 -0.581 -0.220 -0.220 -0.220 
 2003 -0.445 0.267 -0.562 -0.235 -0.235 -0.235 
 2004 -0.375 0.300 -0.640 -0.156 -0.156 -0.156 
 2005 -0.372 0.288 -0.600 -0.135 -0.135 -0.135 
 2006 -0.296 0.298 -0.631 -0.166 -0.166 -0.166 
 2007 -0.400 0.405 -0.614 -0.192 -0.192 -0.192 
 2008 -0.466 0.492 -0.601 -0.169 -0.169 -0.169 
 2009 -0.448 0.459 -0.546 -0.176 -0.176 -0.176 
 2010 -0.387 0.431 -0.552 -0.189 -0.189 -0.189 
 2011 -0.367 0.448 -0.556 -0.124 -0.124 -0.124 
 2012 -0.363 0.465 -0.574 -0.100 -0.100 -0.100 
 2013 -0.313 0.509 -0.616 -0.100 -0.100 -0.100 
 2014 -0.267 0.568 -0.670 -0.112 -0.112 -0.112 
 2015 -0.227 0.636 -0.575 -0.074 -0.074 -0.074 
 2016 -0.218 0.706 -0.485 -0.113 -0.113 -0.113 
 2017 -0.170 0.681 -0.489 -0.089 -0.089 -0.089 
 2018 -0.140 0.668 -0.453 -0.075 -0.075 -0.075 
 2019 -0.195 0.725 -0.428 -0.056 -0.056 -0.056 
 2020 -0.150 0.762 -0.375 -0.014 -0.014 -0.014 
 2021 -0.167 0.819 -0.296 -0.010 -0.010 -0.010 
 2022 -0.143 0.871 -0.234 0.128 0.128 0.128 
 2023 -0.105 0.962 -0.159 0.124 0.124 0.124 
 2024 -0.103 1.017 -0.089 0.151 0.151 0.151 
 2025 -0.130 1.079 0.006 0.151 0.151 0.151 
 2026 -0.010 1.115 0.040 0.163 0.163 0.163 
 2027 0.019 1.180 0.145 0.216 0.216 0.216 
 2028 0.111 1.186 0.254 0.317 0.317 0.317 
 2029 0.245 1.179 0.353 0.368 0.368 0.368 
 2030 0.330 1.279 0.389 0.458 0.458 0.458 
 2031 0.346 1.354 0.515 0.553 0.553 0.553 
 2032 0.344 1.382 0.610 0.590 0.590 0.590 
 2033 0.372 1.405 0.656 0.637 0.637 0.637 
 2034 0.351 1.422 0.746 0.697 0.697 0.697 
 2035 0.277 1.473 0.825 0.752 0.752 0.752 
 2036 0.375 1.467 0.839 0.789 0.789 0.789 
 2037 0.488 1.560 0.804 0.869 0.869 0.869 
 2038 0.542 1.676 0.835 0.931 0.931 0.931 
 2039 0.535 1.794 0.865 0.956 0.956 0.956 
 2040 0.579 1.818 0.889 0.927 0.927 0.927 
 2041 0.518 1.847 0.935 0.961 0.961 0.961 
 2042 0.594 1.817 1.045 1.044 1.044 1.044 
 2043 0.681 1.826 1.121 1.078 1.078 1.078 
 2044 0.789 1.888 1.147 1.161 1.161 1.161 
 2045 0.839 1.944 1.180 1.303 1.303 1.303 
 2046 0.889 1.993 1.265 1.366 1.366 1.366 
 2047 0.883 2.153 1.300 1.475 1.475 1.475 
 2048 0.846 2.128 1.320 1.514 1.514 1.514 
 2049 0.903 2.190 1.300 1.544 1.544 1.544 
 2050 0.829 2.229 1.288 1.583 1.583 1.583 
 2051 0.832 2.247 1.344 1.626 1.626 1.626 
 2052 0.859 2.276 1.333 1.635 1.635 1.635 
 2053 0.967 2.362 1.380 1.643 1.643 1.643 
 2054 1.010 2.426 1.409 1.692 1.692 1.692 
 2055 1.053 2.485 1.424 1.745 1.745 1.745 
 2056 1.150 2.509 1.520 1.820 1.820 1.820 
 2057 1.196 2.570 1.531 1.896 1.896 1.896 
 2058 1.134 2.610 1.601 1.992 1.992 1.992 
 2059 1.085 2.620 1.686 2.072 2.072 2.072 
 2060 1.138 2.681 1.744 2.161 2.161 2.161 
 2061 1.230 2.747 1.872 2.367 2.367 2.367 
 2062 1.309 2.844 1.990 2.474 2.474 2.474 
 2063 1.341 2.929 1.938 2.532 2.532 2.532 
 2064 1.355 2.971 1.977 2.600 2.600 2.600 
 2065 1.311 2.968 2.072 2.640 2.640 2.640 
 2066 1.372 2.961 2.092 2.661 2.661 2.661 
 2067 1.436 2.940 2.145 2.731 2.731 2.731 
 2068 1.435 2.888 2.229 2.705 2.705 2.705 
 2069 1.499 3.003 2.332 2.813 2.813 2.813 
 2070 1.505 3.037 2.358 2.910 2.910 2.910 
 2071 1.598 3.051 2.439 2.981 2.981 2.981 
 2072 1.590 3.031 2.477 3.022 3.022 3.022 
 2073 1.568 3.110 2.489 3.068 3.068 3.068 
 2074 1.478 3.095 2.499 3.153 3.153 3.153 
 2075 1.519 3.085 2.552 3.247 3.247 3.247 
 2076 1.534 3.118 2.605 3.357 3.357 3.357 
 2077 1.594 3.160 2.656 3.436 3.436 3.436 
 2078 1.599 3.139 2.724 3.509 3.509 3.509 
 2079 1.709 3.064 2.783 3.632 3.632 3.632 
 2080 1.790 3.091 2.802 3.652 3.652 3.652 
 2081 1.838 3.135 2.823 3.689 3.689 3.689 
 2082 1.809 3.172 2.880 3.689 3.689 3.689 
 2083 1.810 3.228 2.915 3.758 3.758 3.758 
 2084 1.825 3.244 3.036 3.809 3.809 3.809 
 2085 1.809 3.273 3.028 3.840 3.840 3.840 
 2086 1.823 3.318 2.965 3.912 3.912 3.912 
 2087 1.745 3.331 2.989 3.947 3.947 3.947 
 2088 1.724 3.360 2.936 4.049 4.049 4.049 
 2089 1.690 3.339 2.906 4.180 4.180 4.180 
 2090 1.692 3.370 2.871 4.227 4.227 4.227 
 2091 1.729 3.341 2.975 4.250 4.250 4.250 
 2092 1.764 3.344 3.031 4.340 4.340 4.340 
 2093 1.749 3.451 3.069 4.436 4.436 4.436 
 2094 1.774 3.431 3.147 4.518 4.518 4.518 
 2095 1.804 3.493 3.243 4.513 4.513 4.513 
 2096 1.777 3.511 3.345 4.531 4.531 4.531 
 2097 1.740 3.521 3.419 4.590 4.590 4.590 
 2098 1.624 3.502 3.339 4.643 4.643 4.643 
 2099 1.549 3.522 3.357 4.695 4.695 4.695 
 2100 1.497 3.574 3.390 4.709 4.709 4.709 
 2101 1.474 3.552 3.406 4.747 4.747 4.747 
 2102 1.403 3.520 3.412 4.855 4.855 4.855 
 2103 1.411 3.521 3.450 4.857 4.857 4.857 
 2104 1.418 3.495 3.469 4.831 4.831 4.831 
 2105 1.418 3.530 3.451 4.860 4.860 4.860 
 2106 1.426 3.540 3.499 4.861 4.861 4.861 
 2107 1.446 3.477 3.556 4.896 4.896 4.896 
 2108 1.512 3.538 3.588 4.884 4.884 4.884 
 2109 1.500 3.596 3.662 4.838 4.838 4.838 
 2110 1.541 3.697 3.688 4.846 4.846 4.846 
 2111 1.525 3.640 3.677 4.883 4.883 4.883 
 2112 1.510 3.656 3.648 4.959 4.959 4.959 
 2113 1.473 3.702 3.627 4.919 4.919 4.919 
 2114 1.535 3.681 3.592 4.924 4.924 4.924 
 2115 1.535 3.690 3.616 4.950 4.950 4.950 
 2116 1.630 3.662 3.574 5.050 5.050 5.050 
 2117 1.618 3.668 3.535 5.137 5.137 5.137 
 2118 1.659 3.675 3.512 5.154 5.154 5.154 
 2119 1.711 3.636 3.585 5.150 5.150 5.150 
 2120 1.735 3.633 3.614 5.149 5.149 5.149 
 2121 1.713 3.601 3.596 5.179 5.179 5.179 
 2122 1.786 3.599 3.589 5.238 5.238 5.238 
 2123 1.870 3.584 3.673 5.248 5.248 5.248 
 2124 1.854 3.551 3.669 5.301 5.301 5.301 
 2125 1.875 3.540 3.639 5.405 5.405 5.405 
 2126 1.871 3.499 3.632 5.459 5.459 5.459 
 2127 1.891 3.503 3.684 5.517 5.517 5.517 
 2128 1.874 3.571 3.764 5.562 5.562 5.562 
 2129 1.860 3.565 3.814 5.650 5.650 5.650 
 2130 1.878 3.588 3.845 5.724 5.724 5.724 
 2131 1.874 3.528 3.878 5.770 5.770 5.770 
 2132 1.892 3.565 3.977 5.778 5.778 5.778 
 2133 1.913 3.550 4.045 5.731 5.731 5.731 
 2134 1.880 3.569 4.045 5.791 5.791 5.791 
 2135 1.820 3.589 4.055 5.783 5.783 5.783 
 2136 1.819 3.584 4.088 5.841 5.816 5.816 
 2137 1.762 3.594 4.100 5.828 5.803 5.803 
 2138 1.789 3.624 4.099 5.774 5.728 5.728 
 2139 1.816 3.641 4.170 5.752 5.705 5.705 
 2140 1.735 3.696 4.201 5.763 5.764 5.764 
 2141 1.804 3.719 4.238 5.794 5.802 5.802 
 2142 1.821 3.759 4.288 5.812 5.774 5.774 
 2143 1.750 3.764 4.309 5.806 5.804 5.804 
 2144 1.729 3.756 4.322 5.771 5.813 5.813 
 2145 1.772 3.828 4.328 5.780 5.842 5.842 
 2146 1.781 3.876 4.324 5.770 5.888 5.888 
 2147 1.793 3.895 4.332 5.817 5.942 5.942 
 2148 1.791 3.903 4.338 5.875 5.902 5.902 
 2149 1.808 3.930 4.376 5.915 5.915 5.915 
 2150 1.827 3.893 4.389 5.960 5.950 5.950 
 2151 1.769 3.843 4.364 5.979 5.908 5.908 
 2152 1.766 3.854 4.378 5.937 5.926 5.926 
 2153 1.734 3.880 4.352 6.003 5.969 5.969 
 2154 1.691 3.909 4.339 6.064 6.026 6.026 
 2155 1.711 3.910 4.354 6.082 6.046 6.046 
 2156 1.790 3.932 4.423 6.137 6.095 6.095 
 2157 1.774 3.982 4.370 6.177 6.104 6.104 
 2158 1.739 4.006 4.414 6.226 6.176 6.176 
 2159 1.663 4.093 4.460 6.264 6.251 6.251 
 2160 1.632 4.106 4.428 6.282 6.282 6.282 
 2161 1.685 4.165 4.450 6.345 6.295 6.295 
 2162 1.618 4.200 4.499 6.392 6.301 6.301 
 2163 1.656 4.180 4.507 6.405 6.390 6.390 
 2164 1.611 4.178 4.593 6.411 6.372 6.372 
 2165 1.677 4.176 4.599 6.356 6.418 6.418 
 2166 1.662 4.168 4.578 6.390 6.450 6.450 
 2167 1.627 4.161 4.585 6.448 6.504 6.504 
 2168 1.588 4.209 4.577 6.435 6.509 6.509 
 2169 1.567 4.196 4.547 6.381 6.620 6.620 
 2170 1.599 4.191 4.508 6.377 6.664 6.664 
 2171 1.612 4.214 4.538 6.375 6.704 6.704 
 2172 1.650 4.265 4.577 6.339 6.823 6.823 
 2173 1.649 4.309 4.534 6.437 6.833 6.833 
 2174 1.641 4.280 4.546 6.446 6.896 6.896 
 2175 1.698 4.271 4.517 6.419 6.891 6.891 
 2176 1.731 4.258 4.512 6.407 6.924 6.924 
 2177 1.673 4.202 4.491 6.403 6.922 6.922 
 2178 1.724 4.176 4.507 6.406 6.983 6.983 
 2179 1.718 4.202 4.458 6.416 6.985 6.985 
 2180 1.731 4.110 4.440 6.413 7.038 7.038 
 2181 1.690 4.076 4.469 6.414 7.107 7.107 
 2182 1.730 4.057 4.480 6.409 7.150 7.150 
 2183 1.760 4.040 4.415 6.476 7.187 7.187 
 2184 1.733 4.030 4.377 6.500 7.203 7.203 
 2185 1.785 4.056 4.299 6.463 7.230 7.230 
 2186 1.727 4.060 4.312 6.573 7.211 7.211 
 2187 1.676 4.074 4.343 6.606 7.204 7.204 
 2188 1.686 4.059 4.338 6.634 7.162 7.162 
 2189 1.715 4.058 4.389 6.685 7.195 7.195 
 2190 1.715 4.083 4.446 6.676 7.182 7.182 
 2191 1.731 4.063 4.438 6.640 7.162 7.162 
 2192 1.717 4.075 4.373 6.610 7.171 7.171 
 2193 1.737 4.072 4.351 6.687 7.141 7.141 
 2194 1.721 4.017 4.460 6.653 7.195 7.195 
 2195 1.763 4.035 4.459 6.655 7.182 7.182 
 2196 1.746 4.005 4.444 6.695 7.292 7.292 
 2197 1.745 4.010 4.538 6.741 7.329 7.329 
 2198 1.711 4.059 4.522 6.730 7.425 7.425 
 2199 1.672 4.053 4.545 6.737 7.464 7.464 
 2200 1.728 4.050 4.557 6.774 7.489 7.489 
 2201 1.801 4.106 4.544 6.840 7.480 7.480 
 2202 1.820 4.150 4.506 6.907 7.466 7.466 
 2203 1.848 4.120 4.481 6.945 7.543 7.543 
 2204 1.806 4.115 4.485 6.949 7.580 7.580 
 2205 1.758 4.167 4.489 6.941 7.625 7.625 
 2206 1.733 4.163 4.490 6.948 7.691 7.691 
 2207 1.750 4.244 4.485 7.003 7.819 7.819 
 2208 1.768 4.246 4.445 7.010 7.905 7.905 
 2209 1.803 4.289 4.519 6.966 7.942 7.942 
 2210 1.850 4.356 4.462 6.923 7.975 7.975 
 2211 1.870 4.323 4.450 6.942 8.000 8.000 
 2212 1.792 4.277 4.445 6.958 8.055 8.055 
 2213 1.775 4.300 4.465 6.969 8.070 8.070 
 2214 1.775 4.267 4.506 6.926 8.112 8.112 
 2215 1.779 4.320 4.464 7.011 8.083 8.083 
 2216 1.776 4.274 4.428 6.930 8.088 8.088 
 2217 1.835 4.280 4.460 6.869 8.042 8.042 
 2218 1.827 4.355 4.384 6.809 8.041 8.041 
 2219 1.910 4.344 4.389 6.871 8.041 8.041 
 2220 1.965 4.325 4.420 6.827 8.082 8.082 
 2221 1.945 4.313 4.458 6.790 8.079 8.079 
 2222 1.938 4.370 4.546 6.743 8.086 8.086 
 2223 1.967 4.432 4.538 6.715 8.171 8.171 
 2224 1.914 4.525 4.582 6.745 8.112 8.112 
 2225 1.966 4.576 4.604 6.690 8.203 8.203 
 2226 2.088 4.550 4.692 6.762 8.257 8.257 
 2227 2.157 4.505 4.769 6.866 8.217 8.217 
 2228 2.204 4.436 4.767 6.841 8.146 8.146 
 2229 2.258 4.450 4.812 6.868 8.136 8.136 
 2230 2.242 4.451 4.790 6.916 8.100 8.100 
 2231 2.198 4.356 4.832 6.954 8.089 8.089 
 2232 2.201 4.404 4.825 6.983 8.130 8.130 
 2233 2.259 4.500 4.862 7.037 8.214 8.214 
 2234 2.260 4.507 4.879 7.103 8.261 8.261 
 2235 2.176 4.499 4.845 7.116 8.241 8.241 
 2236 2.190 4.430 4.837 7.084 8.316 8.316 
 2237 2.161 4.453 4.855 7.210 8.397 8.397 
 2238 2.041 4.503 4.891 7.294 8.413 8.413 
 2239 1.999 4.450 4.941 7.358 8.440 8.440 
 2240 1.985 4.440 4.984 7.394 8.442 8.442 
 2241 1.946 4.442 4.976 7.439 8.413 8.413 
 2242 1.975 4.422 4.972 7.476 8.502 8.502 
 2243 1.980 4.385 4.960 7.507 8.534 8.534 
 2244 2.006 4.367 5.023 7.532 8.460 8.460 
 2245 2.048 4.358 4.977 7.514 8.439 8.439 
 2246 2.022 4.344 5.011 7.534 8.406 8.406 
 2247 1.999 4.319 5.020 7.482 8.336 8.336 
 2248 2.017 4.371 5.017 7.475 8.359 8.359 
 2249 1.935 4.432 5.008 7.518 8.403 8.403 
 2250 1.914 4.427 5.000 7.514 8.456 8.456 
 2251 1.953 4.378 4.973 7.521 8.571 8.571 
 2252 1.914 4.368 5.009 7.537 8.607 8.607 
 2253 1.889 4.389 5.031 7.550 8.671 8.671 
 2254 1.789 4.393 5.012 7.553 8.647 8.647 
 2255 1.788 4.408 4.995 7.544 8.643 8.643 
 2256 1.897 4.400 5.076 7.610 8.688 8.688 
 2257 1.891 4.500 5.153 7.604 8.692 8.692 
 2258 1.948 4.562 5.215 7.605 8.679 8.679 
 2259 1.995 4.515 5.183 7.606 8.765 8.765 
 2260 2.020 4.550 5.173 7.694 8.767 8.767 
 2261 1.976 4.588 5.179 7.720 8.794 8.794 
 2262 1.967 4.649 5.207 7.807 8.774 8.774 
 2263 1.936 4.667 5.221 7.822 8.744 8.744 
 2264 1.905 4.676 5.167 7.872 8.753 8.753 
 2265 1.878 4.676 5.129 7.919 8.831 8.831 
 2266 1.927 4.626 5.166 7.956 8.913 8.913 
 2267 1.974 4.654 5.153 7.998 8.877 8.877 
 2268 1.941 4.773 5.101 8.036 8.928 8.928 
 2269 1.845 4.764 5.029 8.044 8.917 8.917 
 2270 1.886 4.763 5.019 8.045 8.859 8.859 
 2271 1.881 4.808 5.038 8.064 8.933 8.933 
 2272 1.850 4.800 5.060 8.078 8.877 8.877 
 2273 1.848 4.852 5.001 8.043 8.906 8.906 
 2274 1.877 4.862 4.939 8.058 8.873 8.873 
 2275 1.959 4.844 4.928 8.052 8.904 8.904 
 2276 2.020 4.843 4.931 8.050 8.918 8.918 
 2277 1.961 4.908 4.912 8.060 8.808 8.808 
 2278 1.983 4.895 4.906 8.094 8.771 8.771 
 2279 1.992 4.914 4.919 8.101 8.714 8.714 
 2280 1.957 5.003 4.970 8.153 8.661 8.661 
 2281 2.000 4.948 5.000 8.125 8.707 8.707 
 2282 2.008 4.956 4.988 8.086 8.726 8.726 
 2283 2.022 4.944 4.930 8.026 8.761 8.761 
 2284 2.008 4.938 4.885 8.031 8.733 8.733 
 2285 1.998 4.953 4.927 8.022 8.789 8.789 
 2286 1.983 4.943 4.965 8.002 8.755 8.751 
 2287 1.961 4.950 5.049 8.009 8.716 8.666 
 2288 1.945 4.959 5.046 7.987 8.816 8.717 
 2289 1.964 4.862 4.994 8.017 8.838 8.702 
 2290 2.043 4.849 5.035 8.055 8.884 8.765 
 2291 2.012 4.779 5.108 8.076 8.929 8.855 
 2292 2.022 4.721 5.103 8.080 8.853 8.798 
 2293 2.016 4.768 5.125 8.110 8.880 8.816 
 2294 2.073 4.777 5.207 8.181 8.865 8.771 
 2295 2.038 4.805 5.255 8.216 8.849 8.788 
 2296 2.040 4.828 5.254 8.239 8.861 8.770 
 2297 1.967 4.791 5.313 8.258 8.855 8.762 
 2298 2.032 4.738 5.272 8.218 9.000 8.929 
 2299 2.020 4.717 5.221 8.206 9.111 8.987 
 2300 2.050 4.714 5.211 8.199 9.202 9.102 
 2301 2.064 4.657 5.232 8.182 9.237 9.152 
 2302 2.035 4.650 5.173 8.174 9.251 9.125 
 2303 2.038 4.618 5.258 8.230 9.302 9.122 
 2304 2.084 4.634 5.310 8.273 9.347 9.178 
 2305 2.138 4.614 5.379 8.325 9.441 9.224 
 2306 2.160 4.609 5.391 8.332 9.429 9.228 
 2307 2.194 4.642 5.389 8.300 9.465 9.292 
 2308 2.209 4.660 5.333 8.316 9.502 9.387 
 2309 2.206 4.570 5.350 8.315 9.402 9.440 
 2310 2.195 4.585 5.450 8.325 9.401 9.498 
 2311 2.147 4.585 5.469 8.275 9.464 9.509 
 2312 2.181 4.617 5.481 8.310 9.477 9.500 
 2313 2.210 4.614 5.529 8.282 9.519 9.510 
 2314 2.247 4.610 5.590 8.256 9.568 9.565 
 2315 2.222 4.582 5.585 8.196 9.555 9.551 
 2316 2.248 4.560 5.610 8.171 9.590 9.566 
 2317 2.234 4.547 5.660 8.206 9.574 9.612 
 2318 2.301 4.573 5.655 8.200 9.578 9.631 
 2319 2.273 4.588 5.688 8.180 9.562 9.619 
 2320 2.264 4.614 5.760 8.233 9.543 9.643 
 2321 2.172 4.601 5.748 8.244 9.532 9.680 
 2322 2.199 4.686 5.672 8.247 9.492 9.670 
 2323 2.225 4.660 5.646 8.258 9.419 9.740 
 2324 2.199 4.676 5.613 8.221 9.363 9.715 
 2325 2.138 4.662 5.638 8.213 9.380 9.664 
 2326 2.149 4.672 5.651 8.141 9.349 9.696 
 2327 2.184 4.696 5.689 8.140 9.336 9.683 
 2328 2.139 4.730 5.683 8.166 9.330 9.687 
 2329 2.083 4.786 5.703 8.151 9.308 9.686 
 2330 2.098 4.865 5.773 8.206 9.385 9.676 
 2331 2.094 4.871 5.808 8.208 9.396 9.621 
 2332 2.130 4.850 5.839 8.226 9.396 9.638 
 2333 2.086 4.848 5.828 8.170 9.454 9.618 
 2334 2.060 4.819 5.791 8.224 9.421 9.593 
 2335 2.012 4.777 5.706 8.265 9.405 9.572 
 2336 2.021 4.780 5.745 8.343 9.405 9.656 
 2337 2.032 4.761 5.740 8.384 9.470 9.696 
 2338 2.063 4.741 5.766 8.363 9.464 9.683 
 2339 2.013 4.776 5.807 8.378 9.499 9.693 
 2340 2.019 4.839 5.809 8.470 9.530 9.618 
 2341 2.006 4.831 5.769 8.406 9.512 9.610 
 2342 1.995 4.839 5.794 8.388 9.514 9.544 
 2343 2.014 4.802 5.804 8.418 9.521 9.510 
 2344 1.939 4.923 5.879 8.407 9.562 9.480 
 2345 1.931 4.958 5.852 8.385 9.578 9.522 
 2346 1.870 4.967 5.880 8.393 9.553 9.581 
 2347 1.854 4.947 5.903 8.430 9.579 9.566 
 2348 1.831 4.897 5.909 8.417 9.609 9.553 
 2349 1.832 4.848 5.938 8.431 9.650 9.547 
 2350 1.840 4.847 5.921 8.468 9.696 9.538 
 2351 1.784 4.876 5.880 8.472 9.657 9.560 
 2352 1.738 4.896 5.857 8.470 9.695 9.621 
 2353 1.656 4.953 5.876 8.498 9.689 9.640 
 2354 1.635 4.952 5.838 8.543 9.719 9.693 
 2355 1.675 4.952 5.934 8.579 9.731 9.779 
 2356 1.668 5.012 5.969 8.566 9.705 9.792 
 2357 1.679 5.020 5.910 8.514 9.743 9.710 
 2358 1.686 5.050 5.846 8.437 9.756 9.686 
 2359 1.689 5.095 5.842 8.485 9.750 9.675 
 2360 1.717 5.061 5.809 8.467 9.743 9.698 
 2361 1.720 5.015 5.834 8.491 9.725 9.772 
 2362 1.722 4.999 5.854 8.551 9.720 9.810 
 2363 1.780 5.052 5.906 8.565 9.743 9.846 
 2364 1.775 5.102 5.950 8.610 9.769 9.868 
 2365 1.826 5.125 6.012 8.610 9.758 9.897 
 2366 1.920 5.135 6.017 8.622 9.800 9.900 
 2367 2.009 5.126 6.007 8.615 9.824 9.912 
 2368 2.036 5.223 5.985 8.633 9.797 9.966 
 2369 2.030 5.220 6.000 8.652 9.802 9.999 
 2370 2.074 5.244 6.010 8.669 9.781 9.999 
 2371 2.144 5.240 6.018 8.586 9.837 9.955 
 2372 2.154 5.221 5.942 8.557 9.922 9.908 
 2373 2.142 5.264 5.917 8.605 9.906 9.888 
 2374 2.224 5.298 5.906 8.611 9.878 9.879 
 2375 2.235 5.358 6.008 8.612 9.835 9.858 
 2376 2.154 5.444 5.951 8.584 9.909 9.836 
 2377 2.141 5.475 5.970 8.662 9.943 9.872 
 2378 2.187 5.483 6.019 8.723 9.925 9.944 
 2379 2.214 5.443 6.117 8.809 9.892 9.952 
 2380 2.208 5.451 6.099 8.817 9.939 9.932 
 2381 2.226 5.422 6.119 8.832 9.915 9.902 
 2382 2.254 5.509 6.106 8.771 9.949 9.892 
 2383 2.226 5.501 6.148 8.725 10.016 9.898 
 2384 2.233 5.395 6.030 8.766 10.027 9.891 
 2385 2.247 5.300 6.006 8.741 10.050 9.899 
 2386 2.289 5.303 5.955 8.758 10.123 9.874 
 2387 2.318 5.338 6.058 8.782 10.121 9.855 
 2388 2.292 5.387 6.062 8.780 10.169 9.885 
 2389 2.274 5.394 6.035 8.790 10.149 9.873 
 2390 2.268 5.405 6.009 8.810 10.173 9.887 
 2391 2.256 5.424 5.947 8.792 10.173 9.831 
 2392 2.217 5.426 5.905 8.871 10.112 9.920 
 2393 2.237 5.431 6.000 8.895 10.125 9.946 
 2394 2.328 5.437 6.006 8.878 10.125 9.941 
 2395 2.310 5.428 6.012 8.850 10.190 9.924 
 2396 2.341 5.433 5.914 8.829 10.165 9.975 
 2397 2.382 5.406 5.940 8.809 10.136 9.902 
 2398 2.430 5.342 5.932 8.731 10.186 9.868 
 2399 2.405 5.399 5.935 8.720 10.181 9.868 
 2400 2.337 5.454 5.914 8.719 10.105 9.847 
 2401 2.380 5.445 5.857 8.717 10.061 9.830 
 2402 2.318 5.510 5.833 8.760 10.121 9.857 
 2403 2.221 5.464 5.862 8.752 10.109 9.894 
 2404 2.269 5.538 5.820 8.789 10.070 9.888 
 2405 2.229 5.594 5.896 8.711 10.078 9.885 
 2406 2.191 5.656 5.963 8.708 10.082 9.922 
 2407 2.183 5.606 5.966 8.737 10.135 9.949 
 2408 2.138 5.559 5.866 8.734 10.140 10.026 
 2409 2.146 5.451 5.844 8.757 10.109 10.002 
 2410 2.153 5.398 5.910 8.767 10.166 9.980 
 2411 2.163 5.455 5.962 8.813 10.157 9.972 
 2412 2.208 5.413 6.040 8.857 10.192 10.038 
 2413 2.246 5.388 6.021 8.846 10.209 9.967 
 2414 2.254 5.369 5.977 8.829 10.213 9.976 
 2415 2.215 5.308 5.992 8.826 10.170 9.997 
 2416 2.201 5.310 5.950 8.892 10.109 10.016 
 2417 2.204 5.283 5.931 8.898 10.197 10.001 
 2418 2.228 5.305 5.894 8.938 10.119 10.036 
 2419 2.234 5.301 5.947 8.901 10.061 10.031 
 2420 2.254 5.230 5.953 8.905 10.050 10.022 
 2421 2.333 5.170 5.908 8.925 10.101 10.042 
 2422 2.330 5.238 5.981 8.892 10.082 10.076 
 2423 2.339 5.186 6.018 8.883 10.045 10.052 
 2424 2.390 5.197 5.973 8.925 10.006 10.043 
 2425 2.410 5.184 5.932 8.910 9.995 9.977 
 2426 2.441 5.213 5.980 8.990 9.970 9.971 
 2427 2.419 5.208 5.987 8.983 10.005 9.921 
 2428 2.400 5.137 6.024 9.009 9.926 9.918 
 2429 2.398 5.134 6.061 9.043 9.854 9.880 
 2430 2.448 5.226 6.090 9.062 9.845 9.907 
 2431 2.427 5.264 6.075 9.048 9.806 9.896 
 2432 2.423 5.207 6.032 9.009 9.766 9.878 
 2433 2.398 5.261 5.973 8.941 9.770 9.855 
 2434 2.325 5.296 5.974 8.919 9.783 9.919 
 2435 2.350 5.312 5.939 8.921 9.750 9.927 
 2436 2.321 5.359 5.985 8.892 9.802 9.940 
 2437 2.324 5.425 5.979 8.860 9.851 9.965 
 2438 2.344 5.453 6.024 8.853 9.804 9.961 
 2439 2.355 5.468 6.040 8.861 9.861 10.038 
 2440 2.315 5.606 6.053 8.882 9.848 10.060 
 2441 2.327 5.664 6.076 8.878 9.910 10.097 
 2442 2.281 5.662 6.114 8.865 9.908 10.111 
 2443 2.249 5.551 6.125 8.820 9.969 10.102 
 2444 2.302 5.583 6.120 8.839 9.955 10.148 
 2445 2.315 5.565 6.160 8.786 9.992 10.165 
 2446 2.330 5.602 6.225 8.767 10.027 10.208 
 2447 2.307 5.594 6.204 8.784 9.987 10.259 
 2448 2.365 5.601 6.173 8.784 9.983 10.278 
 2449 2.384 5.692 6.167 8.738 9.967 10.255 
 2450 2.398 5.721 6.147 8.719 10.006 10.301 
 2451 2.367 5.760 6.137 8.762 10.017 10.320 
 2452 2.364 5.715 6.157 8.737 10.071 10.337 
 2453 2.384 5.703 6.183 8.712 10.104 10.357 
 2454 2.380 5.659 6.231 8.777 10.079 10.375 
 2455 2.319 5.672 6.275 8.803 10.040 10.446 
 2456 2.237 5.708 6.368 8.853 10.059 10.456 
 2457 2.257 5.668 6.320 8.825 10.066 10.478 
 2458 2.293 5.628 6.401 8.847 10.088 10.475 
 2459 2.293 5.634 6.382 8.849 10.089 10.492 
 2460 2.279 5.647 6.367 8.790 10.083 10.464 
 2461 2.309 5.550 6.363 8.767 10.129 10.475 
 2462 2.208 5.514 6.367 8.705 10.085 10.460 
 2463 2.217 5.536 6.425 8.657 10.081 10.440 
 2464 2.199 5.620 6.380 8.737 10.045 10.486 
 2465 2.217 5.629 6.364 8.719 10.093 10.488 
 2466 2.216 5.637 6.429 8.780 10.094 10.522 
 2467 2.141 5.566 6.453 8.802 10.075 10.605 
 2468 2.157 5.507 6.454 8.788 10.128 10.577 
 2469 2.177 5.541 6.509 8.804 10.088 10.613 
 2470 2.113 5.534 6.481 8.805 10.126 10.608 
 2471 2.095 5.504 6.497 8.793 10.203 10.573 
 2472 2.111 5.489 6.505 8.683 10.218 10.534 
 2473 2.172 5.578 6.453 8.715 10.182 10.563 
 2474 2.206 5.660 6.448 8.720 10.136 10.559 
 2475 2.231 5.625 6.514 8.745 10.117 10.581 
 2476 2.370 5.611 6.563 8.700 10.149 10.529 
