year T_MMCP2.6 T_MMCP4.5 T_MMCP6.0 T_MMCP-break T_MMCP8.5 T_MMCP-feedback 
 4248 2.420 5.589 7.287 10.373 12.501 13.551 
 4249 2.325 5.555 7.274 10.352 12.524 13.550 
 4250 2.359 5.510 7.261 10.362 12.475 13.479 
 4251 2.341 5.479 7.240 10.348 12.468 13.528 
 4252 2.332 5.486 7.235 10.372 12.481 13.562 
 4253 2.373 5.434 7.194 10.367 12.552 13.545 
 4254 2.379 5.485 7.235 10.368 12.588 13.521 
 4255 2.398 5.513 7.259 10.363 12.596 13.527 
 4256 2.410 5.477 7.271 10.367 12.593 13.499 
 4257 2.439 5.459 7.306 10.419 12.591 13.441 
 4258 2.461 5.499 7.334 10.461 12.603 13.414 
 4259 2.465 5.493 7.324 10.486 12.623 13.414 
 4260 2.450 5.500 7.296 10.451 12.658 13.424 
 4261 2.422 5.566 7.262 10.452 12.672 13.424 
 4262 2.360 5.582 7.207 10.462 12.646 13.332 
 4263 2.349 5.590 7.226 10.460 12.648 13.304 
 4264 2.367 5.596 7.250 10.468 12.679 13.310 
 4265 2.412 5.606 7.238 10.466 12.698 13.323 
 4266 2.397 5.596 7.264 10.499 12.648 13.367 
 4267 2.376 5.587 7.226 10.458 12.608 13.434 
 4268 2.408 5.589 7.231 10.484 12.597 13.448 
 4269 2.478 5.565 7.232 10.463 12.641 13.452 
 4270 2.603 5.587 7.239 10.498 12.693 13.418 
 4271 2.617 5.593 7.239 10.526 12.699 13.447 
 4272 2.585 5.561 7.277 10.532 12.725 13.491 
 4273 2.561 5.524 7.294 10.540 12.741 13.450 
 4274 2.499 5.539 7.340 10.540 12.748 13.499 
 4275 2.498 5.497 7.304 10.540 12.691 13.546 
 4276 2.487 5.456 7.276 10.540 12.661 13.507 
 4277 2.427 5.383 7.287 10.516 12.653 13.486 
 4278 2.370 5.316 7.267 10.501 12.615 13.547 
 4279 2.329 5.250 7.269 10.462 12.609 13.556 
 4280 2.277 5.240 7.292 10.469 12.609 13.530 
 4281 2.212 5.240 7.309 10.451 12.574 13.556 
 4282 2.247 5.261 7.277 10.445 12.537 13.554 
 4283 2.289 5.174 7.339 10.409 12.534 13.590 
 4284 2.351 5.169 7.313 10.367 12.524 13.591 
 4285 2.375 5.204 7.301 10.419 12.523 13.597 
 4286 2.357 5.200 7.327 10.455 12.531 13.567 
 4287 2.365 5.241 7.281 10.476 12.571 13.560 
 4288 2.413 5.258 7.300 10.489 12.625 13.512 
 4289 2.410 5.297 7.377 10.472 12.670 13.546 
 4290 2.402 5.389 7.404 10.507 12.684 13.518 
 4291 2.379 5.361 7.403 10.483 12.651 13.524 
 4292 2.403 5.420 7.401 10.415 12.681 13.542 
 4293 2.431 5.508 7.367 10.381 12.682 13.519 
 4294 2.459 5.510 7.359 10.391 12.688 13.532 
 4295 2.485 5.448 7.324 10.352 12.701 13.528 
 4296 2.445 5.464 7.325 10.372 12.729 13.510 
 4297 2.445 5.516 7.335 10.361 12.766 13.537 
 4298 2.515 5.621 7.346 10.327 12.768 13.604 
 4299 2.533 5.738 7.338 10.308 12.743 13.569 
 4300 2.541 5.771 7.355 10.301 12.744 13.557 
 4301 2.551 5.720 7.327 10.306 12.714 13.601 
 4302 2.575 5.760 7.325 10.379 12.688 13.596 
 4303 2.527 5.770 7.313 10.382 12.715 13.565 
 4304 2.546 5.863 7.291 10.403 12.719 13.545 
 4305 2.515 5.856 7.280 10.484 12.717 13.563 
 4306 2.473 5.847 7.266 10.426 12.727 13.564 
 4307 2.483 5.810 7.241 10.402 12.712 13.590 
 4308 2.523 5.721 7.264 10.389 12.656 13.575 
 4309 2.500 5.657 7.268 10.421 12.634 13.631 
 4310 2.399 5.580 7.180 10.427 12.626 13.591 
 4311 2.384 5.486 7.165 10.411 12.586 13.581 
 4312 2.334 5.520 7.135 10.412 12.558 13.566 
 4313 2.295 5.545 7.104 10.451 12.547 13.525 
 4314 2.356 5.490 7.116 10.480 12.542 13.534 
 4315 2.327 5.469 7.084 10.479 12.519 13.556 
 4316 2.333 5.554 7.075 10.481 12.483 13.629 
 4317 2.356 5.560 7.097 10.449 12.470 13.650 
 4318 2.372 5.510 7.070 10.379 12.460 13.666 
 4319 2.404 5.468 7.040 10.430 12.421 13.656 
 4320 2.390 5.390 7.006 10.425 12.503 13.652 
 4321 2.399 5.452 6.965 10.419 12.537 13.680 
 4322 2.405 5.558 6.982 10.375 12.580 13.680 
 4323 2.457 5.500 7.003 10.301 12.592 13.636 
 4324 2.516 5.488 7.042 10.304 12.590 13.644 
 4325 2.554 5.464 7.062 10.312 12.650 13.656 
 4326 2.576 5.456 7.089 10.291 12.604 13.620 
 4327 2.606 5.406 7.097 10.271 12.564 13.637 
 4328 2.582 5.485 7.085 10.270 12.601 13.651 
 4329 2.531 5.512 7.076 10.252 12.600 13.679 
 4330 2.516 5.530 7.041 10.270 12.610 13.656 
 4331 2.578 5.506 7.018 10.270 12.592 13.678 
 4332 2.555 5.525 6.954 10.270 12.597 13.760 
 4333 2.606 5.505 6.973 10.244 12.651 13.800 
 4334 2.591 5.404 6.990 10.257 12.663 13.828 
 4335 2.506 5.435 7.019 10.230 12.655 13.782 
 4336 2.565 5.479 7.006 10.220 12.670 13.789 
 4337 2.572 5.485 7.038 10.245 12.686 13.707 
 4338 2.544 5.490 7.039 10.240 12.721 13.711 
 4339 2.436 5.537 7.085 10.272 12.752 13.710 
 4340 2.390 5.581 7.122 10.278 12.756 13.639 
 4341 2.380 5.621 7.176 10.236 12.660 13.680 
 4342 2.319 5.577 7.173 10.251 12.634 13.698 
 4343 2.305 5.569 7.152 10.305 12.595 13.653 
 4344 2.223 5.583 7.116 10.372 12.569 13.675 
 4345 2.155 5.575 7.086 10.386 12.565 13.731 
 4346 2.079 5.566 7.061 10.405 12.551 13.775 
 4347 2.086 5.575 7.040 10.401 12.602 13.811 
 4348 2.059 5.601 7.037 10.430 12.651 13.790 
 4349 2.050 5.512 7.024 10.455 12.624 13.777 
 4350 2.080 5.522 7.050 10.467 12.655 13.765 
 4351 2.056 5.502 7.138 10.450 12.660 13.736 
 4352 2.034 5.510 7.180 10.447 12.630 13.740 
 4353 2.009 5.540 7.212 10.462 12.611 13.690 
 4354 1.960 5.545 7.219 10.476 12.572 13.631 
 4355 1.985 5.634 7.252 10.447 12.536 13.605 
 4356 2.023 5.596 7.231 10.480 12.572 13.633 
 4357 1.979 5.590 7.250 10.465 12.593 13.640 
 4358 1.999 5.504 7.273 10.450 12.597 13.638 
 4359 2.035 5.459 7.300 10.470 12.563 13.626 
 4360 2.058 5.410 7.294 10.513 12.508 13.613 
 4361 2.046 5.364 7.262 10.519 12.488 13.680 
 4362 2.055 5.364 7.264 10.588 12.510 13.649 
 4363 2.097 5.381 7.269 10.599 12.455 13.595 
 4364 2.150 5.368 7.290 10.535 12.492 13.631 
 4365 2.240 5.325 7.305 10.511 12.535 13.619 
 4366 2.211 5.345 7.325 10.546 12.544 13.601 
 4367 2.196 5.406 7.322 10.568 12.501 13.644 
 4368 2.148 5.439 7.333 10.581 12.519 13.643 
 4369 2.144 5.481 7.350 10.525 12.464 13.659 
 4370 2.123 5.518 7.371 10.517 12.461 13.667 
 4371 2.071 5.543 7.350 10.450 12.457 13.637 
 4372 2.143 5.542 7.305 10.444 12.485 13.674 
 4373 2.119 5.576 7.302 10.438 12.549 13.680 
 4374 2.179 5.608 7.313 10.415 12.584 13.701 
 4375 2.171 5.598 7.342 10.430 12.546 13.770 
 4376 2.110 5.599 7.298 10.388 12.548 13.777 
 4377 2.090 5.562 7.321 10.375 12.500 13.773 
 4378 2.074 5.561 7.306 10.369 12.454 13.721 
 4379 2.065 5.605 7.282 10.375 12.408 13.720 
 4380 2.029 5.576 7.274 10.369 12.450 13.696 
 4381 2.006 5.607 7.265 10.393 12.474 13.712 
 4382 2.046 5.630 7.256 10.346 12.510 13.688 
 4383 2.086 5.620 7.206 10.304 12.521 13.733 
 4384 2.058 5.610 7.224 10.260 12.589 13.734 
 4385 2.013 5.615 7.193 10.289 12.587 13.723 
 4386 1.964 5.690 7.190 10.292 12.570 13.691 
 4387 2.041 5.658 7.210 10.235 12.548 13.702 
 4388 2.104 5.610 7.228 10.178 12.515 13.640 
 4389 2.103 5.562 7.260 10.185 12.504 13.636 
 4390 2.128 5.513 7.272 10.255 12.532 13.649 
 4391 2.184 5.478 7.241 10.273 12.529 13.665 
 4392 2.267 5.453 7.228 10.329 12.533 13.689 
 4393 2.312 5.440 7.218 10.290 12.513 13.666 
 4394 2.403 5.440 7.208 10.280 12.544 13.623 
 4395 2.388 5.419 7.224 10.311 12.533 13.544 
 4396 2.431 5.476 7.171 10.305 12.598 13.442 
 4397 2.485 5.493 7.160 10.326 12.614 13.403 
 4398 2.472 5.516 7.129 10.323 12.650 13.374 
 4399 2.472 5.523 7.152 10.329 12.662 13.407 
 4400 2.492 5.534 7.142 10.320 12.653 13.426 
 4401 2.495 5.597 7.096 10.345 12.580 13.418 
 4402 2.490 5.570 7.109 10.359 12.582 13.435 
 4403 2.429 5.563 7.152 10.404 12.580 13.444 
 4404 2.385 5.508 7.154 10.459 12.631 13.384 
 4405 2.424 5.440 7.086 10.491 12.609 13.401 
 4406 2.451 5.472 7.114 10.490 12.556 13.429 
 4407 2.489 5.392 7.126 10.485 12.535 13.467 
 4408 2.479 5.454 7.134 10.462 12.579 13.453 
 4409 2.477 5.434 7.132 10.469 12.594 13.405 
 4410 2.477 5.462 7.119 10.460 12.581 13.391 
 4411 2.384 5.377 7.116 10.436 12.584 13.402 
 4412 2.401 5.390 7.137 10.406 12.605 13.413 
 4413 2.304 5.390 7.141 10.387 12.631 13.421 
 4414 2.239 5.377 7.118 10.408 12.641 13.459 
 4415 2.168 5.325 7.117 10.416 12.614 13.526 
 4416 2.150 5.260 7.085 10.386 12.587 13.548 
 4417 2.036 5.282 7.090 10.356 12.528 13.608 
 4418 2.033 5.190 7.117 10.391 12.516 13.713 
 4419 2.075 5.229 7.136 10.380 12.490 13.761 
 4420 2.128 5.214 7.149 10.385 12.508 13.775 
 4421 2.117 5.253 7.133 10.423 12.536 13.789 
 4422 2.128 5.270 7.145 10.357 12.519 13.830 
 4423 2.204 5.306 7.138 10.272 12.519 13.802 
 4424 2.260 5.290 7.126 10.275 12.537 13.784 
 4425 2.273 5.359 7.090 10.252 12.489 13.843 
 4426 2.259 5.461 7.108 10.204 12.489 13.826 
 4427 2.219 5.422 7.096 10.231 12.544 13.829 
 4428 2.200 5.451 7.077 10.212 12.566 13.840 
 4429 2.186 5.456 7.065 10.236 12.546 13.815 
 4430 2.138 5.388 7.054 10.265 12.515 13.854 
 4431 2.083 5.405 6.995 10.280 12.504 13.846 
 4432 2.126 5.527 6.975 10.286 12.475 13.829 
 4433 2.108 5.596 6.977 10.289 12.462 13.813 
 4434 2.100 5.625 6.986 10.361 12.452 13.774 
 4435 2.081 5.641 7.030 10.350 12.434 13.734 
 4436 2.091 5.688 7.034 10.369 12.426 13.700 
 4437 2.131 5.729 7.068 10.345 12.410 13.762 
 4438 2.270 5.642 7.079 10.340 12.446 13.774 
 4439 2.254 5.702 7.044 10.320 12.460 13.718 
 4440 2.267 5.712 7.033 10.306 12.480 13.701 
 4441 2.226 5.730 7.070 10.308 12.491 13.705 
 4442 2.170 5.700 7.126 10.280 12.508 13.660 
 4443 2.181 5.701 7.132 10.315 12.548 13.666 
 4444 2.173 5.666 7.112 10.331 12.547 13.662 
 4445 2.173 5.656 7.112 10.317 12.522 13.675 
 4446 2.164 5.644 7.158 10.305 12.533 13.646 
 4447 2.121 5.590 7.200 10.373 12.542 13.654 
 4448 2.138 5.577 7.235 10.363 12.600 13.605 
 4449 2.176 5.569 7.279 10.412 12.570 13.584 
 4450 2.228 5.493 7.293 10.408 12.570 13.611 
 4451 2.269 5.607 7.309 10.430 12.609 13.579 
 4452 2.276 5.583 7.331 10.382 12.639 13.642 
 4453 2.295 5.573 7.339 10.421 12.633 13.647 
 4454 2.314 5.534 7.362 10.438 12.570 13.695 
 4455 2.384 5.547 7.386 10.384 12.516 13.743 
 4456 2.436 5.607 7.346 10.357 12.526 13.768 
 4457 2.424 5.621 7.320 10.345 12.525 13.753 
 4458 2.372 5.606 7.289 10.360 12.532 13.745 
 4459 2.338 5.676 7.300 10.372 12.561 13.714 
 4460 2.357 5.681 7.330 10.388 12.513 13.712 
 4461 2.276 5.646 7.309 10.412 12.490 13.688 
 4462 2.309 5.624 7.262 10.407 12.494 13.664 
 4463 2.331 5.598 7.250 10.427 12.480 13.710 
 4464 2.296 5.575 7.272 10.434 12.472 13.712 
 4465 2.240 5.609 7.295 10.441 12.429 13.710 
 4466 2.208 5.635 7.264 10.420 12.476 13.705 
 4467 2.189 5.650 7.246 10.431 12.522 13.683 
 4468 2.230 5.723 7.227 10.410 12.518 13.694 
 4469 2.225 5.754 7.183 10.412 12.498 13.771 
 4470 2.219 5.760 7.168 10.395 12.521 13.791 
 4471 2.198 5.803 7.151 10.412 12.533 13.756 
 4472 2.137 5.761 7.130 10.350 12.543 13.728 
 4473 2.241 5.697 7.147 10.356 12.535 13.692 
 4474 2.261 5.656 7.118 10.297 12.585 13.615 
 4475 2.250 5.556 7.110 10.261 12.657 13.563 
 4476 2.258 5.500 7.126 10.250 12.692 13.566 
 4477 2.152 5.480 7.135 10.298 12.686 13.568 
 4478 2.170 5.452 7.165 10.305 12.680 13.594 
 4479 2.229 5.483 7.196 10.299 12.695 13.527 
 4480 2.257 5.491 7.181 10.317 12.634 13.546 
 4481 2.253 5.485 7.205 10.315 12.714 13.576 
 4482 2.309 5.492 7.200 10.320 12.722 13.643 
 4483 2.283 5.473 7.164 10.307 12.681 13.616 
 4484 2.294 5.460 7.127 10.299 12.739 13.588 
 4485 2.314 5.403 7.101 10.286 12.733 13.537 
 4486 2.303 5.349 7.095 10.317 12.762 13.542 
 4487 2.299 5.351 7.077 10.322 12.711 13.575 
 4488 2.273 5.346 7.068 10.322 12.665 13.584 
 4489 2.274 5.262 7.085 10.330 12.670 13.611 
 4490 2.282 5.229 7.102 10.294 12.641 13.582 
 4491 2.181 5.199 7.094 10.289 12.622 13.536 
 4492 2.078 5.193 7.060 10.272 12.638 13.581 
 4493 2.064 5.199 7.104 10.276 12.660 13.670 
 4494 2.020 5.282 7.140 10.340 12.661 13.683 
 4495 2.003 5.330 7.173 10.382 12.672 13.750 
 4496 2.020 5.470 7.180 10.393 12.654 13.738 
 4497 2.031 5.451 7.182 10.373 12.688 13.717 
 4498 2.105 5.403 7.162 10.371 12.661 13.693 
 4499 2.110 5.375 7.132 10.310 12.663 13.668 
 4500 2.000 5.310 7.084 10.355 12.665 13.717 
 4501 1.924 5.241 7.123 10.335 12.694 13.717 
 4502 1.879 5.199 7.129 10.311 12.645 13.700 
 4503 1.885 5.186 7.150 10.327 12.624 13.638 
 4504 1.860 5.206 7.220 10.386 12.657 13.687 
 4505 1.827 5.207 7.216 10.398 12.616 13.692 
 4506 1.813 5.217 7.231 10.413 12.628 13.699 
 4507 1.829 5.191 7.235 10.382 12.617 13.688 
 4508 1.840 5.137 7.250 10.365 12.622 13.649 
 4509 1.851 5.091 7.278 10.359 12.633 13.664 
 4510 1.790 5.112 7.261 10.386 12.642 13.670 
 4511 1.720 5.107 7.206 10.430 12.614 13.651 
 4512 1.806 5.131 7.220 10.444 12.657 13.661 
 4513 1.857 5.163 7.224 10.426 12.630 13.647 
 4514 1.891 5.164 7.114 10.452 12.602 13.606 
 4515 1.933 5.124 7.092 10.420 12.601 13.596 
 4516 1.968 5.096 7.096 10.389 12.611 13.592 
 4517 1.955 5.054 7.110 10.381 12.579 13.620 
 4518 1.898 5.100 7.060 10.412 12.532 13.613 
 4519 1.895 5.137 7.097 10.389 12.555 13.626 
 4520 1.900 5.138 7.132 10.367 12.531 13.646 
 4521 1.985 5.190 7.177 10.330 12.538 13.684 
 4522 2.067 5.183 7.130 10.353 12.526 13.734 
 4523 2.143 5.240 7.106 10.385 12.519 13.730 
 4524 2.185 5.252 7.150 10.357 12.529 13.768 
 4525 2.226 5.267 7.145 10.319 12.482 13.717 
 4526 2.217 5.338 7.200 10.333 12.513 13.710 
 4527 2.174 5.365 7.199 10.335 12.536 13.743 
 4528 2.177 5.337 7.193 10.348 12.560 13.784 
 4529 2.109 5.343 7.208 10.350 12.560 13.768 
 4530 2.156 5.386 7.234 10.377 12.539 13.701 
 4531 2.214 5.396 7.253 10.373 12.479 13.655 
 4532 2.298 5.381 7.336 10.371 12.508 13.680 
 4533 2.312 5.422 7.316 10.353 12.478 13.725 
 4534 2.338 5.374 7.303 10.352 12.533 13.747 
 4535 2.338 5.315 7.386 10.361 12.551 13.774 
 4536 2.272 5.331 7.385 10.368 12.529 13.766 
 4537 2.220 5.315 7.400 10.345 12.480 13.750 
 4538 2.240 5.255 7.400 10.331 12.452 13.760 
 4539 2.212 5.205 7.428 10.319 12.438 13.754 
 4540 2.143 5.138 7.430 10.309 12.468 13.756 
 4541 2.139 5.155 7.405 10.394 12.508 13.721 
 4542 2.151 5.149 7.397 10.385 12.503 13.665 
 4543 2.152 5.174 7.418 10.360 12.510 13.630 
 4544 2.152 5.120 7.421 10.322 12.548 13.618 
 4545 2.137 5.129 7.359 10.350 12.563 13.589 
 4546 2.119 5.094 7.344 10.342 12.574 13.593 
 4547 2.174 5.048 7.310 10.288 12.539 13.630 
 4548 2.260 4.996 7.315 10.299 12.531 13.600 
 4549 2.321 5.099 7.341 10.271 12.521 13.531 
 4550 2.414 5.150 7.381 10.241 12.495 13.582 
 4551 2.404 5.151 7.385 10.225 12.472 13.641 
 4552 2.433 5.147 7.411 10.211 12.514 13.699 
 4553 2.438 5.178 7.429 10.217 12.485 13.702 
 4554 2.342 5.187 7.452 10.208 12.460 13.725 
 4555 2.336 5.159 7.502 10.229 12.430 13.669 
 4556 2.382 5.197 7.551 10.190 12.431 13.691 
 4557 2.381 5.199 7.559 10.153 12.490 13.717 
 4558 2.390 5.281 7.558 10.179 12.533 13.738 
 4559 2.313 5.314 7.513 10.205 12.576 13.736 
 4560 2.345 5.312 7.497 10.181 12.594 13.777 
 4561 2.420 5.317 7.506 10.210 12.577 13.780 
 4562 2.491 5.292 7.517 10.178 12.581 13.794 
 4563 2.474 5.258 7.521 10.172 12.551 13.828 
 4564 2.393 5.242 7.531 10.177 12.551 13.860 
 4565 2.368 5.262 7.505 10.233 12.526 13.870 
 4566 2.312 5.292 7.560 10.232 12.520 13.898 
 4567 2.323 5.302 7.602 10.259 12.497 13.958 
 4568 2.283 5.258 7.615 10.299 12.523 13.927 
 4569 2.279 5.279 7.577 10.271 12.525 13.915 
 4570 2.227 5.247 7.551 10.309 12.557 13.948 
 4571 2.196 5.248 7.533 10.372 12.575 13.909 
 4572 2.207 5.205 7.517 10.388 12.596 13.910 
 4573 2.132 5.168 7.445 10.378 12.625 13.840 
 4574 2.046 5.199 7.400 10.368 12.664 13.810 
 4575 2.090 5.200 7.406 10.362 12.701 13.730 
 4576 2.116 5.182 7.406 10.357 12.720 13.749 
 4577 2.073 5.173 7.362 10.324 12.691 13.735 
 4578 2.044 5.138 7.377 10.328 12.662 13.710 
 4579 2.068 5.088 7.405 10.347 12.625 13.748 
 4580 2.126 5.160 7.389 10.350 12.664 13.754 
 4581 2.210 5.244 7.365 10.392 12.668 13.784 
 4582 2.220 5.283 7.330 10.390 12.693 13.791 
 4583 2.157 5.299 7.291 10.405 12.647 13.856 
 4584 2.172 5.354 7.278 10.406 12.653 13.810 
 4585 2.234 5.440 7.277 10.401 12.660 13.813 
 4586 2.242 5.410 7.274 10.368 12.701 13.811 
 4587 2.248 5.373 7.270 10.324 12.701 13.837 
 4588 2.240 5.356 7.242 10.300 12.714 13.813 
 4589 2.314 5.482 7.213 10.304 12.673 13.812 
 4590 2.276 5.517 7.250 10.361 12.711 13.852 
 4591 2.280 5.564 7.249 10.320 12.675 13.894 
 4592 2.269 5.546 7.222 10.309 12.717 13.920 
 4593 2.274 5.578 7.230 10.301 12.750 13.937 
 4594 2.393 5.611 7.285 10.290 12.720 13.932 
 4595 2.480 5.563 7.292 10.262 12.729 13.891 
 4596 2.495 5.547 7.285 10.278 12.734 13.918 
 4597 2.476 5.597 7.298 10.305 12.666 13.967 
 4598 2.454 5.544 7.294 10.346 12.692 14.002 
 4599 2.502 5.563 7.326 10.350 12.660 14.000 
 4600 2.487 5.509 7.264 10.335 12.679 13.966 
 4601 2.470 5.449 7.265 10.336 12.664 13.940 
 4602 2.406 5.433 7.300 10.298 12.659 13.892 
 4603 2.390 5.447 7.315 10.305 12.636 13.877 
 4604 2.384 5.466 7.331 10.301 12.675 13.830 
 4605 2.349 5.473 7.318 10.323 12.670 13.859 
 4606 2.300 5.399 7.304 10.344 12.667 13.847 
 4607 2.319 5.429 7.346 10.341 12.622 13.873 
 4608 2.321 5.427 7.314 10.374 12.640 13.838 
 4609 2.289 5.418 7.328 10.358 12.650 13.842 
 4610 2.243 5.320 7.336 10.308 12.616 13.926 
 4611 2.259 5.391 7.317 10.200 12.572 13.909 
 4612 2.309 5.367 7.335 10.240 12.611 13.908 
 4613 2.293 5.390 7.332 10.259 12.619 13.938 
 4614 2.255 5.432 7.327 10.243 12.625 13.961 
 4615 2.158 5.432 7.310 10.247 12.624 14.044 
 4616 2.141 5.429 7.273 10.263 12.619 14.080 
 4617 2.153 5.410 7.255 10.270 12.609 14.140 
 4618 2.135 5.456 7.243 10.256 12.624 14.122 
 4619 2.119 5.490 7.230 10.259 12.630 14.093 
 4620 2.051 5.523 7.153 10.240 12.678 14.102 
 4621 2.057 5.580 7.146 10.197 12.680 14.092 
 4622 2.080 5.592 7.137 10.140 12.724 14.064 
 4623 2.026 5.571 7.148 10.134 12.740 14.034 
 4624 1.988 5.589 7.184 10.101 12.767 14.070 
 4625 2.051 5.611 7.220 10.116 12.790 14.083 
 4626 2.100 5.536 7.248 10.137 12.854 14.138 
 4627 2.088 5.540 7.242 10.158 12.878 14.073 
 4628 2.066 5.560 7.240 10.145 12.889 14.047 
 4629 2.048 5.589 7.299 10.167 12.877 14.029 
 4630 2.079 5.630 7.268 10.185 12.913 14.009 
 4631 1.987 5.612 7.267 10.166 12.929 13.958 
 4632 1.944 5.605 7.255 10.168 12.895 13.941 
 4633 1.931 5.584 7.233 10.091 12.813 13.910 
 4634 1.943 5.536 7.234 10.061 12.757 13.913 
 4635 1.960 5.456 7.227 10.061 12.739 13.912 
 4636 2.017 5.449 7.244 10.083 12.749 13.868 
 4637 2.051 5.400 7.273 10.077 12.727 13.880 
 4638 2.117 5.374 7.274 10.087 12.708 13.848 
 4639 2.207 5.383 7.250 10.081 12.670 13.816 
 4640 2.203 5.446 7.264 10.076 12.663 13.802 
 4641 2.226 5.434 7.241 10.100 12.635 13.823 
 4642 2.245 5.425 7.265 10.143 12.620 13.790 
 4643 2.186 5.393 7.331 10.253 12.566 13.833 
 4644 2.233 5.390 7.310 10.298 12.526 13.850 
 4645 2.276 5.358 7.310 10.338 12.502 13.841 
 4646 2.193 5.380 7.300 10.344 12.477 13.850 
 4647 2.174 5.430 7.304 10.325 12.480 13.760 
 4648 2.253 5.428 7.363 10.305 12.458 13.769 
 4649 2.265 5.453 7.356 10.327 12.412 13.782 
 4650 2.292 5.460 7.314 10.274 12.387 13.793 
 4651 2.335 5.492 7.302 10.275 12.365 13.804 
 4652 2.464 5.519 7.330 10.374 12.409 13.789 
 4653 2.546 5.447 7.369 10.437 12.427 13.776 
 4654 2.504 5.483 7.363 10.530 12.463 13.799 
 4655 2.545 5.509 7.439 10.521 12.451 13.763 
 4656 2.556 5.515 7.451 10.537 12.411 13.761 
 4657 2.461 5.526 7.449 10.507 12.473 13.770 
 4658 2.420 5.580 7.474 10.480 12.457 13.773 
 4659 2.301 5.620 7.494 10.457 12.467 13.719 
 4660 2.237 5.529 7.505 10.457 12.485 13.762 
 4661 2.234 5.467 7.458 10.478 12.479 13.799 
 4662 2.243 5.479 7.494 10.483 12.463 13.748 
 4663 2.167 5.460 7.530 10.457 12.410 13.790 
 4664 2.097 5.518 7.493 10.395 12.376 13.780 
 4665 2.030 5.510 7.491 10.363 12.365 13.773 
 4666 2.042 5.529 7.464 10.370 12.368 13.719 
 4667 2.107 5.435 7.383 10.384 12.387 13.630 
 4668 2.140 5.406 7.405 10.420 12.409 13.701 
 4669 2.062 5.426 7.395 10.432 12.422 13.725 
 4670 2.010 5.393 7.402 10.421 12.499 13.741 
 4671 2.023 5.386 7.410 10.426 12.490 13.792 
 4672 2.017 5.318 7.434 10.423 12.486 13.821 
 4673 1.932 5.293 7.440 10.352 12.455 13.812 
 4674 1.893 5.297 7.447 10.330 12.442 13.850 
 4675 1.892 5.249 7.450 10.267 12.461 13.789 
 4676 1.852 5.290 7.393 10.282 12.540 13.833 
 4677 1.828 5.291 7.386 10.266 12.597 13.850 
 4678 1.905 5.251 7.357 10.298 12.530 13.893 
 4679 1.885 5.226 7.339 10.315 12.551 13.905 
 4680 1.931 5.196 7.335 10.307 12.537 13.930 
 4681 1.944 5.226 7.321 10.310 12.550 13.905 
 4682 1.985 5.228 7.302 10.328 12.540 13.860 
 4683 1.990 5.203 7.292 10.321 12.528 13.857 
 4684 2.042 5.157 7.283 10.343 12.612 13.815 
 4685 2.110 5.154 7.305 10.373 12.631 13.787 
 4686 2.140 5.178 7.360 10.385 12.670 13.761 
 4687 2.099 5.177 7.379 10.349 12.652 13.784 
 4688 2.092 5.227 7.455 10.328 12.599 13.862 
 4689 2.069 5.240 7.404 10.256 12.513 13.872 
 4690 2.131 5.244 7.348 10.218 12.442 13.933 
 4691 2.180 5.251 7.348 10.217 12.425 13.881 
 4692 2.117 5.213 7.314 10.224 12.436 13.813 
 4693 2.091 5.235 7.300 10.222 12.433 13.810 
 4694 2.089 5.193 7.280 10.219 12.496 13.830 
 4695 2.072 5.223 7.264 10.240 12.519 13.850 
 4696 2.061 5.250 7.271 10.267 12.498 13.928 
 4697 2.072 5.219 7.290 10.274 12.460 13.923 
 4698 2.109 5.249 7.319 10.285 12.455 13.906 
 4699 2.151 5.334 7.334 10.250 12.445 13.815 
 4700 2.130 5.394 7.362 10.236 12.417 13.803 
 4701 2.138 5.408 7.352 10.235 12.450 13.799 
 4702 2.145 5.429 7.345 10.220 12.460 13.739 
 4703 2.141 5.493 7.386 10.201 12.475 13.750 
 4704 2.122 5.480 7.411 10.199 12.537 13.761 
 4705 2.064 5.520 7.370 10.186 12.519 13.776 
 4706 2.073 5.482 7.371 10.162 12.575 13.794 
 4707 2.140 5.480 7.316 10.175 12.597 13.858 
 4708 2.170 5.530 7.281 10.160 12.629 13.867 
 4709 2.178 5.545 7.250 10.166 12.631 13.876 
 4710 2.233 5.591 7.257 10.200 12.700 13.844 
 4711 2.228 5.548 7.291 10.212 12.750 13.776 
 4712 2.208 5.555 7.272 10.232 12.738 13.786 
 4713 2.267 5.533 7.301 10.261 12.776 13.830 
 4714 2.248 5.485 7.239 10.291 12.839 13.799 
 4715 2.291 5.495 7.252 10.357 12.784 13.732 
 4716 2.320 5.403 7.263 10.356 12.778 13.692 
 4717 2.418 5.371 7.290 10.323 12.768 13.629 
 4718 2.374 5.396 7.255 10.299 12.750 13.592 
 4719 2.380 5.425 7.261 10.276 12.720 13.589 
 4720 2.337 5.386 7.281 10.294 12.708 13.625 
 4721 2.417 5.387 7.243 10.301 12.727 13.632 
 4722 2.427 5.371 7.222 10.309 12.731 13.692 
 4723 2.360 5.439 7.237 10.310 12.717 13.758 
 4724 2.316 5.450 7.263 10.284 12.729 13.766 
 4725 2.374 5.422 7.232 10.247 12.651 13.742 
 4726 2.419 5.424 7.233 10.254 12.620 13.754 
 4727 2.334 5.456 7.211 10.299 12.594 13.782 
