year T_MMCP2.6 T_MMCP4.5 T_MMCP6.0 T_MMCP-break T_MMCP8.5 T_MMCP-feedback 
 7495 1.389 1.965 2.628 3.585 4.177 4.712 
 7496 1.396 2.008 2.598 3.522 4.176 4.686 
 7497 1.400 2.008 2.585 3.535 4.154 4.683 
 7498 1.344 2.055 2.552 3.573 4.147 4.694 
 7499 1.359 2.014 2.593 3.627 4.141 4.715 
 7500 1.343 1.991 2.613 3.622 4.128 4.687 
 7501 1.384 1.916 2.603 3.576 4.169 4.685 
 7502 1.409 1.926 2.591 3.536 4.184 4.666 
 7503 1.401 1.951 2.589 3.522 4.183 4.638 
 7504 1.356 1.946 2.597 3.518 4.122 4.658 
 7505 1.314 1.936 2.600 3.578 4.115 4.665 
 7506 1.278 1.878 2.630 3.616 4.151 4.705 
 7507 1.312 1.895 2.675 3.645 4.202 4.731 
 7508 1.299 1.914 2.655 3.629 4.216 4.729 
 7509 1.350 1.974 2.633 3.608 4.166 4.706 
 7510 1.376 1.989 2.575 3.630 4.147 4.646 
 7511 1.363 1.985 2.562 3.603 4.132 4.624 
 7512 1.347 1.977 2.577 3.558 4.120 4.627 
 7513 1.318 2.000 2.566 3.534 4.133 4.658 
 7514 1.381 2.002 2.569 3.512 4.215 4.664 
 7515 1.384 1.959 2.561 3.562 4.273 4.653 
 7516 1.395 1.950 2.549 3.542 4.252 4.671 
 7517 1.371 1.961 2.507 3.581 4.198 4.704 
 7518 1.378 1.996 2.475 3.597 4.177 4.730 
 7519 1.376 2.019 2.506 3.588 4.200 4.706 
 7520 1.373 2.035 2.597 3.557 4.192 4.701 
 7521 1.313 2.036 2.650 3.518 4.174 4.682 
 7522 1.302 2.018 2.649 3.582 4.157 4.668 
 7523 1.273 2.023 2.619 3.597 4.175 4.678 
 7524 1.288 2.011 2.547 3.614 4.193 4.645 
 7525 1.234 2.007 2.546 3.590 4.209 4.644 
 7526 1.280 1.985 2.515 3.600 4.211 4.618 
 7527 1.323 2.005 2.570 3.589 4.207 4.643 
 7528 1.399 1.986 2.566 3.561 4.195 4.651 
 7529 1.375 1.979 2.594 3.545 4.186 4.666 
 7530 1.368 1.942 2.606 3.550 4.175 4.656 
 7531 1.366 1.961 2.630 3.556 4.177 4.624 
 7532 1.394 1.931 2.637 3.556 4.182 4.590 
 7533 1.368 1.901 2.603 3.547 4.182 4.603 
 7534 1.326 1.920 2.609 3.537 4.160 4.638 
 7535 1.271 1.922 2.591 3.561 4.120 4.672 
 7536 1.267 1.966 2.576 3.590 4.134 4.675 
 7537 1.272 1.965 2.570 3.590 4.118 4.674 
 7538 1.274 1.976 2.579 3.614 4.151 4.641 
 7539 1.324 1.993 2.613 3.615 4.150 4.620 
 7540 1.343 1.924 2.601 3.630 4.166 4.607 
 7541 1.354 1.935 2.621 3.589 4.139 4.613 
 7542 1.331 1.877 2.626 3.601 4.128 4.632 
 7543 1.348 1.852 2.643 3.624 4.112 4.617 
 7544 1.369 1.837 2.583 3.621 4.122 4.600 
 7545 1.362 1.880 2.519 3.623 4.142 4.585 
 7546 1.331 1.968 2.516 3.591 4.178 4.598 
 7547 1.346 1.996 2.525 3.632 4.195 4.620 
 7548 1.366 1.961 2.581 3.600 4.186 4.647 
 7549 1.387 1.956 2.586 3.572 4.180 4.656 
 7550 1.349 1.929 2.618 3.499 4.163 4.686 
 7551 1.328 1.974 2.554 3.515 4.143 4.668 
 7552 1.350 1.909 2.571 3.579 4.157 4.692 
 7553 1.380 1.885 2.566 3.627 4.190 4.702 
 7554 1.323 1.887 2.613 3.641 4.203 4.734 
 7555 1.259 1.979 2.579 3.598 4.181 4.731 
 7556 1.235 2.031 2.564 3.615 4.160 4.685 
 7557 1.288 1.999 2.566 3.612 4.153 4.663 
 7558 1.293 1.962 2.544 3.626 4.146 4.622 
 7559 1.337 1.936 2.569 3.626 4.146 4.633 
 7560 1.377 1.960 2.573 3.643 4.126 4.641 
 7561 1.406 1.974 2.603 3.628 4.154 4.649 
 7562 1.390 1.971 2.646 3.605 4.146 4.647 
 7563 1.343 1.977 2.652 3.565 4.133 4.672 
 7564 1.328 1.964 2.646 3.586 4.108 4.681 
 7565 1.302 1.953 2.540 3.580 4.119 4.655 
 7566 1.350 1.929 2.489 3.616 4.160 4.610 
 7567 1.360 1.922 2.492 3.600 4.135 4.619 
 7568 1.392 1.956 2.571 3.597 4.096 4.626 
 7569 1.408 1.989 2.579 3.564 4.149 4.629 
 7570 1.443 1.969 2.591 3.599 4.220 4.625 
 7571 1.476 1.952 2.573 3.647 4.277 4.652 
 7572 1.467 1.938 2.588 3.678 4.249 4.660 
 7573 1.440 1.981 2.557 3.652 4.213 4.640 
 7574 1.362 2.008 2.593 3.592 4.189 4.628 
 7575 1.338 2.028 2.611 3.525 4.144 4.632 
 7576 1.354 2.028 2.642 3.548 4.172 4.683 
 7577 1.379 2.043 2.616 3.581 4.148 4.698 
 7578 1.281 1.990 2.622 3.644 4.201 4.707 
 7579 1.240 1.977 2.613 3.610 4.198 4.669 
 7580 1.213 1.965 2.534 3.571 4.247 4.674 
 7581 1.314 1.988 2.516 3.548 4.206 4.669 
 7582 1.335 2.010 2.534 3.557 4.165 4.690 
 7583 1.387 1.985 2.584 3.611 4.147 4.699 
 7584 1.366 1.995 2.566 3.611 4.148 4.704 
 7585 1.395 1.958 2.557 3.607 4.186 4.649 
 7586 1.397 1.932 2.555 3.568 4.175 4.633 
 7587 1.420 1.944 2.581 3.571 4.180 4.645 
 7588 1.417 1.948 2.572 3.573 4.191 4.732 
 7589 1.374 1.943 2.598 3.597 4.211 4.771 
 7590 1.348 1.866 2.602 3.619 4.249 4.735 
 7591 1.298 1.847 2.618 3.656 4.239 4.688 
 7592 1.384 1.840 2.589 3.680 4.221 4.629 
 7593 1.418 1.882 2.554 3.693 4.174 4.630 
 7594 1.479 1.928 2.495 3.682 4.175 4.640 
 7595 1.404 1.956 2.491 3.647 4.209 4.642 
 7596 1.380 1.963 2.545 3.597 4.239 4.662 
 7597 1.363 1.933 2.600 3.596 4.225 4.644 
 7598 1.385 1.963 2.617 3.640 4.200 4.620 
 7599 1.380 1.972 2.553 3.639 4.191 4.614 
 7600 1.359 2.031 2.515 3.608 4.190 4.658 
 7601 1.365 2.012 2.532 3.522 4.193 4.698 
 7602 1.373 2.042 2.570 3.512 4.177 4.658 
 7603 1.350 2.024 2.633 3.521 4.174 4.621 
 7604 1.335 2.047 2.613 3.592 4.179 4.610 
 7605 1.320 2.044 2.591 3.627 4.182 4.653 
 7606 1.340 2.017 2.521 3.633 4.162 4.627 
 7607 1.335 2.010 2.503 3.592 4.136 4.610 
 7608 1.406 1.977 2.536 3.567 4.096 4.598 
 7609 1.468 1.969 2.562 3.550 4.141 4.607 
 7610 1.421 1.935 2.568 3.583 4.147 4.635 
 7611 1.341 1.943 2.574 3.604 4.180 4.689 
 7612 1.272 1.971 2.604 3.621 4.155 4.712 
 7613 1.320 2.009 2.636 3.607 4.187 4.717 
 7614 1.372 2.048 2.632 3.596 4.208 4.682 
 7615 1.343 2.022 2.622 3.603 4.230 4.701 
 7616 1.329 2.023 2.628 3.612 4.241 4.677 
 7617 1.325 1.994 2.637 3.569 4.239 4.658 
 7618 1.383 1.993 2.612 3.514 4.193 4.665 
 7619 1.359 1.947 2.654 3.491 4.162 4.671 
 7620 1.331 1.943 2.690 3.505 4.151 4.707 
 7621 1.296 1.946 2.734 3.574 4.181 4.666 
 7622 1.354 1.989 2.726 3.618 4.194 4.652 
 7623 1.399 2.052 2.691 3.670 4.231 4.628 
 7624 1.433 2.081 2.678 3.673 4.240 4.625 
 7625 1.438 2.053 2.639 3.678 4.266 4.646 
 7626 1.385 2.037 2.641 3.657 4.223 4.615 
 7627 1.388 2.022 2.664 3.632 4.189 4.633 
 7628 1.331 2.025 2.672 3.601 4.171 4.645 
 7629 1.373 2.024 2.722 3.599 4.188 4.660 
 7630 1.374 1.994 2.677 3.633 4.199 4.649 
 7631 1.406 1.989 2.651 3.641 4.198 4.642 
 7632 1.371 1.928 2.563 3.648 4.184 4.635 
 7633 1.372 1.928 2.587 3.618 4.187 4.660 
 7634 1.359 1.923 2.619 3.605 4.194 4.682 
 7635 1.388 1.911 2.659 3.590 4.201 4.724 
 7636 1.393 1.971 2.625 3.582 4.205 4.707 
 7637 1.416 1.993 2.629 3.578 4.172 4.713 
 7638 1.385 2.104 2.640 3.585 4.189 4.688 
 7639 1.373 2.070 2.671 3.599 4.208 4.683 
 7640 1.327 2.065 2.624 3.582 4.219 4.631 
 7641 1.334 1.968 2.562 3.588 4.197 4.617 
 7642 1.305 1.943 2.487 3.541 4.189 4.650 
 7643 1.377 1.959 2.499 3.565 4.158 4.691 
 7644 1.396 1.946 2.552 3.605 4.126 4.702 
 7645 1.453 1.913 2.555 3.644 4.155 4.684 
 7646 1.466 1.890 2.547 3.643 4.216 4.680 
 7647 1.431 1.916 2.505 3.583 4.248 4.688 
 7648 1.378 1.997 2.536 3.572 4.211 4.705 
 7649 1.325 1.998 2.537 3.558 4.201 4.724 
 7650 1.363 2.009 2.557 3.599 4.217 4.732 
 7651 1.354 1.983 2.587 3.593 4.264 4.722 
 7652 1.353 1.958 2.614 3.595 4.230 4.672 
 7653 1.369 1.884 2.599 3.596 4.230 4.627 
 7654 1.397 1.855 2.575 3.640 4.185 4.620 
 7655 1.378 1.905 2.556 3.648 4.235 4.634 
 7656 1.269 1.945 2.554 3.616 4.215 4.642 
 7657 1.251 1.996 2.595 3.563 4.156 4.632 
 7658 1.249 1.997 2.649 3.591 4.076 4.604 
 7659 1.263 2.062 2.674 3.616 4.081 4.643 
 7660 1.253 2.043 2.674 3.663 4.168 4.652 
 7661 1.247 2.061 2.651 3.633 4.209 4.661 
 7662 1.305 2.046 2.655 3.610 4.224 4.661 
 7663 1.307 2.090 2.646 3.589 4.182 4.664 
 7664 1.299 2.076 2.640 3.570 4.170 4.711 
 7665 1.277 2.094 2.683 3.577 4.148 4.657 
 7666 1.309 2.002 2.653 3.582 4.165 4.648 
 7667 1.388 1.970 2.611 3.592 4.182 4.626 
 7668 1.383 1.892 2.528 3.567 4.183 4.674 
 7669 1.375 1.888 2.560 3.574 4.204 4.678 
 7670 1.316 1.902 2.593 3.540 4.180 4.666 
 7671 1.327 1.918 2.628 3.550 4.179 4.647 
 7672 1.282 1.934 2.621 3.529 4.142 4.664 
 7673 1.267 1.923 2.605 3.567 4.156 4.690 
 7674 1.288 1.930 2.609 3.581 4.174 4.707 
 7675 1.322 1.923 2.595 3.615 4.186 4.695 
 7676 1.380 1.961 2.592 3.633 4.201 4.721 
 7677 1.378 1.929 2.612 3.631 4.186 4.740 
 7678 1.376 1.956 2.610 3.633 4.157 4.766 
 7679 1.349 1.887 2.622 3.654 4.141 4.734 
 7680 1.350 1.936 2.586 3.662 4.127 4.708 
 7681 1.344 1.976 2.595 3.612 4.133 4.672 
 7682 1.324 2.013 2.584 3.579 4.150 4.659 
 7683 1.289 2.037 2.576 3.568 4.209 4.679 
 7684 1.258 2.044 2.550 3.614 4.226 4.664 
 7685 1.261 2.038 2.552 3.636 4.228 4.662 
 7686 1.292 1.968 2.599 3.630 4.204 4.675 
 7687 1.327 1.956 2.624 3.581 4.221 4.709 
 7688 1.312 1.946 2.631 3.524 4.214 4.716 
 7689 1.322 1.976 2.611 3.544 4.231 4.728 
 7690 1.321 1.972 2.562 3.602 4.235 4.732 
 7691 1.343 2.004 2.529 3.622 4.229 4.724 
 7692 1.309 1.954 2.536 3.570 4.207 4.679 
 7693 1.292 1.923 2.570 3.519 4.213 4.658 
 7694 1.277 1.893 2.580 3.555 4.221 4.673 
 7695 1.291 1.965 2.598 3.626 4.214 4.685 
 7696 1.317 1.958 2.589 3.632 4.204 4.675 
 7697 1.329 1.973 2.572 3.563 4.199 4.686 
 7698 1.276 1.943 2.499 3.528 4.174 4.666 
 7699 1.247 2.010 2.520 3.555 4.170 4.657 
 7700 1.248 2.044 2.551 3.597 4.180 4.630 
 7701 1.298 2.054 2.584 3.594 4.247 4.659 
 7702 1.326 2.047 2.587 3.582 4.271 4.667 
 7703 1.373 2.029 2.623 3.559 4.268 4.680 
 7704 1.425 1.996 2.616 3.570 4.215 4.625 
 7705 1.438 1.950 2.617 3.603 4.205 4.641 
 7706 1.410 1.962 2.565 3.657 4.178 4.648 
 7707 1.380 2.005 2.536 3.644 4.216 4.685 
 7708 1.326 2.007 2.525 3.629 4.212 4.703 
 7709 1.328 1.935 2.516 3.618 4.205 4.671 
 7710 1.286 1.892 2.526 3.673 4.197 4.652 
 7711 1.329 1.900 2.532 3.696 4.198 4.589 
 7712 1.295 1.916 2.581 3.715 4.248 4.601 
 7713 1.301 1.943 2.640 3.679 4.230 4.577 
 7714 1.344 1.954 2.684 3.637 4.189 4.614 
 7715 1.346 1.986 2.656 3.636 4.163 4.624 
 7716 1.376 2.035 2.635 3.619 4.139 4.671 
 7717 1.354 2.024 2.606 3.648 4.169 4.641 
 7718 1.404 2.010 2.592 3.597 4.186 4.628 
 7719 1.422 1.942 2.555 3.617 4.227 4.651 
 7720 1.412 1.935 2.556 3.576 4.228 4.701 
 7721 1.391 1.949 2.546 3.564 4.202 4.691 
 7722 1.410 1.997 2.555 3.545 4.199 4.667 
 7723 1.385 2.018 2.547 3.550 4.200 4.653 
 7724 1.411 2.020 2.533 3.577 4.177 4.645 
 7725 1.401 2.003 2.526 3.575 4.151 4.657 
 7726 1.433 1.979 2.454 3.551 4.135 4.649 
 7727 1.472 2.002 2.464 3.604 4.186 4.663 
 7728 1.469 2.067 2.516 3.608 4.210 4.637 
 7729 1.487 2.117 2.570 3.661 4.229 4.654 
 7730 1.439 2.102 2.615 3.637 4.206 4.659 
 7731 1.440 2.029 2.571 3.651 4.204 4.667 
 7732 1.415 2.001 2.578 3.598 4.178 4.668 
 7733 1.397 1.983 2.591 3.586 4.171 4.703 
 7734 1.390 1.988 2.591 3.592 4.151 4.686 
 7735 1.377 1.982 2.643 3.629 4.193 4.685 
 7736 1.389 1.974 2.616 3.609 4.186 4.681 
 7737 1.314 1.955 2.621 3.623 4.203 4.721 
 7738 1.272 1.928 2.561 3.591 4.194 4.683 
 7739 1.241 1.889 2.562 3.588 4.229 4.663 
 7740 1.296 1.880 2.560 3.561 4.221 4.633 
 7741 1.374 1.887 2.590 3.592 4.222 4.651 
 7742 1.385 1.966 2.579 3.583 4.216 4.645 
 7743 1.403 1.965 2.611 3.602 4.201 4.659 
 7744 1.386 1.949 2.593 3.601 4.193 4.684 
 7745 1.396 1.911 2.616 3.639 4.180 4.703 
 7746 1.338 1.924 2.607 3.639 4.179 4.675 
 7747 1.290 1.930 2.602 3.671 4.151 4.659 
 7748 1.236 1.943 2.560 3.646 4.162 4.651 
 7749 1.292 1.984 2.527 3.635 4.205 4.692 
 7750 1.379 2.033 2.493 3.573 4.228 4.684 
 7751 1.469 2.045 2.535 3.560 4.225 4.680 
 7752 1.453 1.975 2.560 3.597 4.197 4.632 
 7753 1.375 1.958 2.588 3.598 4.200 4.619 
 7754 1.264 1.914 2.539 3.584 4.206 4.614 
 7755 1.262 1.941 2.570 3.530 4.257 4.672 
 7756 1.314 1.909 2.619 3.554 4.248 4.715 
 7757 1.388 1.993 2.666 3.568 4.235 4.726 
 7758 1.396 2.060 2.605 3.604 4.187 4.690 
 7759 1.365 2.062 2.581 3.608 4.203 4.670 
 7760 1.344 1.988 2.558 3.600 4.206 4.655 
 7761 1.328 1.926 2.596 3.562 4.210 4.635 
 7762 1.324 1.989 2.593 3.537 4.171 4.587 
 7763 1.308 2.049 2.634 3.520 4.155 4.571 
 7764 1.336 2.092 2.601 3.533 4.156 4.640 
 7765 1.296 2.016 2.563 3.595 4.190 4.663 
 7766 1.301 1.953 2.551 3.641 4.195 4.696 
 7767 1.266 1.905 2.552 3.610 4.192 4.657 
 7768 1.354 1.931 2.571 3.525 4.205 4.696 
 7769 1.355 1.950 2.531 3.485 4.264 4.692 
 7770 1.386 1.918 2.534 3.487 4.267 4.733 
 7771 1.316 1.905 2.545 3.525 4.256 4.705 
 7772 1.325 1.885 2.586 3.515 4.173 4.710 
 7773 1.283 1.924 2.618 3.507 4.124 4.622 
 7774 1.307 1.927 2.628 3.519 4.115 4.602 
 7775 1.315 1.949 2.627 3.572 4.164 4.584 
 7776 1.329 1.961 2.608 3.613 4.213 4.615 
 7777 1.337 1.956 2.617 3.594 4.214 4.650 
 7778 1.393 1.978 2.591 3.572 4.189 4.673 
 7779 1.414 2.010 2.618 3.568 4.214 4.691 
 7780 1.420 1.995 2.569 3.582 4.222 4.632 
 7781 1.378 2.005 2.599 3.602 4.222 4.579 
 7782 1.379 1.985 2.571 3.595 4.210 4.563 
 7783 1.380 2.013 2.600 3.617 4.249 4.597 
 7784 1.397 2.007 2.568 3.615 4.258 4.637 
 7785 1.340 1.994 2.566 3.597 4.267 4.669 
 7786 1.297 2.021 2.544 3.588 4.254 4.701 
 7787 1.256 1.981 2.546 3.578 4.243 4.711 
 7788 1.298 2.003 2.527 3.590 4.242 4.717 
 7789 1.303 1.923 2.553 3.565 4.209 4.691 
 7790 1.274 1.900 2.581 3.621 4.227 4.653 
 7791 1.270 1.891 2.600 3.681 4.204 4.617 
 7792 1.297 1.978 2.601 3.704 4.215 4.606 
 7793 1.319 2.006 2.579 3.686 4.202 4.616 
 7794 1.341 2.006 2.591 3.633 4.223 4.606 
 7795 1.342 2.004 2.553 3.587 4.233 4.627 
 7796 1.356 1.993 2.552 3.559 4.266 4.624 
 7797 1.318 1.966 2.566 3.549 4.235 4.617 
 7798 1.334 1.930 2.610 3.540 4.191 4.606 
 7799 1.342 1.982 2.618 3.503 4.182 4.607 
 7800 1.374 2.016 2.589 3.542 4.173 4.652 
 7801 1.402 2.019 2.569 3.558 4.196 4.649 
 7802 1.448 1.943 2.528 3.609 4.195 4.649 
 7803 1.459 1.915 2.548 3.588 4.203 4.618 
 7804 1.407 1.955 2.547 3.601 4.204 4.642 
 7805 1.338 2.017 2.593 3.598 4.193 4.663 
 7806 1.310 2.017 2.575 3.603 4.225 4.705 
 7807 1.342 1.988 2.558 3.624 4.217 4.681 
 7808 1.353 1.938 2.550 3.598 4.223 4.687 
 7809 1.372 1.952 2.550 3.564 4.269 4.650 
 7810 1.336 1.915 2.592 3.527 4.289 4.647 
 7811 1.327 1.926 2.651 3.537 4.268 4.638 
 7812 1.305 1.916 2.727 3.559 4.192 4.638 
 7813 1.338 1.931 2.689 3.552 4.179 4.632 
 7814 1.377 2.005 2.625 3.567 4.231 4.597 
 7815 1.381 2.039 2.593 3.606 4.254 4.617 
 7816 1.362 2.057 2.625 3.659 4.266 4.640 
 7817 1.343 2.016 2.622 3.654 4.242 4.682 
 7818 1.307 1.996 2.613 3.617 4.212 4.690 
 7819 1.321 2.016 2.574 3.604 4.213 4.679 
 7820 1.345 2.020 2.570 3.609 4.220 4.676 
 7821 1.381 2.054 2.553 3.607 4.257 4.665 
 7822 1.393 2.047 2.555 3.609 4.282 4.695 
 7823 1.351 2.024 2.553 3.577 4.263 4.692 
 7824 1.347 1.968 2.533 3.588 4.267 4.710 
 7825 1.354 1.965 2.563 3.563 4.228 4.665 
 7826 1.417 1.973 2.602 3.605 4.249 4.654 
 7827 1.431 1.974 2.600 3.623 4.244 4.611 
 7828 1.399 1.926 2.547 3.640 4.249 4.623 
 7829 1.388 1.910 2.496 3.618 4.246 4.638 
 7830 1.375 1.933 2.533 3.606 4.288 4.674 
 7831 1.381 1.975 2.598 3.646 4.276 4.671 
 7832 1.366 2.008 2.579 3.679 4.242 4.684 
 7833 1.402 2.010 2.551 3.684 4.214 4.663 
 7834 1.434 2.004 2.523 3.697 4.252 4.668 
 7835 1.448 2.026 2.578 3.654 4.279 4.666 
 7836 1.435 2.026 2.593 3.641 4.290 4.680 
 7837 1.395 2.064 2.618 3.605 4.297 4.680 
 7838 1.355 2.025 2.635 3.621 4.279 4.677 
 7839 1.392 2.028 2.616 3.595 4.246 4.624 
 7840 1.401 2.014 2.579 3.621 4.228 4.623 
 7841 1.400 2.066 2.550 3.651 4.231 4.585 
 7842 1.324 2.064 2.528 3.677 4.235 4.681 
 7843 1.350 2.103 2.583 3.609 4.210 4.669 
 7844 1.383 2.074 2.580 3.587 4.213 4.699 
 7845 1.400 2.106 2.610 3.574 4.195 4.622 
 7846 1.386 2.073 2.610 3.618 4.217 4.649 
 7847 1.387 2.075 2.680 3.580 4.204 4.713 
 7848 1.396 2.055 2.660 3.565 4.213 4.767 
 7849 1.363 2.018 2.593 3.546 4.207 4.764 
 7850 1.345 1.997 2.529 3.532 4.194 4.693 
 7851 1.365 1.985 2.558 3.572 4.198 4.668 
 7852 1.353 2.010 2.565 3.556 4.270 4.665 
 7853 1.346 2.029 2.572 3.576 4.310 4.669 
 7854 1.291 2.009 2.571 3.537 4.296 4.665 
 7855 1.315 2.034 2.572 3.569 4.241 4.652 
 7856 1.326 2.021 2.570 3.600 4.232 4.622 
 7857 1.339 2.053 2.560 3.595 4.249 4.573 
 7858 1.375 2.012 2.606 3.580 4.279 4.558 
 7859 1.358 2.026 2.597 3.562 4.300 4.554 
 7860 1.409 1.994 2.573 3.586 4.309 4.608 
 7861 1.352 2.035 2.571 3.580 4.275 4.666 
 7862 1.359 2.026 2.573 3.557 4.266 4.682 
 7863 1.351 2.021 2.607 3.528 4.258 4.665 
 7864 1.396 2.007 2.593 3.543 4.240 4.642 
 7865 1.412 2.021 2.565 3.576 4.203 4.671 
 7866 1.422 2.042 2.546 3.639 4.189 4.680 
 7867 1.368 2.038 2.529 3.640 4.184 4.662 
 7868 1.370 2.015 2.527 3.619 4.223 4.627 
 7869 1.314 1.971 2.521 3.556 4.232 4.644 
 7870 1.359 1.953 2.502 3.505 4.242 4.681 
 7871 1.332 1.972 2.514 3.483 4.234 4.716 
 7872 1.412 2.050 2.492 3.517 4.241 4.670 
 7873 1.414 2.052 2.519 3.536 4.246 4.616 
 7874 1.437 2.059 2.528 3.536 4.210 4.614 
 7875 1.362 2.016 2.549 3.541 4.160 4.641 
 7876 1.342 1.997 2.552 3.542 4.180 4.651 
 7877 1.328 1.922 2.562 3.612 4.209 4.625 
 7878 1.351 1.921 2.575 3.657 4.241 4.605 
 7879 1.372 1.931 2.549 3.661 4.238 4.631 
 7880 1.393 1.920 2.551 3.631 4.234 4.680 
 7881 1.387 1.926 2.551 3.625 4.256 4.715 
 7882 1.333 1.913 2.570 3.658 4.223 4.686 
 7883 1.317 1.968 2.542 3.690 4.225 4.641 
 7884 1.323 1.933 2.530 3.667 4.223 4.617 
 7885 1.323 1.952 2.518 3.654 4.227 4.601 
 7886 1.283 1.955 2.568 3.610 4.186 4.646 
 7887 1.248 2.019 2.586 3.580 4.178 4.643 
 7888 1.263 2.006 2.612 3.532 4.165 4.672 
 7889 1.250 2.008 2.583 3.537 4.203 4.607 
 7890 1.265 2.000 2.588 3.593 4.215 4.585 
 7891 1.307 2.032 2.581 3.654 4.228 4.566 
 7892 1.371 2.040 2.556 3.663 4.241 4.601 
 7893 1.412 1.995 2.547 3.609 4.254 4.664 
 7894 1.431 1.977 2.552 3.586 4.303 4.712 
 7895 1.433 2.003 2.590 3.574 4.334 4.731 
 7896 1.399 2.058 2.602 3.609 4.357 4.725 
 7897 1.357 2.090 2.628 3.660 4.333 4.673 
 7898 1.330 2.024 2.625 3.679 4.286 4.655 
 7899 1.344 1.954 2.606 3.620 4.208 4.659 
 7900 1.338 1.910 2.560 3.560 4.186 4.704 
 7901 1.345 1.933 2.577 3.520 4.206 4.697 
 7902 1.369 1.966 2.563 3.565 4.234 4.691 
 7903 1.378 1.978 2.575 3.576 4.235 4.703 
 7904 1.407 1.989 2.553 3.580 4.218 4.680 
 7905 1.377 2.009 2.606 3.537 4.239 4.661 
 7906 1.419 2.033 2.603 3.526 4.260 4.600 
 7907 1.433 2.071 2.623 3.533 4.259 4.615 
 7908 1.473 2.029 2.602 3.574 4.270 4.629 
 7909 1.460 2.009 2.618 3.588 4.225 4.656 
 7910 1.473 1.972 2.609 3.613 4.225 4.640 
 7911 1.413 1.986 2.608 3.606 4.218 4.639 
 7912 1.364 1.977 2.597 3.604 4.256 4.642 
 7913 1.311 1.938 2.582 3.607 4.263 4.663 
 7914 1.343 1.946 2.561 3.570 4.301 4.681 
 7915 1.351 1.927 2.571 3.576 4.325 4.712 
 7916 1.374 1.897 2.597 3.589 4.352 4.743 
 7917 1.353 1.879 2.638 3.633 4.316 4.712 
 7918 1.368 1.886 2.622 3.645 4.289 4.701 
 7919 1.370 1.952 2.609 3.649 4.252 4.683 
 7920 1.370 1.959 2.545 3.623 4.238 4.665 
 7921 1.386 1.966 2.492 3.609 4.249 4.698 
 7922 1.372 1.977 2.463 3.593 4.261 4.657 
 7923 1.398 1.935 2.497 3.614 4.269 4.667 
 7924 1.411 1.950 2.547 3.657 4.241 4.607 
 7925 1.408 1.977 2.558 3.675 4.202 4.619 
 7926 1.404 2.039 2.515 3.672 4.157 4.571 
 7927 1.418 2.059 2.488 3.680 4.148 4.567 
 7928 1.447 2.047 2.496 3.668 4.179 4.612 
 7929 1.461 2.110 2.511 3.659 4.201 4.698 
 7930 1.468 2.119 2.525 3.606 4.196 4.708 
 7931 1.453 2.120 2.512 3.586 4.198 4.664 
 7932 1.403 2.004 2.552 3.562 4.193 4.605 
 7933 1.319 1.998 2.582 3.536 4.222 4.585 
 7934 1.306 2.020 2.612 3.525 4.242 4.565 
 7935 1.277 2.133 2.643 3.552 4.274 4.557 
 7936 1.304 2.159 2.673 3.576 4.265 4.582 
 7937 1.304 2.121 2.662 3.567 4.248 4.635 
 7938 1.387 2.087 2.654 3.564 4.259 4.673 
 7939 1.427 2.038 2.607 3.557 4.295 4.652 
 7940 1.448 2.018 2.577 3.546 4.304 4.633 
 7941 1.416 1.974 2.566 3.573 4.264 4.615 
 7942 1.369 1.986 2.611 3.589 4.249 4.627 
 7943 1.329 2.034 2.656 3.616 4.223 4.626 
 7944 1.355 2.020 2.624 3.595 4.236 4.605 
 7945 1.366 2.005 2.601 3.604 4.244 4.657 
 7946 1.376 1.942 2.604 3.622 4.263 4.651 
 7947 1.367 1.959 2.621 3.634 4.258 4.663 
 7948 1.360 1.937 2.613 3.628 4.216 4.613 
 7949 1.365 1.969 2.602 3.589 4.214 4.602 
 7950 1.357 1.992 2.569 3.564 4.219 4.589 
 7951 1.348 2.003 2.581 3.560 4.270 4.600 
 7952 1.308 1.989 2.559 3.545 4.274 4.622 
 7953 1.235 2.017 2.593 3.567 4.253 4.652 
 7954 1.213 2.005 2.578 3.560 4.214 4.634 
 7955 1.240 1.982 2.576 3.641 4.187 4.605 
 7956 1.257 1.927 2.559 3.636 4.186 4.609 
 7957 1.292 1.975 2.562 3.655 4.176 4.616 
 7958 1.309 2.042 2.564 3.621 4.223 4.625 
 7959 1.346 2.062 2.541 3.617 4.247 4.640 
 7960 1.312 2.048 2.503 3.615 4.251 4.669 
 7961 1.307 2.001 2.520 3.605 4.201 4.701 
 7962 1.336 1.997 2.531 3.597 4.202 4.702 
 7963 1.404 1.974 2.570 3.587 4.202 4.667 
 7964 1.404 1.956 2.552 3.563 4.223 4.647 
 7965 1.357 1.997 2.583 3.543 4.173 4.656 
 7966 1.323 2.044 2.564 3.526 4.202 4.680 
 7967 1.299 2.048 2.560 3.544 4.204 4.697 
 7968 1.286 2.013 2.546 3.558 4.255 4.690 
 7969 1.286 2.006 2.592 3.549 4.216 4.690 
 7970 1.310 1.985 2.626 3.544 4.171 4.680 
 7971 1.380 2.008 2.616 3.519 4.158 4.663 
 7972 1.426 1.983 2.580 3.523 4.152 4.657 
 7973 1.440 1.983 2.572 3.499 4.202 4.659 
 7974 1.392 1.927 2.604 3.548 4.206 4.674 
