year T_MMCP2.6 T_MMCP4.5 T_MMCP6.0 T_MMCP-break T_MMCP8.5 T_MMCP-feedback 
 4581 1.515 2.025 2.709 3.768 4.455 4.772 
 4582 1.529 2.010 2.699 3.795 4.460 4.802 
 4583 1.497 1.998 2.689 3.797 4.476 4.819 
 4584 1.521 2.035 2.711 3.740 4.481 4.795 
 4585 1.531 2.082 2.746 3.725 4.490 4.829 
 4586 1.544 2.125 2.767 3.707 4.491 4.826 
 4587 1.527 2.102 2.749 3.713 4.512 4.850 
 4588 1.560 2.111 2.759 3.682 4.469 4.863 
 4589 1.605 2.130 2.759 3.699 4.481 4.913 
 4590 1.629 2.140 2.748 3.690 4.479 4.927 
 4591 1.598 2.149 2.735 3.712 4.495 4.872 
 4592 1.561 2.103 2.722 3.710 4.444 4.794 
 4593 1.496 2.086 2.732 3.724 4.440 4.750 
 4594 1.459 2.069 2.737 3.724 4.472 4.777 
 4595 1.432 2.068 2.707 3.714 4.488 4.785 
 4596 1.490 2.106 2.693 3.718 4.494 4.826 
 4597 1.502 2.121 2.702 3.724 4.472 4.813 
 4598 1.520 2.131 2.781 3.723 4.525 4.858 
 4599 1.475 2.087 2.784 3.705 4.525 4.875 
 4600 1.481 2.071 2.771 3.694 4.529 4.906 
 4601 1.488 2.052 2.731 3.722 4.503 4.897 
 4602 1.514 2.064 2.742 3.726 4.455 4.899 
 4603 1.527 2.067 2.742 3.747 4.411 4.849 
 4604 1.526 2.064 2.736 3.749 4.411 4.810 
 4605 1.519 2.072 2.692 3.796 4.456 4.762 
 4606 1.504 2.078 2.657 3.833 4.522 4.810 
 4607 1.543 2.070 2.668 3.804 4.549 4.853 
 4608 1.583 2.060 2.757 3.773 4.495 4.844 
 4609 1.607 2.079 2.785 3.686 4.450 4.833 
 4610 1.568 2.082 2.757 3.706 4.399 4.820 
 4611 1.532 2.096 2.687 3.699 4.432 4.862 
 4612 1.504 2.067 2.687 3.725 4.444 4.881 
 4613 1.470 2.085 2.677 3.720 4.501 4.879 
 4614 1.467 2.066 2.652 3.722 4.519 4.879 
 4615 1.487 2.080 2.597 3.722 4.505 4.845 
 4616 1.529 2.073 2.614 3.704 4.454 4.841 
 4617 1.512 2.058 2.640 3.768 4.447 4.791 
 4618 1.508 2.000 2.652 3.776 4.474 4.787 
 4619 1.533 1.965 2.689 3.785 4.517 4.803 
 4620 1.545 2.000 2.706 3.763 4.546 4.849 
 4621 1.535 2.077 2.728 3.766 4.522 4.889 
 4622 1.502 2.134 2.708 3.775 4.506 4.938 
 4623 1.503 2.146 2.715 3.758 4.477 4.972 
 4624 1.478 2.084 2.717 3.758 4.487 4.966 
 4625 1.503 2.031 2.710 3.791 4.498 4.916 
 4626 1.492 2.011 2.726 3.795 4.504 4.867 
 4627 1.511 2.049 2.696 3.779 4.461 4.837 
 4628 1.471 2.071 2.723 3.740 4.463 4.845 
 4629 1.470 2.104 2.719 3.715 4.428 4.810 
 4630 1.493 2.122 2.774 3.716 4.503 4.787 
 4631 1.529 2.113 2.753 3.695 4.485 4.773 
 4632 1.575 2.057 2.735 3.683 4.498 4.841 
 4633 1.541 2.034 2.718 3.698 4.467 4.896 
 4634 1.538 2.108 2.747 3.698 4.463 4.888 
 4635 1.553 2.114 2.774 3.732 4.480 4.852 
 4636 1.573 2.107 2.796 3.754 4.493 4.834 
 4637 1.523 2.061 2.793 3.778 4.492 4.849 
 4638 1.447 2.063 2.780 3.769 4.500 4.885 
 4639 1.437 2.028 2.765 3.764 4.465 4.898 
 4640 1.403 1.997 2.733 3.746 4.449 4.923 
 4641 1.447 2.038 2.696 3.737 4.380 4.885 
 4642 1.458 2.064 2.690 3.748 4.376 4.896 
 4643 1.545 2.036 2.704 3.755 4.376 4.854 
 4644 1.546 1.968 2.729 3.741 4.420 4.864 
 4645 1.554 1.966 2.715 3.699 4.432 4.842 
 4646 1.572 1.974 2.677 3.690 4.453 4.825 
 4647 1.565 2.039 2.630 3.727 4.458 4.821 
 4648 1.596 2.066 2.623 3.727 4.501 4.806 
 4649 1.574 2.163 2.650 3.749 4.545 4.855 
 4650 1.586 2.173 2.678 3.751 4.554 4.841 
 4651 1.557 2.174 2.717 3.747 4.527 4.850 
 4652 1.549 2.068 2.738 3.751 4.454 4.793 
 4653 1.535 2.022 2.727 3.728 4.443 4.793 
 4654 1.513 1.987 2.731 3.740 4.433 4.820 
 4655 1.486 2.051 2.707 3.720 4.459 4.827 
 4656 1.498 2.044 2.758 3.735 4.478 4.810 
 4657 1.514 2.017 2.772 3.761 4.474 4.751 
 4658 1.551 1.980 2.758 3.804 4.425 4.759 
 4659 1.540 1.985 2.716 3.806 4.390 4.794 
 4660 1.510 2.054 2.702 3.783 4.407 4.834 
 4661 1.486 2.066 2.749 3.805 4.504 4.867 
 4662 1.473 2.058 2.812 3.794 4.563 4.853 
 4663 1.467 2.045 2.830 3.778 4.564 4.888 
 4664 1.442 2.055 2.795 3.719 4.525 4.872 
 4665 1.440 2.043 2.736 3.715 4.458 4.883 
 4666 1.428 2.026 2.699 3.749 4.419 4.839 
 4667 1.421 2.028 2.686 3.749 4.403 4.840 
 4668 1.384 2.034 2.686 3.770 4.429 4.834 
 4669 1.406 2.019 2.675 3.757 4.456 4.836 
 4670 1.438 1.991 2.667 3.767 4.489 4.840 
 4671 1.455 1.986 2.697 3.763 4.505 4.841 
 4672 1.455 1.983 2.712 3.780 4.501 4.864 
 4673 1.426 1.981 2.700 3.831 4.468 4.851 
 4674 1.443 2.029 2.675 3.810 4.445 4.845 
 4675 1.473 2.085 2.695 3.791 4.439 4.794 
 4676 1.463 2.072 2.674 3.719 4.423 4.779 
 4677 1.494 2.026 2.680 3.723 4.433 4.781 
 4678 1.464 2.015 2.654 3.723 4.485 4.788 
 4679 1.460 2.068 2.718 3.762 4.516 4.778 
 4680 1.374 2.127 2.714 3.768 4.518 4.772 
 4681 1.392 2.079 2.727 3.736 4.450 4.812 
 4682 1.400 2.042 2.717 3.737 4.428 4.858 
 4683 1.465 1.975 2.716 3.724 4.401 4.845 
 4684 1.442 1.977 2.691 3.758 4.439 4.831 
 4685 1.465 1.973 2.671 3.760 4.460 4.820 
 4686 1.493 2.036 2.677 3.771 4.486 4.832 
 4687 1.533 2.005 2.672 3.770 4.474 4.847 
 4688 1.550 2.024 2.707 3.752 4.489 4.844 
 4689 1.519 1.981 2.739 3.772 4.512 4.846 
 4690 1.500 2.077 2.769 3.773 4.535 4.811 
 4691 1.500 2.049 2.729 3.775 4.520 4.826 
 4692 1.482 2.065 2.697 3.747 4.487 4.809 
 4693 1.452 2.029 2.728 3.733 4.454 4.823 
 4694 1.428 2.103 2.769 3.710 4.478 4.800 
 4695 1.442 2.121 2.776 3.699 4.487 4.841 
 4696 1.460 2.120 2.748 3.690 4.512 4.853 
 4697 1.464 2.106 2.746 3.690 4.475 4.856 
 4698 1.458 2.088 2.729 3.691 4.491 4.872 
 4699 1.516 2.090 2.702 3.681 4.486 4.895 
 4700 1.568 2.064 2.724 3.693 4.491 4.899 
 4701 1.560 2.067 2.749 3.728 4.457 4.872 
 4702 1.472 2.052 2.793 3.765 4.443 4.865 
 4703 1.404 2.063 2.759 3.757 4.446 4.866 
 4704 1.410 2.043 2.710 3.744 4.459 4.881 
 4705 1.404 2.066 2.678 3.733 4.447 4.866 
 4706 1.415 2.039 2.719 3.767 4.422 4.846 
 4707 1.448 2.059 2.752 3.768 4.416 4.821 
 4708 1.510 2.067 2.750 3.762 4.415 4.769 
 4709 1.508 2.096 2.747 3.740 4.426 4.784 
 4710 1.496 2.058 2.743 3.755 4.419 4.767 
 4711 1.467 2.054 2.736 3.742 4.448 4.777 
 4712 1.491 2.068 2.722 3.712 4.480 4.796 
 4713 1.445 2.116 2.749 3.708 4.528 4.814 
 4714 1.421 2.121 2.768 3.743 4.535 4.847 
 4715 1.412 2.135 2.754 3.760 4.527 4.834 
 4716 1.435 2.132 2.724 3.731 4.491 4.853 
 4717 1.483 2.136 2.721 3.699 4.498 4.874 
 4718 1.517 2.092 2.721 3.739 4.493 4.872 
 4719 1.569 2.088 2.735 3.756 4.515 4.892 
 4720 1.571 2.021 2.701 3.747 4.503 4.877 
 4721 1.529 1.993 2.678 3.715 4.522 4.843 
 4722 1.493 1.929 2.657 3.706 4.526 4.798 
 4723 1.517 1.983 2.722 3.771 4.525 4.740 
 4724 1.552 2.003 2.756 3.817 4.501 4.757 
 4725 1.519 2.003 2.756 3.826 4.477 4.764 
 4726 1.472 1.962 2.707 3.788 4.482 4.839 
 4727 1.460 1.974 2.698 3.758 4.496 4.866 
 4728 1.484 2.062 2.733 3.774 4.494 4.870 
 4729 1.473 2.101 2.771 3.790 4.509 4.856 
 4730 1.434 2.113 2.812 3.815 4.524 4.807 
 4731 1.431 2.047 2.804 3.789 4.532 4.817 
 4732 1.442 2.095 2.735 3.766 4.470 4.803 
 4733 1.476 2.109 2.685 3.734 4.453 4.843 
 4734 1.505 2.127 2.649 3.767 4.435 4.815 
 4735 1.554 2.044 2.716 3.812 4.509 4.828 
 4736 1.551 2.046 2.712 3.815 4.522 4.842 
 4737 1.557 2.040 2.732 3.792 4.554 4.869 
 4738 1.545 2.033 2.710 3.775 4.570 4.864 
 4739 1.559 2.015 2.720 3.798 4.562 4.839 
 4740 1.564 2.045 2.729 3.820 4.555 4.827 
 4741 1.524 2.096 2.721 3.815 4.516 4.829 
 4742 1.498 2.096 2.728 3.809 4.463 4.814 
 4743 1.512 2.102 2.702 3.803 4.452 4.776 
 4744 1.540 2.048 2.667 3.783 4.440 4.743 
 4745 1.580 2.038 2.642 3.738 4.490 4.723 
 4746 1.548 1.966 2.625 3.719 4.476 4.763 
 4747 1.546 1.975 2.668 3.717 4.459 4.803 
 4748 1.497 1.999 2.691 3.745 4.419 4.849 
 4749 1.521 2.127 2.721 3.716 4.428 4.849 
 4750 1.518 2.129 2.751 3.727 4.443 4.873 
 4751 1.556 2.106 2.745 3.702 4.488 4.873 
 4752 1.524 2.023 2.751 3.716 4.502 4.859 
 4753 1.521 2.063 2.713 3.693 4.554 4.844 
 4754 1.520 2.047 2.743 3.736 4.520 4.856 
 4755 1.574 2.054 2.754 3.796 4.528 4.859 
 4756 1.599 2.043 2.728 3.821 4.484 4.821 
 4757 1.602 2.035 2.696 3.835 4.496 4.783 
 4758 1.520 2.013 2.660 3.824 4.478 4.773 
 4759 1.465 2.019 2.706 3.807 4.460 4.772 
 4760 1.452 2.043 2.697 3.781 4.438 4.807 
 4761 1.515 2.055 2.713 3.731 4.404 4.832 
 4762 1.570 2.052 2.737 3.723 4.402 4.835 
 4763 1.576 2.022 2.770 3.718 4.458 4.826 
 4764 1.602 2.059 2.800 3.703 4.515 4.849 
 4765 1.603 2.107 2.790 3.729 4.535 4.899 
 4766 1.611 2.127 2.749 3.724 4.482 4.945 
 4767 1.540 2.081 2.720 3.736 4.427 4.907 
 4768 1.499 2.005 2.732 3.695 4.403 4.864 
 4769 1.474 1.991 2.774 3.675 4.419 4.803 
 4770 1.509 2.029 2.774 3.688 4.448 4.803 
 4771 1.505 2.050 2.672 3.728 4.427 4.840 
 4772 1.507 2.058 2.635 3.783 4.423 4.866 
 4773 1.480 2.038 2.649 3.793 4.395 4.913 
 4774 1.475 2.017 2.744 3.792 4.419 4.885 
 4775 1.457 2.015 2.767 3.757 4.400 4.884 
 4776 1.457 2.033 2.744 3.726 4.381 4.890 
 4777 1.494 2.063 2.687 3.722 4.359 4.902 
 4778 1.554 2.059 2.693 3.735 4.383 4.889 
 4779 1.550 1.984 2.733 3.795 4.418 4.846 
 4780 1.518 1.930 2.763 3.836 4.432 4.811 
 4781 1.474 1.941 2.728 3.865 4.410 4.767 
 4782 1.502 1.994 2.664 3.853 4.423 4.760 
 4783 1.514 2.035 2.615 3.792 4.405 4.750 
 4784 1.520 2.058 2.616 3.731 4.463 4.815 
 4785 1.479 2.027 2.636 3.691 4.437 4.806 
 4786 1.455 2.003 2.657 3.739 4.506 4.858 
 4787 1.430 1.979 2.690 3.769 4.498 4.810 
 4788 1.421 1.992 2.713 3.712 4.519 4.824 
 4789 1.444 2.002 2.739 3.632 4.470 4.824 
 4790 1.524 1.975 2.703 3.645 4.440 4.862 
 4791 1.592 1.992 2.706 3.730 4.414 4.877 
 4792 1.612 2.012 2.696 3.808 4.453 4.880 
 4793 1.595 2.068 2.695 3.791 4.469 4.874 
 4794 1.542 2.088 2.670 3.779 4.530 4.885 
 4795 1.563 2.089 2.681 3.739 4.524 4.861 
 4796 1.542 2.072 2.702 3.703 4.506 4.866 
 4797 1.600 2.085 2.752 3.699 4.455 4.821 
 4798 1.560 2.052 2.754 3.705 4.408 4.835 
 4799 1.564 2.035 2.733 3.729 4.369 4.825 
 4800 1.514 1.993 2.727 3.716 4.383 4.861 
 4801 1.551 2.057 2.737 3.732 4.401 4.896 
 4802 1.544 2.086 2.779 3.776 4.442 4.922 
 4803 1.500 2.086 2.767 3.828 4.457 4.920 
 4804 1.460 2.046 2.748 3.823 4.479 4.871 
 4805 1.474 2.023 2.720 3.771 4.507 4.844 
 4806 1.521 2.034 2.731 3.758 4.524 4.867 
 4807 1.517 2.042 2.744 3.803 4.531 4.880 
 4808 1.501 2.037 2.747 3.813 4.498 4.913 
 4809 1.506 1.984 2.724 3.808 4.440 4.869 
 4810 1.502 1.938 2.742 3.751 4.406 4.859 
 4811 1.503 1.965 2.716 3.757 4.408 4.824 
 4812 1.468 2.004 2.653 3.758 4.430 4.804 
 4813 1.469 2.043 2.587 3.804 4.426 4.802 
 4814 1.464 2.011 2.605 3.829 4.439 4.800 
 4815 1.418 1.992 2.647 3.841 4.466 4.801 
 4816 1.426 1.973 2.643 3.833 4.497 4.834 
 4817 1.442 1.965 2.680 3.828 4.535 4.871 
 4818 1.542 2.018 2.695 3.832 4.497 4.928 
 4819 1.539 2.070 2.700 3.798 4.476 4.903 
 4820 1.531 2.099 2.691 3.804 4.429 4.891 
 4821 1.480 2.075 2.697 3.751 4.431 4.902 
 4822 1.481 2.026 2.759 3.738 4.434 4.899 
 4823 1.452 1.995 2.743 3.709 4.408 4.900 
 4824 1.509 1.985 2.756 3.723 4.413 4.881 
 4825 1.454 1.968 2.723 3.749 4.394 4.890 
 4826 1.448 1.987 2.711 3.762 4.400 4.866 
 4827 1.409 1.979 2.674 3.761 4.459 4.827 
 4828 1.451 2.018 2.648 3.760 4.474 4.805 
 4829 1.505 2.007 2.667 3.733 4.461 4.820 
 4830 1.499 2.008 2.689 3.735 4.419 4.847 
 4831 1.575 2.015 2.725 3.733 4.396 4.875 
 4832 1.569 2.047 2.745 3.776 4.440 4.877 
 4833 1.580 2.082 2.719 3.800 4.414 4.848 
 4834 1.465 2.064 2.664 3.818 4.461 4.815 
 4835 1.383 2.048 2.646 3.806 4.439 4.818 
 4836 1.359 2.053 2.694 3.748 4.448 4.854 
 4837 1.342 2.076 2.726 3.698 4.459 4.894 
 4838 1.398 2.086 2.724 3.700 4.472 4.892 
 4839 1.414 2.097 2.674 3.730 4.488 4.910 
 4840 1.486 2.076 2.716 3.741 4.469 4.913 
 4841 1.505 2.069 2.699 3.712 4.470 4.935 
 4842 1.505 2.062 2.709 3.702 4.470 4.930 
 4843 1.487 2.085 2.695 3.706 4.457 4.872 
 4844 1.471 2.106 2.677 3.720 4.492 4.862 
 4845 1.480 2.112 2.687 3.715 4.494 4.872 
 4846 1.508 2.092 2.671 3.716 4.479 4.897 
 4847 1.556 2.095 2.683 3.686 4.393 4.891 
 4848 1.539 2.081 2.675 3.654 4.363 4.838 
 4849 1.516 2.052 2.716 3.666 4.385 4.849 
 4850 1.455 2.057 2.779 3.680 4.422 4.812 
 4851 1.496 2.039 2.808 3.740 4.443 4.796 
 4852 1.534 2.067 2.796 3.713 4.432 4.767 
 4853 1.576 2.023 2.764 3.690 4.426 4.794 
 4854 1.569 2.033 2.786 3.662 4.426 4.806 
 4855 1.552 2.054 2.784 3.666 4.479 4.855 
 4856 1.537 2.072 2.819 3.697 4.496 4.853 
 4857 1.542 2.044 2.828 3.721 4.473 4.896 
 4858 1.564 2.036 2.843 3.726 4.396 4.873 
 4859 1.555 2.048 2.787 3.724 4.431 4.839 
 4860 1.501 2.042 2.762 3.739 4.451 4.816 
 4861 1.453 1.974 2.736 3.780 4.494 4.794 
 4862 1.432 1.924 2.747 3.751 4.499 4.865 
 4863 1.464 1.961 2.718 3.759 4.482 4.852 
 4864 1.508 2.009 2.716 3.745 4.442 4.879 
 4865 1.544 2.021 2.720 3.807 4.372 4.830 
 4866 1.528 2.025 2.725 3.768 4.347 4.850 
 4867 1.517 2.007 2.712 3.754 4.394 4.812 
 4868 1.529 2.018 2.718 3.722 4.466 4.846 
 4869 1.559 2.021 2.743 3.746 4.540 4.835 
 4870 1.544 2.047 2.768 3.748 4.569 4.864 
 4871 1.509 2.027 2.760 3.750 4.531 4.795 
 4872 1.521 1.943 2.766 3.716 4.490 4.775 
 4873 1.516 1.902 2.772 3.738 4.436 4.732 
 4874 1.541 1.928 2.742 3.767 4.420 4.738 
 4875 1.496 2.014 2.685 3.804 4.396 4.749 
 4876 1.444 2.053 2.688 3.741 4.409 4.793 
 4877 1.400 2.014 2.736 3.719 4.410 4.791 
 4878 1.446 1.971 2.762 3.706 4.414 4.797 
 4879 1.499 1.967 2.734 3.734 4.392 4.790 
 4880 1.507 1.981 2.673 3.727 4.428 4.817 
 4881 1.479 2.006 2.677 3.754 4.475 4.827 
 4882 1.502 2.003 2.665 3.775 4.514 4.828 
 4883 1.568 2.009 2.727 3.740 4.500 4.799 
 4884 1.601 2.000 2.741 3.738 4.490 4.806 
 4885 1.615 1.957 2.752 3.747 4.484 4.803 
 4886 1.553 1.981 2.721 3.730 4.461 4.829 
 4887 1.518 1.972 2.716 3.669 4.434 4.786 
 4888 1.451 2.026 2.731 3.635 4.419 4.781 
 4889 1.447 1.992 2.772 3.704 4.426 4.794 
 4890 1.464 1.971 2.743 3.749 4.463 4.815 
 4891 1.499 1.936 2.706 3.756 4.461 4.839 
 4892 1.512 1.986 2.642 3.759 4.416 4.861 
 4893 1.496 2.051 2.638 3.720 4.375 4.859 
 4894 1.487 2.128 2.662 3.729 4.374 4.857 
 4895 1.497 2.117 2.725 3.704 4.437 4.855 
 4896 1.512 2.093 2.752 3.730 4.488 4.855 
 4897 1.561 2.027 2.796 3.757 4.522 4.853 
 4898 1.571 1.999 2.769 3.781 4.490 4.853 
 4899 1.542 1.956 2.738 3.777 4.484 4.868 
 4900 1.513 1.912 2.671 3.771 4.494 4.881 
 4901 1.501 1.953 2.687 3.757 4.529 4.868 
 4902 1.476 1.969 2.668 3.754 4.512 4.855 
 4903 1.472 2.038 2.685 3.739 4.477 4.837 
 4904 1.470 1.997 2.669 3.717 4.487 4.829 
 4905 1.481 2.006 2.718 3.709 4.448 4.845 
 4906 1.494 2.003 2.713 3.709 4.446 4.884 
 4907 1.481 2.056 2.694 3.730 4.449 4.930 
 4908 1.533 2.128 2.690 3.739 4.479 4.932 
 4909 1.480 2.121 2.681 3.721 4.469 4.863 
 4910 1.473 2.070 2.665 3.704 4.459 4.782 
 4911 1.479 1.993 2.636 3.722 4.487 4.756 
 4912 1.528 1.994 2.619 3.761 4.466 4.789 
 4913 1.534 1.984 2.599 3.767 4.400 4.798 
 4914 1.493 1.995 2.586 3.727 4.348 4.816 
 4915 1.471 2.008 2.629 3.692 4.352 4.774 
 4916 1.498 2.019 2.652 3.666 4.410 4.798 
 4917 1.515 1.989 2.702 3.720 4.444 4.801 
 4918 1.538 1.949 2.705 3.742 4.477 4.830 
 4919 1.518 1.929 2.732 3.772 4.441 4.847 
 4920 1.530 1.944 2.719 3.731 4.461 4.831 
 4921 1.539 1.942 2.678 3.737 4.423 4.832 
 4922 1.539 1.938 2.679 3.750 4.399 4.819 
 4923 1.490 1.929 2.677 3.738 4.340 4.802 
 4924 1.480 1.911 2.736 3.709 4.381 4.824 
 4925 1.477 1.913 2.766 3.675 4.430 4.828 
 4926 1.521 1.924 2.752 3.703 4.462 4.853 
 4927 1.487 1.996 2.731 3.713 4.434 4.867 
 4928 1.450 2.019 2.710 3.732 4.440 4.897 
 4929 1.431 2.030 2.718 3.743 4.395 4.924 
 4930 1.421 2.020 2.714 3.752 4.402 4.856 
 4931 1.499 2.045 2.708 3.735 4.374 4.825 
 4932 1.503 2.054 2.717 3.729 4.435 4.829 
 4933 1.544 2.031 2.748 3.690 4.456 4.841 
 4934 1.485 2.015 2.787 3.671 4.491 4.831 
 4935 1.447 2.027 2.822 3.665 4.474 4.784 
 4936 1.438 2.036 2.801 3.682 4.451 4.754 
 4937 1.487 2.041 2.762 3.741 4.418 4.758 
 4938 1.487 2.015 2.724 3.730 4.438 4.772 
 4939 1.508 2.021 2.712 3.717 4.451 4.810 
 4940 1.470 2.022 2.682 3.686 4.484 4.806 
 4941 1.532 2.058 2.719 3.704 4.466 4.786 
 4942 1.493 2.057 2.779 3.702 4.434 4.779 
 4943 1.509 2.049 2.823 3.708 4.420 4.760 
 4944 1.494 2.045 2.826 3.743 4.427 4.810 
 4945 1.494 2.051 2.760 3.776 4.445 4.826 
 4946 1.487 2.058 2.749 3.809 4.464 4.838 
 4947 1.469 2.034 2.739 3.779 4.473 4.849 
 4948 1.476 2.025 2.767 3.758 4.470 4.853 
 4949 1.496 2.071 2.783 3.747 4.504 4.885 
 4950 1.506 2.074 2.803 3.756 4.484 4.877 
 4951 1.484 2.103 2.817 3.753 4.525 4.868 
 4952 1.456 2.052 2.790 3.697 4.458 4.855 
 4953 1.430 2.054 2.726 3.659 4.436 4.837 
 4954 1.482 2.035 2.646 3.656 4.414 4.868 
 4955 1.487 2.066 2.616 3.684 4.444 4.855 
 4956 1.498 2.074 2.664 3.728 4.464 4.835 
 4957 1.468 2.060 2.778 3.802 4.461 4.783 
 4958 1.491 2.066 2.815 3.829 4.447 4.783 
 4959 1.492 2.069 2.773 3.849 4.434 4.779 
 4960 1.495 2.103 2.695 3.797 4.424 4.810 
 4961 1.480 2.057 2.663 3.813 4.441 4.813 
 4962 1.530 2.022 2.660 3.792 4.467 4.810 
 4963 1.545 1.981 2.612 3.812 4.486 4.790 
 4964 1.502 2.007 2.613 3.793 4.468 4.823 
 4965 1.447 2.050 2.595 3.794 4.471 4.840 
 4966 1.378 2.043 2.636 3.736 4.474 4.846 
 4967 1.411 2.051 2.625 3.701 4.445 4.791 
 4968 1.473 2.047 2.663 3.671 4.441 4.791 
 4969 1.532 2.105 2.661 3.738 4.436 4.805 
 4970 1.523 2.097 2.681 3.743 4.467 4.825 
 4971 1.486 2.074 2.670 3.745 4.456 4.825 
 4972 1.502 2.044 2.703 3.701 4.464 4.813 
 4973 1.544 2.022 2.715 3.701 4.481 4.804 
 4974 1.572 1.981 2.712 3.713 4.509 4.785 
 4975 1.567 1.987 2.687 3.738 4.527 4.797 
 4976 1.568 2.005 2.681 3.738 4.518 4.795 
 4977 1.522 2.072 2.642 3.746 4.510 4.819 
 4978 1.482 2.092 2.623 3.765 4.512 4.825 
 4979 1.442 2.070 2.653 3.807 4.513 4.839 
 4980 1.448 2.046 2.691 3.804 4.514 4.849 
 4981 1.510 1.972 2.722 3.788 4.503 4.831 
 4982 1.518 1.960 2.686 3.753 4.475 4.827 
 4983 1.511 1.979 2.730 3.739 4.436 4.792 
 4984 1.522 2.027 2.698 3.735 4.432 4.802 
 4985 1.546 2.063 2.691 3.760 4.442 4.831 
 4986 1.561 2.036 2.625 3.827 4.453 4.867 
 4987 1.508 2.008 2.640 3.885 4.441 4.917 
 4988 1.510 2.012 2.658 3.884 4.436 4.895 
 4989 1.504 2.026 2.697 3.871 4.425 4.860 
 4990 1.533 2.025 2.715 3.829 4.416 4.805 
 4991 1.473 2.018 2.718 3.812 4.418 4.783 
 4992 1.463 2.007 2.734 3.744 4.411 4.777 
 4993 1.409 2.051 2.729 3.692 4.404 4.785 
 4994 1.431 2.035 2.704 3.665 4.405 4.774 
 4995 1.453 2.002 2.676 3.709 4.427 4.804 
 4996 1.508 1.952 2.710 3.729 4.470 4.840 
 4997 1.534 1.938 2.745 3.778 4.460 4.884 
 4998 1.566 2.006 2.758 3.792 4.420 4.895 
 4999 1.575 2.039 2.743 3.828 4.366 4.889 
 5000 1.616 2.082 2.745 3.790 4.432 4.856 
 5001 1.554 2.043 2.776 3.762 4.482 4.841 
 5002 1.491 2.044 2.772 3.722 4.457 4.826 
 5003 1.451 1.988 2.790 3.727 4.355 4.856 
 5004 1.458 1.952 2.751 3.689 4.333 4.841 
 5005 1.475 1.917 2.758 3.686 4.332 4.816 
 5006 1.465 1.960 2.757 3.739 4.432 4.763 
 5007 1.466 1.976 2.736 3.800 4.485 4.785 
 5008 1.489 1.983 2.704 3.794 4.581 4.806 
 5009 1.500 1.980 2.641 3.743 4.530 4.870 
 5010 1.493 2.029 2.622 3.699 4.481 4.837 
 5011 1.447 2.060 2.616 3.702 4.414 4.826 
 5012 1.433 2.043 2.642 3.680 4.418 4.815 
 5013 1.432 2.026 2.687 3.666 4.410 4.843 
 5014 1.453 2.003 2.738 3.666 4.443 4.818 
 5015 1.431 2.029 2.763 3.721 4.405 4.772 
 5016 1.421 2.069 2.777 3.741 4.426 4.769 
 5017 1.422 2.050 2.752 3.783 4.444 4.815 
 5018 1.412 2.011 2.717 3.770 4.494 4.853 
 5019 1.430 1.954 2.696 3.780 4.470 4.847 
 5020 1.475 1.958 2.696 3.739 4.452 4.807 
 5021 1.477 1.996 2.702 3.704 4.463 4.821 
 5022 1.460 2.043 2.685 3.683 4.479 4.847 
 5023 1.444 2.083 2.658 3.737 4.444 4.893 
 5024 1.473 2.052 2.701 3.775 4.453 4.859 
 5025 1.462 2.012 2.751 3.778 4.473 4.836 
 5026 1.442 2.012 2.753 3.701 4.515 4.821 
 5027 1.446 2.032 2.727 3.688 4.513 4.830 
 5028 1.477 2.015 2.703 3.651 4.499 4.852 
 5029 1.482 1.980 2.736 3.705 4.484 4.860 
 5030 1.476 1.951 2.709 3.719 4.452 4.866 
 5031 1.520 1.970 2.704 3.787 4.473 4.869 
 5032 1.502 1.971 2.710 3.762 4.490 4.837 
 5033 1.534 2.000 2.732 3.755 4.430 4.822 
 5034 1.493 2.005 2.738 3.733 4.394 4.812 
 5035 1.465 2.064 2.739 3.768 4.339 4.815 
 5036 1.453 2.096 2.731 3.806 4.377 4.838 
 5037 1.467 2.095 2.726 3.816 4.405 4.828 
 5038 1.539 2.035 2.695 3.796 4.414 4.841 
 5039 1.537 1.968 2.687 3.728 4.417 4.862 
 5040 1.571 1.997 2.658 3.707 4.387 4.883 
 5041 1.562 2.021 2.711 3.717 4.372 4.896 
 5042 1.531 2.056 2.708 3.723 4.409 4.840 
 5043 1.501 2.017 2.743 3.757 4.437 4.818 
 5044 1.508 1.956 2.690 3.774 4.462 4.830 
 5045 1.516 1.984 2.707 3.745 4.435 4.853 
 5046 1.461 2.006 2.680 3.719 4.433 4.875 
 5047 1.377 2.085 2.656 3.696 4.453 4.896 
 5048 1.345 2.045 2.629 3.719 4.472 4.906 
 5049 1.413 2.057 2.633 3.716 4.435 4.882 
 5050 1.483 2.090 2.658 3.722 4.429 4.862 
 5051 1.545 2.100 2.672 3.737 4.454 4.905 
 5052 1.484 2.085 2.655 3.791 4.476 4.945 
 5053 1.422 2.039 2.645 3.772 4.470 4.962 
 5054 1.369 2.057 2.641 3.733 4.466 4.942 
 5055 1.421 2.075 2.665 3.672 4.521 4.886 
 5056 1.500 2.032 2.652 3.659 4.520 4.812 
 5057 1.558 1.985 2.653 3.718 4.518 4.764 
 5058 1.534 1.945 2.654 3.712 4.493 4.770 
 5059 1.465 1.983 2.673 3.675 4.498 4.801 
 5060 1.481 1.973 2.646 3.644 4.484 4.793 
