year steric_MMCP2.6 steric_MMCP4.5 steric_MMCP6.0 steric_MMCP-break steric_MMCP8.5 steric_MMCP-feedback 
 9519 0.287 0.628 1.113 2.103 2.609 2.860 
 9520 0.286 0.627 1.113 2.104 2.609 2.859 
 9521 0.286 0.626 1.113 2.104 2.609 2.859 
 9522 0.286 0.626 1.114 2.104 2.610 2.860 
 9523 0.285 0.626 1.114 2.104 2.611 2.860 
 9524 0.285 0.627 1.114 2.104 2.612 2.861 
 9525 0.285 0.627 1.114 2.104 2.612 2.860 
 9526 0.285 0.627 1.114 2.104 2.612 2.860 
 9527 0.285 0.626 1.114 2.104 2.612 2.860 
 9528 0.285 0.626 1.114 2.104 2.612 2.860 
 9529 0.285 0.626 1.113 2.104 2.612 2.860 
 9530 0.284 0.626 1.113 2.103 2.612 2.860 
 9531 0.285 0.625 1.113 2.103 2.613 2.860 
 9532 0.284 0.625 1.114 2.103 2.613 2.860 
 9533 0.284 0.625 1.114 2.103 2.613 2.860 
 9534 0.284 0.626 1.114 2.103 2.614 2.859 
 9535 0.284 0.626 1.113 2.103 2.614 2.860 
 9536 0.285 0.626 1.113 2.103 2.615 2.860 
 9537 0.286 0.626 1.114 2.103 2.615 2.860 
 9538 0.285 0.626 1.114 2.103 2.615 2.861 
 9539 0.285 0.626 1.114 2.102 2.615 2.860 
 9540 0.285 0.626 1.114 2.102 2.615 2.861 
 9541 0.285 0.626 1.114 2.102 2.615 2.860 
 9542 0.285 0.626 1.114 2.101 2.615 2.860 
 9543 0.284 0.626 1.114 2.101 2.616 2.860 
 9544 0.284 0.625 1.113 2.101 2.616 2.859 
 9545 0.284 0.625 1.113 2.101 2.616 2.859 
 9546 0.285 0.625 1.113 2.102 2.615 2.859 
 9547 0.285 0.625 1.113 2.102 2.616 2.859 
 9548 0.286 0.625 1.113 2.102 2.616 2.859 
 9549 0.286 0.626 1.114 2.102 2.617 2.860 
 9550 0.286 0.626 1.114 2.103 2.617 2.860 
 9551 0.285 0.625 1.114 2.103 2.617 2.860 
 9552 0.286 0.625 1.115 2.103 2.617 2.860 
 9553 0.286 0.625 1.114 2.103 2.618 2.860 
 9554 0.286 0.625 1.114 2.104 2.618 2.860 
 9555 0.285 0.625 1.114 2.104 2.618 2.859 
 9556 0.284 0.624 1.114 2.104 2.617 2.859 
 9557 0.284 0.625 1.113 2.104 2.618 2.860 
 9558 0.285 0.625 1.113 2.104 2.617 2.859 
 9559 0.286 0.624 1.113 2.103 2.617 2.860 
 9560 0.287 0.624 1.113 2.104 2.617 2.860 
 9561 0.286 0.624 1.113 2.104 2.618 2.861 
 9562 0.286 0.625 1.113 2.104 2.618 2.861 
 9563 0.286 0.625 1.113 2.104 2.619 2.861 
 9564 0.286 0.625 1.114 2.104 2.618 2.861 
 9565 0.286 0.626 1.115 2.105 2.618 2.860 
 9566 0.285 0.626 1.116 2.105 2.619 2.861 
 9567 0.285 0.626 1.115 2.105 2.619 2.861 
 9568 0.285 0.626 1.115 2.104 2.619 2.862 
 9569 0.285 0.626 1.115 2.103 2.619 2.862 
 9570 0.285 0.625 1.115 2.103 2.618 2.862 
 9571 0.285 0.625 1.115 2.103 2.617 2.863 
 9572 0.285 0.625 1.115 2.103 2.617 2.863 
 9573 0.285 0.625 1.115 2.102 2.618 2.863 
 9574 0.285 0.625 1.115 2.103 2.618 2.863 
 9575 0.285 0.625 1.115 2.104 2.618 2.863 
 9576 0.286 0.625 1.115 2.104 2.618 2.863 
 9577 0.286 0.625 1.115 2.104 2.618 2.863 
 9578 0.286 0.625 1.115 2.103 2.617 2.863 
 9579 0.285 0.625 1.115 2.103 2.617 2.863 
 9580 0.285 0.625 1.115 2.103 2.617 2.862 
 9581 0.284 0.625 1.115 2.103 2.617 2.861 
 9582 0.285 0.625 1.115 2.103 2.618 2.862 
 9583 0.285 0.625 1.115 2.102 2.618 2.862 
 9584 0.285 0.625 1.116 2.102 2.618 2.861 
 9585 0.285 0.625 1.115 2.102 2.619 2.861 
 9586 0.285 0.625 1.114 2.102 2.619 2.860 
 9587 0.285 0.626 1.114 2.102 2.619 2.860 
 9588 0.285 0.626 1.114 2.103 2.619 2.860 
 9589 0.285 0.627 1.114 2.104 2.618 2.860 
 9590 0.285 0.627 1.115 2.104 2.619 2.861 
 9591 0.285 0.627 1.116 2.104 2.619 2.860 
 9592 0.284 0.627 1.116 2.103 2.619 2.860 
 9593 0.284 0.627 1.116 2.103 2.618 2.860 
 9594 0.283 0.626 1.116 2.102 2.619 2.859 
 9595 0.283 0.627 1.115 2.101 2.618 2.860 
 9596 0.283 0.627 1.114 2.101 2.618 2.861 
 9597 0.283 0.626 1.114 2.101 2.617 2.861 
 9598 0.283 0.627 1.114 2.101 2.617 2.862 
 9599 0.282 0.626 1.113 2.101 2.617 2.862 
 9600 0.282 0.628 1.114 2.101 2.617 2.862 
 9601 0.282 0.628 1.114 2.102 2.617 2.862 
 9602 0.282 0.629 1.114 2.102 2.617 2.862 
 9603 0.283 0.630 1.114 2.102 2.616 2.863 
 9604 0.283 0.630 1.114 2.102 2.615 2.863 
 9605 0.283 0.629 1.114 2.102 2.616 2.862 
 9606 0.284 0.629 1.113 2.101 2.616 2.862 
 9607 0.284 0.628 1.113 2.101 2.615 2.862 
 9608 0.284 0.628 1.113 2.100 2.615 2.862 
 9609 0.283 0.628 1.113 2.100 2.615 2.862 
 9610 0.284 0.628 1.113 2.100 2.615 2.862 
 9611 0.284 0.628 1.113 2.101 2.614 2.863 
 9612 0.284 0.629 1.113 2.102 2.614 2.863 
 9613 0.284 0.629 1.113 2.102 2.614 2.863 
 9614 0.284 0.629 1.114 2.102 2.614 2.864 
 9615 0.284 0.629 1.115 2.102 2.614 2.864 
 9616 0.284 0.628 1.115 2.102 2.615 2.863 
 9617 0.284 0.628 1.115 2.103 2.615 2.863 
 9618 0.283 0.628 1.115 2.103 2.615 2.863 
 9619 0.283 0.628 1.116 2.104 2.615 2.864 
 9620 0.283 0.628 1.115 2.104 2.615 2.863 
 9621 0.284 0.627 1.114 2.104 2.616 2.863 
 9622 0.283 0.628 1.114 2.104 2.616 2.863 
 9623 0.283 0.628 1.114 2.105 2.617 2.863 
 9624 0.283 0.627 1.115 2.105 2.617 2.863 
 9625 0.283 0.627 1.115 2.104 2.617 2.863 
 9626 0.283 0.628 1.115 2.104 2.617 2.863 
 9627 0.283 0.628 1.116 2.104 2.618 2.863 
 9628 0.284 0.628 1.116 2.104 2.617 2.863 
 9629 0.284 0.628 1.115 2.105 2.617 2.863 
 9630 0.283 0.628 1.115 2.104 2.616 2.863 
 9631 0.283 0.628 1.115 2.104 2.616 2.864 
 9632 0.283 0.627 1.116 2.104 2.615 2.864 
 9633 0.282 0.628 1.116 2.105 2.615 2.865 
 9634 0.282 0.627 1.116 2.105 2.615 2.864 
 9635 0.281 0.627 1.116 2.105 2.615 2.864 
 9636 0.281 0.627 1.115 2.105 2.615 2.863 
 9637 0.282 0.628 1.114 2.106 2.615 2.863 
 9638 0.282 0.628 1.114 2.107 2.615 2.862 
 9639 0.283 0.627 1.113 2.107 2.616 2.862 
 9640 0.283 0.627 1.114 2.107 2.615 2.863 
 9641 0.283 0.627 1.115 2.107 2.615 2.863 
 9642 0.283 0.627 1.115 2.107 2.615 2.863 
 9643 0.283 0.628 1.115 2.107 2.615 2.864 
 9644 0.283 0.628 1.115 2.107 2.616 2.863 
 9645 0.282 0.629 1.114 2.107 2.616 2.863 
 9646 0.282 0.627 1.113 2.107 2.615 2.863 
 9647 0.282 0.627 1.113 2.106 2.614 2.863 
 9648 0.281 0.628 1.113 2.106 2.615 2.863 
 9649 0.281 0.628 1.113 2.106 2.615 2.864 
 9650 0.281 0.628 1.113 2.107 2.615 2.864 
 9651 0.281 0.628 1.113 2.108 2.616 2.864 
 9652 0.281 0.628 1.113 2.108 2.617 2.864 
 9653 0.281 0.629 1.114 2.108 2.617 2.863 
 9654 0.281 0.628 1.114 2.108 2.617 2.863 
 9655 0.280 0.628 1.115 2.107 2.617 2.865 
 9656 0.280 0.627 1.116 2.107 2.616 2.865 
 9657 0.280 0.628 1.116 2.108 2.615 2.864 
 9658 0.280 0.627 1.116 2.108 2.615 2.864 
 9659 0.281 0.627 1.116 2.108 2.615 2.863 
 9660 0.281 0.628 1.116 2.107 2.614 2.863 
 9661 0.282 0.628 1.117 2.107 2.615 2.862 
 9662 0.281 0.628 1.117 2.108 2.615 2.862 
 9663 0.281 0.627 1.117 2.107 2.614 2.862 
 9664 0.282 0.627 1.117 2.108 2.614 2.862 
 9665 0.282 0.627 1.118 2.108 2.614 2.862 
 9666 0.282 0.629 1.117 2.108 2.614 2.862 
 9667 0.282 0.629 1.117 2.108 2.614 2.863 
 9668 0.283 0.629 1.117 2.108 2.614 2.864 
 9669 0.282 0.628 1.116 2.109 2.614 2.864 
 9670 0.281 0.629 1.117 2.109 2.614 2.863 
 9671 0.281 0.630 1.117 2.109 2.614 2.862 
 9672 0.281 0.630 1.118 2.109 2.614 2.862 
 9673 0.281 0.630 1.119 2.110 2.614 2.862 
 9674 0.281 0.630 1.119 2.110 2.614 2.862 
 9675 0.281 0.630 1.119 2.110 2.614 2.862 
 9676 0.280 0.629 1.119 2.110 2.614 2.862 
 9677 0.280 0.629 1.120 2.110 2.614 2.862 
 9678 0.280 0.629 1.119 2.110 2.614 2.862 
 9679 0.281 0.629 1.119 2.109 2.614 2.863 
 9680 0.281 0.629 1.119 2.110 2.614 2.864 
 9681 0.281 0.629 1.119 2.111 2.614 2.864 
 9682 0.280 0.629 1.119 2.111 2.614 2.864 
 9683 0.280 0.630 1.118 2.111 2.614 2.864 
 9684 0.280 0.629 1.118 2.112 2.615 2.864 
 9685 0.280 0.629 1.117 2.112 2.616 2.864 
 9686 0.280 0.629 1.116 2.111 2.616 2.864 
 9687 0.280 0.629 1.116 2.111 2.616 2.865 
 9688 0.281 0.629 1.116 2.110 2.616 2.865 
 9689 0.281 0.629 1.117 2.110 2.615 2.865 
 9690 0.282 0.629 1.119 2.109 2.615 2.865 
 9691 0.282 0.629 1.119 2.109 2.616 2.866 
 9692 0.282 0.629 1.119 2.110 2.616 2.865 
 9693 0.282 0.629 1.119 2.110 2.616 2.865 
 9694 0.282 0.629 1.119 2.109 2.615 2.865 
 9695 0.281 0.628 1.118 2.109 2.614 2.866 
 9696 0.281 0.628 1.118 2.110 2.615 2.866 
 9697 0.281 0.628 1.118 2.110 2.616 2.865 
 9698 0.282 0.628 1.117 2.111 2.617 2.866 
 9699 0.283 0.627 1.117 2.111 2.617 2.865 
 9700 0.282 0.628 1.117 2.111 2.617 2.864 
 9701 0.282 0.629 1.118 2.111 2.616 2.864 
 9702 0.283 0.629 1.119 2.111 2.616 2.865 
 9703 0.283 0.629 1.119 2.111 2.616 2.866 
 9704 0.282 0.629 1.119 2.112 2.615 2.866 
 9705 0.282 0.630 1.120 2.112 2.616 2.865 
 9706 0.283 0.631 1.119 2.113 2.615 2.865 
 9707 0.283 0.632 1.119 2.113 2.616 2.866 
 9708 0.283 0.631 1.119 2.114 2.616 2.866 
 9709 0.283 0.631 1.118 2.114 2.617 2.866 
 9710 0.283 0.631 1.118 2.113 2.616 2.865 
 9711 0.282 0.631 1.119 2.113 2.616 2.864 
 9712 0.282 0.630 1.119 2.113 2.616 2.864 
 9713 0.282 0.630 1.119 2.113 2.616 2.863 
 9714 0.282 0.630 1.119 2.114 2.616 2.863 
 9715 0.283 0.629 1.119 2.114 2.617 2.864 
 9716 0.283 0.629 1.119 2.114 2.617 2.864 
 9717 0.283 0.629 1.119 2.114 2.617 2.864 
 9718 0.284 0.629 1.119 2.114 2.618 2.865 
 9719 0.284 0.629 1.119 2.114 2.618 2.865 
 9720 0.284 0.629 1.118 2.114 2.618 2.864 
 9721 0.284 0.628 1.118 2.114 2.618 2.864 
 9722 0.284 0.628 1.118 2.114 2.618 2.864 
 9723 0.284 0.628 1.119 2.113 2.618 2.864 
 9724 0.284 0.628 1.119 2.114 2.618 2.864 
 9725 0.285 0.628 1.119 2.114 2.618 2.864 
 9726 0.285 0.628 1.119 2.114 2.618 2.864 
 9727 0.285 0.628 1.119 2.113 2.618 2.864 
 9728 0.285 0.629 1.119 2.113 2.618 2.864 
 9729 0.284 0.629 1.118 2.113 2.618 2.864 
 9730 0.284 0.629 1.119 2.113 2.617 2.864 
 9731 0.284 0.630 1.118 2.113 2.617 2.863 
 9732 0.285 0.631 1.119 2.113 2.617 2.863 
 9733 0.285 0.632 1.119 2.113 2.617 2.862 
 9734 0.286 0.631 1.119 2.114 2.616 2.863 
 9735 0.286 0.631 1.119 2.114 2.616 2.863 
 9736 0.286 0.630 1.118 2.114 2.617 2.863 
 9737 0.286 0.629 1.118 2.113 2.617 2.863 
 9738 0.286 0.628 1.118 2.113 2.617 2.863 
 9739 0.286 0.628 1.118 2.112 2.617 2.863 
 9740 0.286 0.628 1.118 2.112 2.617 2.863 
 9741 0.286 0.628 1.119 2.113 2.618 2.864 
 9742 0.286 0.628 1.119 2.113 2.618 2.864 
 9743 0.286 0.629 1.119 2.114 2.618 2.865 
 9744 0.286 0.630 1.119 2.114 2.618 2.864 
 9745 0.287 0.630 1.119 2.114 2.619 2.864 
 9746 0.287 0.631 1.120 2.114 2.619 2.864 
 9747 0.287 0.630 1.121 2.114 2.619 2.864 
 9748 0.286 0.629 1.121 2.112 2.619 2.864 
 9749 0.286 0.628 1.121 2.112 2.619 2.864 
 9750 0.286 0.628 1.120 2.112 2.620 2.865 
 9751 0.285 0.628 1.120 2.113 2.619 2.866 
 9752 0.286 0.629 1.120 2.112 2.620 2.865 
 9753 0.285 0.629 1.120 2.112 2.619 2.866 
 9754 0.285 0.628 1.119 2.112 2.620 2.866 
 9755 0.285 0.628 1.120 2.112 2.620 2.866 
 9756 0.285 0.627 1.121 2.112 2.620 2.866 
 9757 0.285 0.628 1.121 2.113 2.620 2.865 
 9758 0.286 0.627 1.121 2.113 2.621 2.865 
 9759 0.286 0.627 1.121 2.113 2.621 2.866 
 9760 0.286 0.626 1.121 2.112 2.620 2.867 
 9761 0.285 0.626 1.121 2.113 2.620 2.867 
 9762 0.285 0.627 1.121 2.113 2.620 2.868 
 9763 0.285 0.627 1.120 2.113 2.619 2.868 
 9764 0.285 0.628 1.120 2.113 2.619 2.867 
 9765 0.285 0.627 1.120 2.113 2.619 2.868 
 9766 0.285 0.627 1.121 2.113 2.620 2.868 
 9767 0.285 0.627 1.122 2.113 2.621 2.868 
 9768 0.285 0.627 1.123 2.114 2.622 2.869 
 9769 0.286 0.628 1.124 2.114 2.622 2.869 
 9770 0.286 0.628 1.124 2.115 2.621 2.870 
 9771 0.286 0.628 1.125 2.114 2.621 2.870 
 9772 0.287 0.628 1.125 2.115 2.621 2.870 
 9773 0.286 0.628 1.126 2.115 2.621 2.870 
 9774 0.286 0.629 1.126 2.115 2.620 2.869 
 9775 0.285 0.629 1.127 2.115 2.621 2.869 
 9776 0.286 0.628 1.126 2.115 2.621 2.869 
 9777 0.287 0.628 1.126 2.115 2.621 2.869 
 9778 0.286 0.628 1.126 2.115 2.621 2.870 
 9779 0.286 0.628 1.126 2.115 2.622 2.870 
 9780 0.286 0.628 1.126 2.115 2.623 2.871 
 9781 0.285 0.628 1.126 2.116 2.623 2.871 
 9782 0.285 0.628 1.125 2.117 2.623 2.870 
 9783 0.285 0.628 1.126 2.117 2.622 2.870 
 9784 0.286 0.628 1.127 2.117 2.622 2.869 
 9785 0.286 0.629 1.127 2.117 2.621 2.869 
 9786 0.286 0.630 1.127 2.116 2.621 2.868 
 9787 0.286 0.629 1.127 2.117 2.621 2.867 
 9788 0.286 0.628 1.126 2.116 2.621 2.867 
 9789 0.285 0.627 1.126 2.117 2.620 2.868 
 9790 0.286 0.628 1.126 2.117 2.621 2.867 
 9791 0.286 0.628 1.126 2.117 2.621 2.867 
 9792 0.285 0.629 1.125 2.117 2.621 2.867 
 9793 0.284 0.629 1.125 2.117 2.621 2.868 
 9794 0.285 0.629 1.125 2.117 2.622 2.867 
 9795 0.285 0.629 1.125 2.117 2.622 2.866 
 9796 0.284 0.629 1.125 2.117 2.622 2.867 
 9797 0.283 0.629 1.125 2.117 2.622 2.867 
 9798 0.284 0.629 1.125 2.117 2.623 2.868 
 9799 0.284 0.629 1.125 2.117 2.622 2.868 
 9800 0.284 0.629 1.125 2.117 2.622 2.868 
 9801 0.284 0.629 1.125 2.117 2.623 2.868 
 9802 0.284 0.628 1.125 2.117 2.623 2.869 
 9803 0.284 0.628 1.126 2.117 2.623 2.869 
 9804 0.284 0.628 1.126 2.118 2.624 2.869 
 9805 0.284 0.628 1.126 2.119 2.623 2.869 
 9806 0.284 0.629 1.125 2.118 2.624 2.869 
 9807 0.284 0.630 1.125 2.118 2.624 2.870 
 9808 0.284 0.630 1.126 2.119 2.625 2.870 
 9809 0.284 0.630 1.126 2.119 2.624 2.870 
 9810 0.284 0.630 1.126 2.119 2.623 2.870 
 9811 0.283 0.630 1.126 2.118 2.623 2.871 
 9812 0.284 0.631 1.127 2.118 2.623 2.870 
 9813 0.284 0.631 1.127 2.118 2.622 2.869 
 9814 0.284 0.630 1.127 2.119 2.622 2.869 
 9815 0.284 0.630 1.126 2.118 2.622 2.869 
 9816 0.284 0.630 1.127 2.118 2.621 2.868 
 9817 0.284 0.630 1.126 2.118 2.621 2.869 
 9818 0.285 0.629 1.126 2.117 2.622 2.868 
 9819 0.285 0.629 1.126 2.117 2.622 2.868 
 9820 0.285 0.629 1.126 2.117 2.621 2.868 
 9821 0.284 0.629 1.127 2.118 2.622 2.869 
 9822 0.284 0.629 1.127 2.118 2.622 2.868 
 9823 0.284 0.628 1.127 2.119 2.621 2.868 
 9824 0.284 0.628 1.128 2.119 2.621 2.868 
 9825 0.284 0.628 1.128 2.119 2.621 2.868 
 9826 0.285 0.626 1.127 2.120 2.621 2.868 
 9827 0.285 0.627 1.127 2.119 2.621 2.868 
 9828 0.285 0.627 1.127 2.119 2.620 2.869 
 9829 0.285 0.627 1.126 2.120 2.620 2.869 
 9830 0.284 0.627 1.127 2.120 2.621 2.868 
 9831 0.284 0.627 1.127 2.120 2.622 2.869 
 9832 0.284 0.626 1.127 2.120 2.623 2.869 
 9833 0.284 0.626 1.127 2.121 2.623 2.870 
 9834 0.284 0.627 1.128 2.121 2.624 2.870 
 9835 0.285 0.627 1.128 2.121 2.624 2.870 
 9836 0.285 0.627 1.129 2.121 2.624 2.870 
 9837 0.285 0.628 1.129 2.121 2.624 2.870 
 9838 0.284 0.627 1.130 2.120 2.624 2.870 
 9839 0.285 0.627 1.130 2.119 2.624 2.870 
 9840 0.284 0.626 1.130 2.119 2.624 2.870 
 9841 0.284 0.627 1.130 2.119 2.624 2.869 
 9842 0.284 0.626 1.130 2.118 2.624 2.869 
 9843 0.284 0.626 1.130 2.118 2.624 2.869 
 9844 0.284 0.627 1.129 2.118 2.624 2.870 
 9845 0.284 0.627 1.130 2.118 2.624 2.871 
 9846 0.284 0.627 1.129 2.118 2.624 2.871 
 9847 0.284 0.627 1.130 2.118 2.624 2.870 
 9848 0.285 0.627 1.131 2.119 2.623 2.870 
 9849 0.285 0.628 1.131 2.119 2.623 2.870 
 9850 0.285 0.629 1.131 2.120 2.623 2.871 
 9851 0.285 0.629 1.130 2.121 2.623 2.870 
 9852 0.286 0.629 1.131 2.121 2.623 2.870 
 9853 0.285 0.629 1.130 2.121 2.623 2.870 
 9854 0.284 0.629 1.130 2.121 2.622 2.871 
 9855 0.284 0.629 1.130 2.121 2.622 2.872 
 9856 0.284 0.629 1.130 2.121 2.622 2.872 
 9857 0.285 0.629 1.130 2.121 2.622 2.872 
 9858 0.285 0.629 1.130 2.121 2.623 2.872 
 9859 0.285 0.629 1.130 2.122 2.623 2.872 
 9860 0.285 0.629 1.130 2.121 2.624 2.872 
 9861 0.285 0.628 1.131 2.121 2.624 2.872 
 9862 0.284 0.629 1.130 2.121 2.624 2.871 
 9863 0.284 0.629 1.131 2.121 2.624 2.872 
 9864 0.284 0.630 1.131 2.122 2.624 2.872 
 9865 0.284 0.630 1.132 2.121 2.624 2.871 
 9866 0.283 0.629 1.132 2.121 2.624 2.871 
 9867 0.283 0.628 1.132 2.121 2.624 2.871 
 9868 0.282 0.628 1.132 2.121 2.624 2.870 
 9869 0.282 0.629 1.132 2.121 2.624 2.869 
 9870 0.282 0.628 1.132 2.121 2.624 2.869 
 9871 0.282 0.629 1.133 2.121 2.624 2.868 
 9872 0.282 0.629 1.133 2.122 2.625 2.868 
 9873 0.282 0.629 1.134 2.123 2.625 2.867 
 9874 0.282 0.629 1.134 2.124 2.625 2.867 
 9875 0.282 0.630 1.134 2.124 2.626 2.868 
 9876 0.282 0.630 1.134 2.124 2.626 2.868 
 9877 0.282 0.630 1.134 2.124 2.626 2.869 
 9878 0.281 0.630 1.133 2.124 2.626 2.869 
 9879 0.281 0.629 1.134 2.124 2.626 2.869 
 9880 0.281 0.630 1.133 2.124 2.626 2.869 
 9881 0.281 0.631 1.133 2.123 2.626 2.869 
 9882 0.281 0.631 1.133 2.123 2.626 2.869 
 9883 0.282 0.630 1.133 2.122 2.626 2.869 
 9884 0.282 0.630 1.133 2.122 2.626 2.869 
 9885 0.281 0.630 1.133 2.122 2.627 2.869 
 9886 0.281 0.630 1.134 2.123 2.628 2.869 
 9887 0.281 0.630 1.133 2.123 2.628 2.869 
 9888 0.282 0.631 1.132 2.123 2.628 2.869 
 9889 0.282 0.631 1.133 2.123 2.629 2.869 
 9890 0.282 0.632 1.134 2.123 2.630 2.869 
 9891 0.281 0.632 1.133 2.123 2.630 2.868 
 9892 0.281 0.632 1.133 2.122 2.630 2.869 
 9893 0.281 0.632 1.132 2.123 2.630 2.869 
 9894 0.281 0.631 1.132 2.123 2.630 2.869 
 9895 0.280 0.631 1.131 2.123 2.629 2.869 
 9896 0.281 0.631 1.131 2.124 2.628 2.870 
 9897 0.281 0.631 1.132 2.123 2.628 2.870 
 9898 0.281 0.631 1.132 2.124 2.628 2.870 
 9899 0.281 0.631 1.132 2.124 2.628 2.870 
 9900 0.281 0.631 1.132 2.124 2.629 2.869 
 9901 0.280 0.631 1.132 2.124 2.629 2.869 
 9902 0.280 0.631 1.132 2.125 2.630 2.868 
 9903 0.281 0.631 1.132 2.125 2.630 2.867 
 9904 0.280 0.630 1.131 2.124 2.630 2.866 
 9905 0.281 0.631 1.131 2.124 2.630 2.866 
 9906 0.281 0.631 1.131 2.124 2.630 2.866 
 9907 0.280 0.630 1.132 2.124 2.629 2.865 
 9908 0.279 0.630 1.131 2.124 2.629 2.865 
 9909 0.279 0.630 1.132 2.125 2.628 2.865 
 9910 0.279 0.631 1.132 2.125 2.627 2.865 
 9911 0.280 0.630 1.132 2.125 2.626 2.865 
 9912 0.280 0.629 1.131 2.125 2.626 2.865 
 9913 0.280 0.630 1.130 2.125 2.626 2.865 
 9914 0.281 0.631 1.130 2.125 2.626 2.865 
 9915 0.281 0.632 1.130 2.124 2.626 2.865 
 9916 0.282 0.632 1.130 2.124 2.626 2.865 
 9917 0.282 0.632 1.130 2.124 2.626 2.864 
 9918 0.282 0.631 1.130 2.123 2.626 2.863 
 9919 0.281 0.631 1.131 2.123 2.627 2.863 
 9920 0.281 0.631 1.132 2.122 2.627 2.862 
 9921 0.280 0.630 1.132 2.122 2.628 2.862 
 9922 0.281 0.629 1.132 2.123 2.627 2.862 
 9923 0.281 0.630 1.133 2.122 2.626 2.862 
 9924 0.282 0.630 1.133 2.122 2.627 2.863 
 9925 0.283 0.630 1.133 2.123 2.627 2.863 
 9926 0.283 0.629 1.133 2.124 2.627 2.864 
 9927 0.283 0.629 1.133 2.124 2.626 2.864 
 9928 0.283 0.628 1.133 2.124 2.626 2.865 
 9929 0.283 0.629 1.132 2.124 2.626 2.865 
 9930 0.282 0.630 1.133 2.124 2.626 2.865 
 9931 0.283 0.629 1.133 2.124 2.626 2.865 
 9932 0.283 0.629 1.132 2.124 2.627 2.865 
 9933 0.283 0.630 1.132 2.124 2.627 2.865 
 9934 0.284 0.630 1.132 2.124 2.628 2.866 
 9935 0.284 0.630 1.132 2.124 2.627 2.866 
 9936 0.284 0.630 1.133 2.124 2.627 2.866 
 9937 0.284 0.631 1.134 2.124 2.628 2.868 
 9938 0.284 0.632 1.134 2.124 2.628 2.868 
 9939 0.284 0.631 1.135 2.124 2.629 2.869 
 9940 0.283 0.631 1.135 2.124 2.629 2.870 
 9941 0.283 0.631 1.134 2.124 2.629 2.869 
 9942 0.283 0.631 1.134 2.124 2.629 2.868 
 9943 0.284 0.631 1.133 2.125 2.628 2.868 
 9944 0.284 0.631 1.132 2.124 2.628 2.868 
 9945 0.283 0.631 1.132 2.123 2.629 2.867 
 9946 0.283 0.631 1.132 2.123 2.629 2.867 
 9947 0.283 0.632 1.132 2.124 2.629 2.867 
 9948 0.283 0.631 1.133 2.124 2.629 2.869 
 9949 0.283 0.631 1.133 2.124 2.628 2.869 
 9950 0.283 0.631 1.133 2.124 2.629 2.869 
 9951 0.283 0.631 1.132 2.125 2.629 2.869 
 9952 0.283 0.631 1.132 2.125 2.629 2.869 
 9953 0.283 0.631 1.133 2.125 2.629 2.869 
 9954 0.283 0.632 1.134 2.125 2.629 2.869 
 9955 0.283 0.631 1.134 2.125 2.629 2.868 
 9956 0.283 0.632 1.134 2.125 2.629 2.868 
 9957 0.283 0.632 1.134 2.125 2.629 2.869 
 9958 0.283 0.632 1.134 2.125 2.628 2.869 
 9959 0.283 0.631 1.134 2.125 2.629 2.869 
 9960 0.283 0.631 1.134 2.126 2.629 2.869 
 9961 0.283 0.631 1.134 2.126 2.628 2.869 
 9962 0.283 0.632 1.134 2.124 2.628 2.869 
 9963 0.283 0.633 1.134 2.124 2.629 2.869 
 9964 0.283 0.632 1.134 2.124 2.630 2.869 
 9965 0.283 0.632 1.134 2.125 2.631 2.869 
 9966 0.283 0.632 1.135 2.125 2.631 2.869 
 9967 0.282 0.632 1.135 2.126 2.630 2.869 
 9968 0.282 0.633 1.134 2.125 2.630 2.869 
 9969 0.283 0.633 1.134 2.125 2.631 2.869 
 9970 0.283 0.632 1.135 2.125 2.631 2.869 
 9971 0.283 0.633 1.135 2.125 2.632 2.868 
 9972 0.283 0.633 1.134 2.124 2.631 2.868 
 9973 0.283 0.633 1.134 2.124 2.632 2.868 
 9974 0.282 0.633 1.134 2.124 2.632 2.868 
 9975 0.283 0.633 1.134 2.123 2.632 2.867 
 9976 0.284 0.632 1.135 2.124 2.632 2.866 
 9977 0.285 0.632 1.135 2.124 2.632 2.866 
 9978 0.285 0.632 1.135 2.124 2.632 2.866 
 9979 0.285 0.632 1.135 2.124 2.632 2.867 
 9980 0.286 0.631 1.134 2.124 2.632 2.867 
 9981 0.285 0.631 1.135 2.124 2.631 2.868 
 9982 0.285 0.632 1.134 2.126 2.632 2.869 
 9983 0.284 0.632 1.134 2.125 2.632 2.868 
 9984 0.284 0.631 1.133 2.126 2.631 2.868 
 9985 0.284 0.631 1.133 2.126 2.630 2.868 
 9986 0.284 0.632 1.134 2.127 2.629 2.869 
 9987 0.285 0.631 1.135 2.127 2.629 2.869 
 9988 0.285 0.632 1.135 2.126 2.629 2.869 
 9989 0.284 0.632 1.134 2.127 2.630 2.869 
 9990 0.285 0.632 1.135 2.127 2.630 2.870 
 9991 0.285 0.633 1.134 2.127 2.630 2.868 
 9992 0.284 0.633 1.134 2.127 2.631 2.869 
 9993 0.284 0.633 1.134 2.127 2.630 2.869 
 9994 0.284 0.634 1.134 2.127 2.630 2.869 
 9995 0.285 0.633 1.135 2.126 2.630 2.868 
 9996 0.285 0.633 1.135 2.126 2.630 2.867 
 9997 0.285 0.634 1.135 2.127 2.630 2.867 
 9998 0.285 0.634 1.134 2.127 2.630 2.867 
