year  AIS_MMCP2.6  AIS_MMCP4.5  AIS_MMCP6.0   AIS_MMCP-break  AIS_MMCP8.5 AIS_MMCP-feedback 
 2481 0.164 0.319 0.516 1.276 1.874 1.925 
 2482 0.164 0.320 0.517 1.280 1.881 1.932 
 2483 0.165 0.321 0.517 1.285 1.889 1.940 
 2484 0.165 0.321 0.518 1.289 1.894 1.948 
 2485 0.166 0.322 0.518 1.294 1.900 1.956 
 2486 0.167 0.323 0.519 1.299 1.906 1.964 
 2487 0.168 0.324 0.521 1.304 1.914 1.971 
 2488 0.168 0.324 0.523 1.308 1.922 1.979 
 2489 0.168 0.325 0.525 1.312 1.929 1.985 
 2490 0.168 0.326 0.526 1.316 1.938 1.993 
 2491 0.168 0.327 0.527 1.319 1.946 2.002 
 2492 0.168 0.328 0.528 1.323 1.953 2.011 
 2493 0.168 0.328 0.529 1.328 1.959 2.018 
 2494 0.169 0.328 0.529 1.334 1.965 2.025 
 2495 0.169 0.329 0.530 1.340 1.972 2.032 
 2496 0.169 0.329 0.530 1.345 1.979 2.040 
 2497 0.169 0.330 0.531 1.351 1.987 2.046 
 2498 0.169 0.331 0.531 1.356 1.995 2.052 
 2499 0.169 0.332 0.531 1.361 2.003 2.058 
 2500 0.170 0.333 0.532 1.366 2.010 2.064 
 2501 0.170 0.334 0.534 1.371 2.018 2.070 
 2502 0.170 0.335 0.536 1.376 2.025 2.076 
 2503 0.171 0.337 0.538 1.381 2.031 2.082 
 2504 0.172 0.338 0.539 1.387 2.038 2.089 
 2505 0.172 0.339 0.540 1.394 2.044 2.096 
 2506 0.172 0.339 0.540 1.401 2.052 2.104 
 2507 0.172 0.340 0.541 1.408 2.060 2.111 
 2508 0.172 0.341 0.542 1.415 2.067 2.119 
 2509 0.173 0.342 0.543 1.421 2.074 2.128 
 2510 0.173 0.342 0.545 1.427 2.083 2.137 
 2511 0.173 0.343 0.546 1.432 2.091 2.144 
 2512 0.174 0.344 0.547 1.437 2.099 2.151 
 2513 0.174 0.346 0.548 1.443 2.105 2.158 
 2514 0.174 0.347 0.549 1.448 2.111 2.164 
 2515 0.174 0.348 0.550 1.454 2.118 2.170 
 2516 0.175 0.348 0.550 1.460 2.126 2.176 
 2517 0.175 0.349 0.550 1.465 2.134 2.182 
 2518 0.176 0.350 0.550 1.470 2.142 2.190 
 2519 0.177 0.352 0.550 1.476 2.149 2.197 
 2520 0.177 0.353 0.551 1.482 2.157 2.204 
 2521 0.178 0.354 0.553 1.489 2.164 2.211 
 2522 0.178 0.355 0.554 1.495 2.172 2.218 
 2523 0.179 0.356 0.556 1.501 2.179 2.227 
 2524 0.179 0.356 0.557 1.506 2.186 2.234 
 2525 0.180 0.357 0.558 1.512 2.194 2.242 
 2526 0.180 0.358 0.560 1.518 2.202 2.249 
 2527 0.181 0.359 0.562 1.524 2.210 2.257 
 2528 0.181 0.361 0.563 1.530 2.219 2.265 
 2529 0.181 0.362 0.565 1.536 2.226 2.272 
 2530 0.182 0.364 0.566 1.542 2.233 2.280 
 2531 0.182 0.365 0.567 1.549 2.241 2.288 
 2532 0.182 0.366 0.568 1.556 2.249 2.296 
 2533 0.183 0.367 0.569 1.561 2.258 2.305 
 2534 0.184 0.367 0.570 1.567 2.266 2.313 
 2535 0.184 0.368 0.571 1.573 2.273 2.320 
 2536 0.184 0.369 0.572 1.579 2.280 2.327 
 2537 0.184 0.370 0.573 1.584 2.289 2.334 
 2538 0.184 0.370 0.574 1.589 2.297 2.342 
 2539 0.185 0.371 0.575 1.596 2.304 2.350 
 2540 0.186 0.372 0.576 1.603 2.311 2.357 
 2541 0.186 0.372 0.577 1.609 2.317 2.365 
 2542 0.187 0.372 0.578 1.616 2.325 2.373 
 2543 0.188 0.372 0.580 1.622 2.333 2.381 
 2544 0.188 0.373 0.582 1.629 2.342 2.389 
 2545 0.189 0.374 0.584 1.634 2.349 2.397 
 2546 0.190 0.375 0.585 1.639 2.356 2.405 
 2547 0.190 0.376 0.586 1.644 2.363 2.414 
 2548 0.191 0.376 0.588 1.650 2.372 2.421 
 2549 0.191 0.376 0.590 1.656 2.380 2.428 
 2550 0.191 0.377 0.592 1.662 2.388 2.437 
 2551 0.192 0.378 0.594 1.667 2.396 2.446 
 2552 0.192 0.378 0.594 1.673 2.404 2.456 
 2553 0.192 0.379 0.594 1.679 2.411 2.465 
 2554 0.192 0.380 0.595 1.685 2.418 2.475 
 2555 0.193 0.381 0.597 1.691 2.425 2.483 
 2556 0.193 0.382 0.599 1.697 2.433 2.491 
 2557 0.194 0.383 0.601 1.703 2.441 2.499 
 2558 0.194 0.385 0.603 1.709 2.448 2.509 
 2559 0.195 0.386 0.604 1.716 2.455 2.518 
 2560 0.195 0.387 0.606 1.722 2.462 2.528 
 2561 0.195 0.388 0.607 1.728 2.468 2.536 
 2562 0.195 0.388 0.608 1.733 2.475 2.544 
 2563 0.196 0.389 0.609 1.738 2.482 2.551 
 2564 0.196 0.390 0.610 1.743 2.489 2.559 
 2565 0.196 0.391 0.612 1.749 2.498 2.567 
 2566 0.196 0.392 0.613 1.755 2.506 2.574 
 2567 0.196 0.393 0.614 1.760 2.513 2.582 
 2568 0.196 0.395 0.615 1.765 2.520 2.590 
 2569 0.197 0.396 0.616 1.769 2.528 2.598 
 2570 0.198 0.397 0.617 1.774 2.536 2.606 
 2571 0.198 0.399 0.618 1.780 2.545 2.615 
 2572 0.199 0.400 0.619 1.786 2.554 2.624 
 2573 0.200 0.401 0.620 1.792 2.563 2.632 
 2574 0.200 0.401 0.621 1.799 2.572 2.640 
 2575 0.200 0.402 0.623 1.805 2.581 2.647 
 2576 0.201 0.403 0.624 1.811 2.589 2.653 
 2577 0.201 0.404 0.625 1.816 2.597 2.660 
 2578 0.201 0.405 0.626 1.822 2.603 2.666 
 2579 0.201 0.406 0.628 1.828 2.611 2.674 
 2580 0.201 0.407 0.629 1.835 2.620 2.681 
 2581 0.201 0.409 0.631 1.841 2.631 2.689 
 2582 0.202 0.410 0.633 1.848 2.641 2.697 
 2583 0.202 0.411 0.634 1.853 2.650 2.705 
 2584 0.202 0.412 0.634 1.859 2.657 2.712 
 2585 0.202 0.414 0.634 1.864 2.665 2.719 
 2586 0.202 0.415 0.635 1.870 2.674 2.727 
 2587 0.202 0.416 0.636 1.875 2.682 2.734 
 2588 0.203 0.416 0.637 1.881 2.691 2.742 
 2589 0.203 0.416 0.637 1.887 2.699 2.749 
 2590 0.203 0.417 0.637 1.894 2.707 2.755 
 2591 0.204 0.417 0.638 1.900 2.713 2.762 
 2592 0.204 0.418 0.639 1.906 2.720 2.770 
 2593 0.205 0.420 0.640 1.912 2.727 2.777 
 2594 0.206 0.421 0.641 1.918 2.734 2.785 
 2595 0.207 0.421 0.642 1.924 2.740 2.792 
 2596 0.208 0.422 0.644 1.930 2.746 2.800 
 2597 0.209 0.422 0.647 1.936 2.752 2.808 
 2598 0.210 0.424 0.649 1.943 2.759 2.815 
 2599 0.211 0.425 0.651 1.949 2.767 2.821 
 2600 0.211 0.426 0.651 1.955 2.775 2.827 
 2601 0.212 0.427 0.652 1.960 2.782 2.833 
 2602 0.213 0.428 0.654 1.966 2.789 2.839 
 2603 0.214 0.428 0.655 1.972 2.796 2.846 
 2604 0.215 0.428 0.656 1.979 2.803 2.853 
 2605 0.216 0.428 0.656 1.987 2.810 2.861 
 2606 0.216 0.429 0.657 1.993 2.817 2.869 
 2607 0.217 0.430 0.658 1.999 2.824 2.876 
 2608 0.217 0.431 0.660 2.004 2.831 2.884 
 2609 0.217 0.432 0.661 2.010 2.838 2.891 
 2610 0.218 0.433 0.662 2.016 2.844 2.898 
 2611 0.218 0.434 0.663 2.023 2.850 2.904 
 2612 0.218 0.434 0.664 2.030 2.856 2.911 
 2613 0.219 0.435 0.664 2.036 2.863 2.919 
 2614 0.219 0.436 0.664 2.042 2.872 2.928 
 2615 0.220 0.437 0.664 2.047 2.880 2.938 
 2616 0.220 0.437 0.665 2.052 2.888 2.947 
 2617 0.221 0.438 0.665 2.058 2.895 2.954 
 2618 0.222 0.438 0.666 2.063 2.902 2.960 
 2619 0.222 0.439 0.667 2.069 2.910 2.966 
 2620 0.223 0.440 0.668 2.074 2.918 2.973 
 2621 0.223 0.440 0.669 2.080 2.925 2.981 
 2622 0.224 0.441 0.670 2.086 2.932 2.990 
 2623 0.224 0.441 0.671 2.092 2.939 2.998 
 2624 0.224 0.441 0.672 2.098 2.946 3.006 
 2625 0.225 0.441 0.674 2.105 2.953 3.013 
 2626 0.226 0.442 0.675 2.112 2.960 3.019 
 2627 0.227 0.442 0.675 2.119 2.968 3.025 
 2628 0.228 0.442 0.676 2.126 2.976 3.031 
 2629 0.229 0.442 0.677 2.132 2.983 3.038 
 2630 0.229 0.443 0.678 2.138 2.989 3.046 
 2631 0.230 0.444 0.679 2.144 2.996 3.055 
 2632 0.231 0.445 0.680 2.149 3.004 3.064 
 2633 0.232 0.446 0.681 2.155 3.012 3.072 
 2634 0.233 0.446 0.682 2.161 3.020 3.080 
 2635 0.233 0.447 0.684 2.166 3.027 3.088 
 2636 0.234 0.448 0.684 2.173 3.033 3.096 
 2637 0.234 0.449 0.685 2.179 3.040 3.105 
 2638 0.235 0.450 0.685 2.185 3.047 3.113 
 2639 0.236 0.450 0.686 2.190 3.055 3.122 
 2640 0.236 0.451 0.687 2.196 3.063 3.131 
 2641 0.237 0.451 0.688 2.202 3.071 3.140 
 2642 0.238 0.452 0.688 2.207 3.079 3.148 
 2643 0.239 0.453 0.688 2.213 3.087 3.156 
 2644 0.239 0.454 0.689 2.218 3.094 3.163 
 2645 0.240 0.454 0.689 2.224 3.101 3.171 
 2646 0.241 0.454 0.690 2.231 3.108 3.179 
 2647 0.242 0.455 0.691 2.237 3.114 3.187 
 2648 0.243 0.455 0.692 2.243 3.121 3.195 
 2649 0.243 0.456 0.692 2.249 3.127 3.203 
 2650 0.243 0.457 0.693 2.254 3.133 3.210 
 2651 0.244 0.457 0.694 2.260 3.139 3.216 
 2652 0.244 0.458 0.695 2.266 3.145 3.223 
 2653 0.245 0.459 0.696 2.272 3.152 3.230 
 2654 0.245 0.461 0.697 2.278 3.160 3.237 
 2655 0.246 0.462 0.698 2.284 3.168 3.245 
 2656 0.246 0.463 0.700 2.290 3.174 3.253 
 2657 0.246 0.464 0.702 2.295 3.181 3.262 
 2658 0.247 0.464 0.703 2.301 3.187 3.269 
 2659 0.247 0.465 0.704 2.307 3.195 3.276 
 2660 0.248 0.467 0.705 2.313 3.202 3.282 
 2661 0.248 0.468 0.706 2.319 3.210 3.288 
 2662 0.248 0.469 0.706 2.323 3.218 3.295 
 2663 0.248 0.470 0.707 2.328 3.225 3.302 
 2664 0.248 0.471 0.708 2.333 3.232 3.310 
 2665 0.249 0.472 0.709 2.339 3.239 3.317 
 2666 0.249 0.472 0.709 2.345 3.245 3.323 
 2667 0.250 0.473 0.709 2.351 3.251 3.329 
 2668 0.250 0.474 0.709 2.357 3.257 3.335 
 2669 0.250 0.474 0.710 2.363 3.263 3.342 
 2670 0.250 0.475 0.711 2.367 3.269 3.349 
 2671 0.251 0.477 0.712 2.372 3.276 3.358 
 2672 0.251 0.478 0.713 2.378 3.283 3.367 
 2673 0.252 0.479 0.715 2.385 3.290 3.375 
 2674 0.252 0.480 0.715 2.391 3.297 3.382 
 2675 0.252 0.480 0.715 2.397 3.303 3.390 
 2676 0.252 0.480 0.716 2.403 3.309 3.398 
 2677 0.253 0.481 0.717 2.409 3.315 3.406 
 2678 0.253 0.481 0.719 2.415 3.323 3.412 
 2679 0.254 0.481 0.720 2.421 3.330 3.418 
 2680 0.254 0.481 0.722 2.425 3.336 3.424 
 2681 0.255 0.481 0.723 2.431 3.343 3.430 
 2682 0.255 0.481 0.724 2.437 3.350 3.436 
 2683 0.255 0.482 0.724 2.443 3.357 3.443 
 2684 0.255 0.483 0.725 2.449 3.363 3.450 
 2685 0.255 0.483 0.726 2.454 3.369 3.457 
 2686 0.256 0.484 0.727 2.460 3.375 3.463 
 2687 0.256 0.485 0.728 2.466 3.382 3.468 
 2688 0.257 0.485 0.729 2.471 3.389 3.473 
 2689 0.257 0.485 0.731 2.477 3.395 3.479 
 2690 0.258 0.486 0.733 2.482 3.401 3.485 
 2691 0.258 0.486 0.735 2.488 3.407 3.492 
 2692 0.259 0.486 0.736 2.493 3.412 3.498 
 2693 0.259 0.487 0.738 2.498 3.418 3.503 
 2694 0.260 0.488 0.739 2.503 3.423 3.509 
 2695 0.260 0.488 0.741 2.508 3.429 3.515 
 2696 0.261 0.488 0.742 2.513 3.435 3.521 
 2697 0.262 0.489 0.744 2.518 3.441 3.528 
 2698 0.262 0.490 0.746 2.524 3.447 3.535 
 2699 0.263 0.491 0.747 2.530 3.452 3.542 
 2700 0.264 0.492 0.748 2.537 3.458 3.548 
 2701 0.264 0.492 0.748 2.543 3.463 3.554 
 2702 0.265 0.493 0.749 2.549 3.469 3.559 
 2703 0.266 0.494 0.750 2.555 3.475 3.565 
 2704 0.266 0.495 0.752 2.561 3.480 3.572 
 2705 0.267 0.495 0.753 2.566 3.485 3.579 
 2706 0.268 0.496 0.754 2.572 3.491 3.587 
 2707 0.268 0.496 0.756 2.578 3.498 3.594 
 2708 0.269 0.497 0.757 2.585 3.506 3.601 
 2709 0.269 0.497 0.757 2.590 3.512 3.607 
 2710 0.269 0.498 0.758 2.596 3.518 3.612 
 2711 0.270 0.498 0.759 2.601 3.524 3.617 
 2712 0.270 0.499 0.760 2.606 3.529 3.622 
 2713 0.271 0.500 0.762 2.610 3.534 3.628 
 2714 0.271 0.500 0.764 2.615 3.538 3.634 
 2715 0.272 0.501 0.765 2.620 3.543 3.639 
 2716 0.272 0.501 0.767 2.626 3.549 3.645 
 2717 0.272 0.502 0.769 2.631 3.555 3.650 
 2718 0.272 0.502 0.772 2.635 3.563 3.656 
 2719 0.273 0.503 0.773 2.640 3.570 3.663 
 2720 0.273 0.504 0.775 2.646 3.575 3.669 
 2721 0.274 0.504 0.776 2.651 3.580 3.676 
 2722 0.275 0.505 0.776 2.657 3.585 3.682 
 2723 0.275 0.505 0.777 2.662 3.591 3.688 
 2724 0.275 0.505 0.779 2.667 3.597 3.695 
 2725 0.276 0.505 0.782 2.673 3.604 3.701 
 2726 0.276 0.505 0.783 2.679 3.611 3.707 
 2727 0.276 0.505 0.784 2.686 3.619 3.713 
 2728 0.276 0.506 0.785 2.692 3.627 3.719 
 2729 0.277 0.507 0.787 2.698 3.634 3.725 
 2730 0.277 0.508 0.788 2.702 3.641 3.731 
 2731 0.278 0.508 0.789 2.707 3.646 3.737 
 2732 0.278 0.509 0.790 2.713 3.652 3.744 
 2733 0.279 0.509 0.791 2.719 3.658 3.750 
 2734 0.279 0.509 0.791 2.725 3.664 3.756 
 2735 0.280 0.510 0.792 2.731 3.669 3.762 
 2736 0.280 0.511 0.793 2.737 3.674 3.768 
 2737 0.281 0.512 0.794 2.743 3.679 3.775 
 2738 0.281 0.513 0.795 2.747 3.684 3.782 
 2739 0.281 0.514 0.797 2.751 3.688 3.789 
 2740 0.282 0.514 0.799 2.755 3.694 3.796 
 2741 0.282 0.515 0.801 2.759 3.701 3.804 
 2742 0.283 0.515 0.803 2.763 3.709 3.811 
 2743 0.283 0.516 0.804 2.767 3.714 3.818 
 2744 0.283 0.517 0.806 2.772 3.719 3.826 
 2745 0.283 0.517 0.808 2.777 3.725 3.833 
 2746 0.283 0.518 0.810 2.783 3.731 3.839 
 2747 0.283 0.519 0.812 2.787 3.737 3.845 
 2748 0.283 0.519 0.813 2.792 3.745 3.852 
 2749 0.283 0.520 0.815 2.796 3.752 3.859 
 2750 0.283 0.520 0.817 2.800 3.759 3.866 
 2751 0.284 0.520 0.819 2.803 3.764 3.873 
 2752 0.284 0.520 0.820 2.808 3.770 3.879 
 2753 0.284 0.520 0.821 2.814 3.776 3.886 
 2754 0.285 0.520 0.823 2.820 3.782 3.891 
 2755 0.285 0.520 0.824 2.826 3.789 3.897 
 2756 0.285 0.520 0.826 2.832 3.797 3.904 
 2757 0.285 0.520 0.827 2.836 3.804 3.910 
 2758 0.286 0.520 0.828 2.840 3.810 3.917 
 2759 0.286 0.520 0.830 2.843 3.816 3.923 
 2760 0.287 0.520 0.832 2.847 3.822 3.931 
 2761 0.287 0.520 0.834 2.851 3.827 3.937 
 2762 0.287 0.521 0.835 2.854 3.833 3.945 
 2763 0.287 0.522 0.836 2.858 3.839 3.952 
 2764 0.287 0.523 0.837 2.862 3.845 3.959 
 2765 0.288 0.523 0.838 2.865 3.851 3.967 
 2766 0.288 0.524 0.839 2.869 3.857 3.974 
 2767 0.288 0.524 0.840 2.873 3.863 3.981 
 2768 0.288 0.525 0.841 2.879 3.868 3.987 
 2769 0.289 0.525 0.843 2.883 3.873 3.993 
 2770 0.289 0.526 0.844 2.887 3.879 3.998 
 2771 0.289 0.526 0.846 2.890 3.886 4.003 
 2772 0.289 0.527 0.848 2.894 3.894 4.009 
 2773 0.289 0.527 0.850 2.898 3.901 4.015 
 2774 0.290 0.527 0.852 2.902 3.906 4.021 
 2775 0.290 0.528 0.853 2.907 3.913 4.028 
 2776 0.290 0.529 0.854 2.911 3.918 4.035 
 2777 0.291 0.530 0.856 2.915 3.924 4.041 
 2778 0.291 0.531 0.858 2.917 3.929 4.046 
 2779 0.291 0.531 0.860 2.920 3.935 4.051 
 2780 0.292 0.531 0.862 2.923 3.941 4.057 
 2781 0.292 0.531 0.864 2.925 3.947 4.062 
 2782 0.293 0.531 0.864 2.927 3.954 4.067 
 2783 0.293 0.531 0.865 2.930 3.960 4.071 
 2784 0.293 0.531 0.867 2.934 3.965 4.075 
 2785 0.293 0.531 0.870 2.937 3.970 4.080 
 2786 0.293 0.532 0.872 2.941 3.975 4.086 
 2787 0.294 0.532 0.873 2.944 3.981 4.092 
 2788 0.294 0.532 0.874 2.948 3.987 4.098 
 2789 0.295 0.532 0.875 2.952 3.994 4.106 
 2790 0.295 0.532 0.876 2.956 4.000 4.114 
 2791 0.296 0.532 0.877 2.959 4.006 4.121 
 2792 0.296 0.532 0.879 2.961 4.013 4.127 
 2793 0.296 0.533 0.880 2.964 4.019 4.133 
 2794 0.297 0.533 0.881 2.968 4.025 4.140 
 2795 0.297 0.534 0.882 2.972 4.031 4.147 
 2796 0.298 0.534 0.884 2.976 4.038 4.154 
 2797 0.298 0.535 0.885 2.980 4.045 4.161 
 2798 0.298 0.535 0.886 2.984 4.052 4.167 
 2799 0.298 0.535 0.887 2.987 4.059 4.173 
 2800 0.299 0.535 0.889 2.990 4.066 4.180 
 2801 0.299 0.535 0.890 2.993 4.072 4.187 
 2802 0.299 0.535 0.892 2.997 4.078 4.194 
 2803 0.300 0.536 0.893 3.001 4.084 4.201 
 2804 0.300 0.536 0.894 3.005 4.090 4.210 
 2805 0.301 0.537 0.894 3.009 4.096 4.219 
 2806 0.302 0.537 0.895 3.012 4.101 4.228 
 2807 0.302 0.538 0.897 3.016 4.106 4.236 
 2808 0.303 0.538 0.898 3.019 4.111 4.243 
 2809 0.303 0.539 0.900 3.022 4.117 4.250 
 2810 0.304 0.539 0.902 3.025 4.124 4.257 
 2811 0.304 0.540 0.903 3.028 4.130 4.263 
 2812 0.305 0.539 0.904 3.031 4.136 4.269 
 2813 0.306 0.539 0.905 3.033 4.141 4.275 
 2814 0.306 0.540 0.906 3.036 4.147 4.281 
 2815 0.307 0.540 0.907 3.039 4.153 4.287 
 2816 0.307 0.541 0.908 3.042 4.159 4.292 
 2817 0.308 0.541 0.909 3.046 4.165 4.299 
 2818 0.309 0.541 0.910 3.050 4.172 4.304 
 2819 0.309 0.541 0.911 3.053 4.179 4.311 
 2820 0.310 0.542 0.912 3.056 4.185 4.317 
 2821 0.310 0.542 0.913 3.059 4.192 4.324 
 2822 0.310 0.541 0.914 3.063 4.198 4.329 
 2823 0.311 0.541 0.915 3.066 4.205 4.335 
 2824 0.311 0.542 0.916 3.070 4.212 4.340 
 2825 0.312 0.542 0.917 3.074 4.218 4.345 
 2826 0.312 0.542 0.919 3.077 4.223 4.350 
 2827 0.312 0.542 0.920 3.081 4.228 4.355 
 2828 0.313 0.542 0.921 3.086 4.233 4.360 
 2829 0.313 0.542 0.923 3.090 4.240 4.367 
 2830 0.314 0.542 0.924 3.093 4.248 4.374 
 2831 0.315 0.542 0.926 3.096 4.255 4.381 
 2832 0.315 0.542 0.928 3.099 4.262 4.389 
 2833 0.316 0.542 0.930 3.103 4.269 4.396 
 2834 0.316 0.542 0.932 3.107 4.274 4.403 
 2835 0.316 0.542 0.933 3.110 4.278 4.409 
 2836 0.316 0.542 0.935 3.113 4.282 4.415 
 2837 0.316 0.542 0.936 3.117 4.288 4.421 
 2838 0.317 0.543 0.937 3.121 4.295 4.427 
 2839 0.318 0.543 0.939 3.126 4.302 4.433 
 2840 0.318 0.543 0.940 3.131 4.309 4.440 
 2841 0.318 0.543 0.942 3.135 4.313 4.447 
 2842 0.319 0.543 0.943 3.140 4.318 4.454 
 2843 0.319 0.544 0.944 3.144 4.323 4.460 
 2844 0.320 0.545 0.946 3.148 4.329 4.466 
 2845 0.320 0.546 0.949 3.153 4.336 4.472 
 2846 0.320 0.546 0.951 3.158 4.344 4.479 
 2847 0.321 0.546 0.952 3.162 4.352 4.487 
 2848 0.321 0.546 0.954 3.165 4.359 4.495 
 2849 0.321 0.547 0.956 3.169 4.366 4.503 
 2850 0.321 0.548 0.958 3.172 4.373 4.510 
 2851 0.322 0.549 0.961 3.176 4.380 4.518 
 2852 0.322 0.550 0.963 3.180 4.387 4.525 
 2853 0.322 0.551 0.965 3.184 4.393 4.532 
 2854 0.323 0.551 0.967 3.188 4.400 4.539 
 2855 0.323 0.551 0.969 3.192 4.406 4.545 
 2856 0.324 0.551 0.971 3.195 4.413 4.550 
 2857 0.325 0.551 0.972 3.198 4.419 4.557 
 2858 0.325 0.551 0.974 3.202 4.427 4.564 
 2859 0.325 0.551 0.976 3.206 4.433 4.571 
 2860 0.326 0.552 0.978 3.210 4.439 4.577 
 2861 0.326 0.552 0.980 3.213 4.443 4.582 
 2862 0.326 0.552 0.982 3.216 4.447 4.587 
 2863 0.327 0.552 0.984 3.220 4.452 4.592 
 2864 0.328 0.553 0.986 3.224 4.458 4.597 
 2865 0.328 0.553 0.988 3.229 4.463 4.602 
 2866 0.329 0.554 0.990 3.233 4.468 4.608 
 2867 0.329 0.555 0.992 3.236 4.473 4.613 
 2868 0.330 0.556 0.995 3.239 4.478 4.619 
 2869 0.330 0.556 0.998 3.243 4.484 4.625 
 2870 0.331 0.556 1.000 3.247 4.491 4.632 
 2871 0.331 0.555 1.002 3.253 4.498 4.640 
 2872 0.331 0.555 1.005 3.258 4.504 4.648 
 2873 0.331 0.556 1.007 3.262 4.510 4.655 
 2874 0.331 0.556 1.010 3.266 4.516 4.661 
 2875 0.332 0.556 1.013 3.270 4.521 4.667 
 2876 0.332 0.556 1.015 3.274 4.527 4.673 
 2877 0.332 0.555 1.018 3.278 4.533 4.676 
 2878 0.333 0.555 1.020 3.283 4.539 4.680 
 2879 0.333 0.555 1.022 3.288 4.546 4.685 
 2880 0.334 0.555 1.025 3.293 4.552 4.691 
 2881 0.334 0.555 1.027 3.296 4.559 4.696 
 2882 0.335 0.556 1.029 3.300 4.565 4.703 
 2883 0.335 0.556 1.030 3.303 4.571 4.710 
 2884 0.335 0.556 1.032 3.307 4.577 4.717 
 2885 0.336 0.557 1.035 3.312 4.583 4.724 
 2886 0.336 0.557 1.038 3.316 4.588 4.731 
 2887 0.337 0.557 1.040 3.319 4.594 4.737 
 2888 0.337 0.557 1.043 3.322 4.600 4.743 
 2889 0.337 0.558 1.045 3.326 4.606 4.749 
 2890 0.337 0.559 1.047 3.329 4.612 4.754 
 2891 0.337 0.560 1.049 3.332 4.618 4.760 
 2892 0.338 0.560 1.051 3.335 4.625 4.767 
 2893 0.338 0.560 1.054 3.338 4.631 4.774 
 2894 0.339 0.561 1.056 3.341 4.638 4.781 
 2895 0.339 0.561 1.058 3.345 4.644 4.788 
 2896 0.340 0.562 1.060 3.349 4.651 4.795 
 2897 0.340 0.562 1.063 3.353 4.658 4.801 
 2898 0.341 0.562 1.065 3.357 4.663 4.807 
 2899 0.341 0.563 1.068 3.362 4.669 4.813 
 2900 0.341 0.563 1.071 3.367 4.675 4.820 
 2901 0.342 0.564 1.074 3.371 4.683 4.827 
 2902 0.343 0.565 1.076 3.376 4.689 4.833 
 2903 0.343 0.565 1.078 3.380 4.694 4.839 
 2904 0.343 0.566 1.081 3.383 4.698 4.846 
 2905 0.344 0.566 1.084 3.386 4.703 4.854 
 2906 0.344 0.567 1.088 3.389 4.709 4.863 
 2907 0.345 0.567 1.092 3.392 4.715 4.870 
 2908 0.346 0.567 1.095 3.396 4.722 4.877 
 2909 0.346 0.567 1.098 3.400 4.728 4.883 
 2910 0.346 0.567 1.101 3.405 4.733 4.891 
 2911 0.347 0.567 1.104 3.410 4.738 4.898 
 2912 0.348 0.568 1.106 3.415 4.743 4.905 
 2913 0.349 0.568 1.108 3.419 4.749 4.911 
 2914 0.349 0.568 1.111 3.423 4.754 4.917 
 2915 0.350 0.568 1.113 3.427 4.760 4.923 
 2916 0.350 0.569 1.116 3.431 4.767 4.929 
 2917 0.351 0.569 1.118 3.436 4.774 4.935 
 2918 0.351 0.570 1.120 3.441 4.781 4.941 
 2919 0.352 0.571 1.123 3.446 4.787 4.946 
 2920 0.352 0.571 1.126 3.450 4.791 4.952 
 2921 0.353 0.571 1.128 3.455 4.797 4.957 
 2922 0.353 0.570 1.130 3.461 4.803 4.963 
 2923 0.354 0.570 1.133 3.465 4.810 4.969 
 2924 0.354 0.571 1.136 3.469 4.817 4.975 
 2925 0.354 0.571 1.139 3.473 4.825 4.983 
 2926 0.355 0.571 1.142 3.477 4.831 4.991 
 2927 0.356 0.571 1.145 3.480 4.836 4.998 
 2928 0.356 0.571 1.148 3.484 4.841 5.004 
 2929 0.356 0.571 1.151 3.488 4.847 5.009 
 2930 0.356 0.571 1.153 3.494 4.853 5.014 
 2931 0.357 0.571 1.156 3.499 4.858 5.020 
 2932 0.357 0.571 1.160 3.503 4.865 5.027 
 2933 0.357 0.571 1.164 3.507 4.872 5.034 
 2934 0.358 0.572 1.168 3.511 4.879 5.041 
 2935 0.358 0.572 1.171 3.514 4.885 5.048 
 2936 0.359 0.573 1.173 3.518 4.890 5.055 
 2937 0.359 0.573 1.176 3.523 4.893 5.061 
 2938 0.360 0.573 1.179 3.527 4.898 5.066 
 2939 0.360 0.574 1.182 3.530 4.905 5.072 
 2940 0.361 0.574 1.185 3.533 4.912 5.079 
 2941 0.361 0.574 1.188 3.536 4.918 5.087 
 2942 0.362 0.573 1.190 3.540 4.923 5.096 
 2943 0.363 0.573 1.193 3.544 4.928 5.103 
 2944 0.364 0.573 1.197 3.547 4.934 5.109 
 2945 0.365 0.573 1.200 3.551 4.941 5.115 
 2946 0.366 0.573 1.204 3.555 4.948 5.122 
 2947 0.366 0.573 1.208 3.559 4.956 5.128 
 2948 0.366 0.573 1.212 3.563 4.963 5.135 
 2949 0.367 0.573 1.215 3.567 4.970 5.142 
 2950 0.368 0.573 1.218 3.572 4.979 5.148 
 2951 0.368 0.573 1.221 3.577 4.988 5.155 
 2952 0.368 0.574 1.225 3.582 4.995 5.163 
 2953 0.369 0.574 1.228 3.586 5.001 5.170 
 2954 0.370 0.575 1.232 3.590 5.007 5.179 
 2955 0.371 0.576 1.235 3.594 5.013 5.187 
 2956 0.372 0.576 1.239 3.598 5.020 5.195 
 2957 0.373 0.577 1.243 3.602 5.027 5.201 
 2958 0.373 0.577 1.247 3.607 5.033 5.207 
 2959 0.374 0.577 1.251 3.611 5.040 5.213 
 2960 0.374 0.577 1.255 3.615 5.046 5.219 
