year glaciers_MMCP2.6 glaciers_MMCP4.5 glaciers_MMCP6.0 glaciers_MMCP-break glaciers_MMCP8.5 glaciers_MMCP-feedback 
11234 0.236 0.238 0.239 0.240 0.240 0.240 
11235 0.236 0.238 0.239 0.240 0.240 0.240 
11236 0.236 0.238 0.239 0.240 0.240 0.240 
11237 0.236 0.238 0.239 0.240 0.240 0.240 
11238 0.236 0.238 0.239 0.240 0.240 0.240 
11239 0.236 0.238 0.239 0.240 0.240 0.240 
11240 0.236 0.238 0.239 0.240 0.240 0.240 
11241 0.236 0.238 0.239 0.240 0.240 0.240 
11242 0.236 0.238 0.239 0.240 0.240 0.240 
11243 0.236 0.238 0.239 0.240 0.240 0.240 
11244 0.236 0.238 0.239 0.240 0.240 0.240 
11245 0.236 0.238 0.239 0.240 0.240 0.240 
11246 0.236 0.238 0.239 0.240 0.240 0.240 
11247 0.236 0.238 0.239 0.240 0.240 0.240 
11248 0.236 0.238 0.239 0.240 0.240 0.240 
11249 0.236 0.238 0.239 0.240 0.240 0.240 
11250 0.236 0.238 0.239 0.240 0.240 0.240 
11251 0.236 0.238 0.239 0.240 0.240 0.240 
11252 0.236 0.238 0.239 0.240 0.240 0.240 
11253 0.236 0.238 0.239 0.240 0.240 0.240 
11254 0.236 0.238 0.239 0.240 0.240 0.240 
11255 0.236 0.238 0.239 0.240 0.240 0.240 
11256 0.236 0.238 0.239 0.240 0.240 0.240 
11257 0.236 0.238 0.239 0.240 0.240 0.240 
11258 0.236 0.238 0.239 0.240 0.240 0.240 
11259 0.236 0.238 0.239 0.240 0.240 0.240 
11260 0.236 0.238 0.239 0.240 0.240 0.240 
11261 0.236 0.238 0.239 0.240 0.240 0.240 
11262 0.236 0.238 0.239 0.240 0.240 0.240 
11263 0.236 0.238 0.239 0.240 0.240 0.240 
11264 0.236 0.238 0.239 0.240 0.240 0.240 
11265 0.236 0.238 0.239 0.240 0.240 0.240 
11266 0.236 0.238 0.239 0.240 0.240 0.240 
11267 0.236 0.238 0.239 0.240 0.240 0.240 
11268 0.236 0.238 0.239 0.240 0.240 0.240 
11269 0.236 0.238 0.239 0.240 0.240 0.240 
11270 0.236 0.238 0.239 0.240 0.240 0.240 
11271 0.236 0.238 0.239 0.240 0.240 0.240 
11272 0.236 0.238 0.239 0.240 0.240 0.240 
11273 0.236 0.238 0.239 0.240 0.240 0.240 
11274 0.236 0.238 0.239 0.240 0.240 0.240 
11275 0.236 0.238 0.239 0.240 0.240 0.240 
11276 0.236 0.238 0.239 0.240 0.240 0.240 
11277 0.236 0.238 0.239 0.240 0.240 0.240 
11278 0.236 0.238 0.239 0.240 0.240 0.240 
11279 0.236 0.238 0.239 0.240 0.240 0.240 
11280 0.236 0.238 0.239 0.240 0.240 0.240 
11281 0.236 0.238 0.239 0.240 0.240 0.240 
11282 0.236 0.238 0.239 0.240 0.240 0.240 
11283 0.236 0.238 0.239 0.240 0.240 0.240 
11284 0.236 0.238 0.239 0.240 0.240 0.240 
11285 0.236 0.238 0.239 0.240 0.240 0.240 
11286 0.236 0.238 0.239 0.240 0.240 0.240 
11287 0.236 0.238 0.239 0.240 0.240 0.240 
11288 0.236 0.238 0.239 0.240 0.240 0.240 
11289 0.236 0.238 0.239 0.240 0.240 0.240 
11290 0.236 0.238 0.239 0.240 0.240 0.240 
11291 0.236 0.238 0.239 0.240 0.240 0.240 
11292 0.236 0.238 0.239 0.240 0.240 0.240 
11293 0.236 0.238 0.239 0.240 0.240 0.240 
11294 0.236 0.238 0.239 0.240 0.240 0.240 
11295 0.236 0.238 0.239 0.240 0.240 0.240 
11296 0.236 0.238 0.239 0.240 0.240 0.240 
11297 0.236 0.238 0.239 0.240 0.240 0.240 
11298 0.236 0.238 0.239 0.240 0.240 0.240 
11299 0.236 0.238 0.239 0.240 0.240 0.240 
11300 0.236 0.238 0.239 0.240 0.240 0.240 
11301 0.236 0.238 0.239 0.240 0.240 0.240 
11302 0.236 0.238 0.239 0.240 0.240 0.240 
11303 0.236 0.238 0.239 0.240 0.240 0.240 
11304 0.236 0.238 0.239 0.240 0.240 0.240 
11305 0.236 0.238 0.239 0.240 0.240 0.240 
11306 0.236 0.238 0.239 0.240 0.240 0.240 
11307 0.236 0.238 0.239 0.240 0.240 0.240 
11308 0.236 0.238 0.239 0.240 0.240 0.240 
11309 0.236 0.238 0.239 0.240 0.240 0.240 
11310 0.236 0.238 0.239 0.240 0.240 0.240 
11311 0.236 0.238 0.239 0.240 0.240 0.240 
11312 0.236 0.238 0.239 0.240 0.240 0.240 
11313 0.236 0.238 0.239 0.240 0.240 0.240 
11314 0.236 0.238 0.239 0.240 0.240 0.240 
11315 0.236 0.238 0.239 0.240 0.240 0.240 
11316 0.236 0.238 0.239 0.240 0.240 0.240 
11317 0.236 0.238 0.239 0.240 0.240 0.240 
11318 0.236 0.238 0.239 0.240 0.240 0.240 
11319 0.236 0.238 0.239 0.240 0.240 0.240 
11320 0.236 0.238 0.239 0.240 0.240 0.240 
11321 0.236 0.238 0.239 0.240 0.240 0.240 
11322 0.236 0.238 0.239 0.240 0.240 0.240 
11323 0.236 0.238 0.239 0.240 0.240 0.240 
11324 0.236 0.238 0.239 0.240 0.240 0.240 
11325 0.236 0.238 0.239 0.240 0.240 0.240 
11326 0.236 0.238 0.239 0.240 0.240 0.240 
11327 0.236 0.238 0.239 0.240 0.240 0.240 
11328 0.236 0.238 0.239 0.240 0.240 0.240 
11329 0.236 0.238 0.239 0.240 0.240 0.240 
11330 0.236 0.238 0.239 0.240 0.240 0.240 
11331 0.236 0.238 0.239 0.240 0.240 0.240 
11332 0.236 0.238 0.239 0.240 0.240 0.240 
11333 0.236 0.238 0.239 0.240 0.240 0.240 
11334 0.236 0.238 0.239 0.240 0.240 0.240 
11335 0.236 0.238 0.239 0.240 0.240 0.240 
11336 0.236 0.238 0.239 0.240 0.240 0.240 
11337 0.236 0.238 0.239 0.240 0.240 0.240 
11338 0.236 0.238 0.239 0.240 0.240 0.240 
11339 0.236 0.238 0.239 0.240 0.240 0.240 
11340 0.236 0.238 0.239 0.240 0.240 0.240 
11341 0.236 0.238 0.239 0.240 0.240 0.240 
11342 0.236 0.238 0.239 0.240 0.240 0.240 
11343 0.236 0.238 0.239 0.240 0.240 0.240 
11344 0.236 0.238 0.239 0.240 0.240 0.240 
11345 0.236 0.238 0.239 0.240 0.240 0.240 
11346 0.236 0.238 0.239 0.240 0.240 0.240 
11347 0.236 0.238 0.239 0.240 0.240 0.240 
11348 0.236 0.238 0.239 0.240 0.240 0.240 
11349 0.236 0.238 0.239 0.240 0.240 0.240 
11350 0.236 0.238 0.239 0.240 0.240 0.240 
11351 0.236 0.238 0.239 0.240 0.240 0.240 
11352 0.236 0.238 0.239 0.240 0.240 0.240 
11353 0.236 0.238 0.239 0.240 0.240 0.240 
11354 0.236 0.238 0.239 0.240 0.240 0.240 
11355 0.236 0.238 0.239 0.240 0.240 0.240 
11356 0.236 0.238 0.239 0.240 0.240 0.240 
11357 0.236 0.238 0.239 0.240 0.240 0.240 
11358 0.236 0.238 0.239 0.240 0.240 0.240 
11359 0.236 0.238 0.239 0.240 0.240 0.240 
11360 0.236 0.238 0.239 0.240 0.240 0.240 
11361 0.236 0.238 0.239 0.240 0.240 0.240 
11362 0.236 0.238 0.239 0.240 0.240 0.240 
11363 0.236 0.238 0.239 0.240 0.240 0.240 
11364 0.236 0.238 0.239 0.240 0.240 0.240 
11365 0.236 0.238 0.239 0.240 0.240 0.240 
11366 0.236 0.238 0.239 0.240 0.240 0.240 
11367 0.236 0.238 0.239 0.240 0.240 0.240 
11368 0.236 0.238 0.239 0.240 0.240 0.240 
11369 0.236 0.238 0.239 0.240 0.240 0.240 
11370 0.236 0.238 0.239 0.240 0.240 0.240 
11371 0.236 0.238 0.239 0.240 0.240 0.240 
11372 0.236 0.238 0.239 0.240 0.240 0.240 
11373 0.236 0.238 0.239 0.240 0.240 0.240 
11374 0.236 0.238 0.239 0.240 0.240 0.240 
11375 0.236 0.238 0.239 0.240 0.240 0.240 
11376 0.236 0.238 0.239 0.240 0.240 0.240 
11377 0.236 0.238 0.239 0.240 0.240 0.240 
11378 0.236 0.238 0.239 0.240 0.240 0.240 
11379 0.236 0.238 0.239 0.240 0.240 0.240 
11380 0.236 0.238 0.239 0.240 0.240 0.240 
11381 0.236 0.238 0.239 0.240 0.240 0.240 
11382 0.236 0.238 0.239 0.240 0.240 0.240 
11383 0.236 0.238 0.239 0.240 0.240 0.240 
11384 0.236 0.238 0.239 0.240 0.240 0.240 
11385 0.236 0.238 0.239 0.240 0.240 0.240 
11386 0.236 0.238 0.239 0.240 0.240 0.240 
11387 0.236 0.238 0.239 0.240 0.240 0.240 
11388 0.236 0.238 0.239 0.240 0.240 0.240 
11389 0.236 0.238 0.239 0.240 0.240 0.240 
11390 0.236 0.238 0.239 0.240 0.240 0.240 
11391 0.236 0.238 0.239 0.240 0.240 0.240 
11392 0.236 0.238 0.239 0.240 0.240 0.240 
11393 0.236 0.238 0.239 0.240 0.240 0.240 
11394 0.236 0.238 0.239 0.240 0.240 0.240 
11395 0.236 0.238 0.239 0.240 0.240 0.240 
11396 0.236 0.238 0.239 0.240 0.240 0.240 
11397 0.236 0.238 0.239 0.240 0.240 0.240 
11398 0.236 0.238 0.239 0.240 0.240 0.240 
11399 0.236 0.238 0.239 0.240 0.240 0.240 
11400 0.236 0.238 0.239 0.240 0.240 0.240 
11401 0.236 0.238 0.239 0.240 0.240 0.240 
11402 0.236 0.238 0.239 0.240 0.240 0.240 
11403 0.236 0.238 0.239 0.240 0.240 0.240 
11404 0.236 0.238 0.239 0.240 0.240 0.240 
11405 0.236 0.238 0.239 0.240 0.240 0.240 
11406 0.236 0.238 0.239 0.240 0.240 0.240 
11407 0.236 0.238 0.239 0.240 0.240 0.240 
11408 0.236 0.238 0.239 0.240 0.240 0.240 
11409 0.236 0.238 0.239 0.240 0.240 0.240 
11410 0.236 0.238 0.239 0.240 0.240 0.240 
11411 0.236 0.238 0.239 0.240 0.240 0.240 
11412 0.236 0.238 0.239 0.240 0.240 0.240 
11413 0.236 0.238 0.239 0.240 0.240 0.240 
11414 0.236 0.238 0.239 0.240 0.240 0.240 
11415 0.236 0.238 0.239 0.240 0.240 0.240 
11416 0.236 0.238 0.239 0.240 0.240 0.240 
11417 0.236 0.238 0.239 0.240 0.240 0.240 
11418 0.236 0.238 0.239 0.240 0.240 0.240 
11419 0.236 0.238 0.239 0.240 0.240 0.240 
11420 0.236 0.238 0.239 0.240 0.240 0.240 
11421 0.236 0.238 0.239 0.240 0.240 0.240 
11422 0.236 0.238 0.239 0.240 0.240 0.240 
11423 0.236 0.238 0.239 0.240 0.240 0.240 
11424 0.236 0.238 0.239 0.240 0.240 0.240 
11425 0.236 0.238 0.239 0.240 0.240 0.240 
11426 0.236 0.238 0.239 0.240 0.240 0.240 
11427 0.236 0.238 0.239 0.240 0.240 0.240 
11428 0.236 0.238 0.239 0.240 0.240 0.240 
11429 0.236 0.238 0.239 0.240 0.240 0.240 
11430 0.236 0.238 0.239 0.240 0.240 0.240 
11431 0.236 0.238 0.239 0.240 0.240 0.240 
11432 0.236 0.238 0.239 0.240 0.240 0.240 
11433 0.236 0.238 0.239 0.240 0.240 0.240 
11434 0.236 0.238 0.239 0.240 0.240 0.240 
11435 0.236 0.238 0.239 0.240 0.240 0.240 
11436 0.236 0.238 0.239 0.240 0.240 0.240 
11437 0.236 0.238 0.239 0.240 0.240 0.240 
11438 0.236 0.238 0.239 0.240 0.240 0.240 
11439 0.236 0.238 0.239 0.240 0.240 0.240 
11440 0.236 0.238 0.239 0.240 0.240 0.240 
11441 0.236 0.238 0.239 0.240 0.240 0.240 
11442 0.236 0.238 0.239 0.240 0.240 0.240 
11443 0.236 0.238 0.239 0.240 0.240 0.240 
11444 0.236 0.238 0.239 0.240 0.240 0.240 
11445 0.236 0.238 0.239 0.240 0.240 0.240 
11446 0.236 0.238 0.239 0.240 0.240 0.240 
11447 0.236 0.238 0.239 0.240 0.240 0.240 
11448 0.236 0.238 0.239 0.240 0.240 0.240 
11449 0.236 0.238 0.239 0.240 0.240 0.240 
11450 0.236 0.238 0.239 0.240 0.240 0.240 
11451 0.236 0.238 0.239 0.240 0.240 0.240 
11452 0.236 0.238 0.239 0.240 0.240 0.240 
11453 0.236 0.238 0.239 0.240 0.240 0.240 
11454 0.236 0.238 0.239 0.240 0.240 0.240 
11455 0.236 0.238 0.239 0.240 0.240 0.240 
11456 0.236 0.238 0.239 0.240 0.240 0.240 
11457 0.236 0.238 0.239 0.240 0.240 0.240 
11458 0.236 0.238 0.239 0.240 0.240 0.240 
11459 0.236 0.238 0.239 0.240 0.240 0.240 
11460 0.236 0.238 0.239 0.240 0.240 0.240 
11461 0.236 0.238 0.239 0.240 0.240 0.240 
11462 0.236 0.238 0.239 0.240 0.240 0.240 
11463 0.236 0.238 0.239 0.240 0.240 0.240 
11464 0.236 0.238 0.239 0.240 0.240 0.240 
11465 0.236 0.238 0.239 0.240 0.240 0.240 
11466 0.236 0.238 0.239 0.240 0.240 0.240 
11467 0.236 0.238 0.239 0.240 0.240 0.240 
11468 0.236 0.238 0.239 0.240 0.240 0.240 
11469 0.236 0.238 0.239 0.240 0.240 0.240 
11470 0.236 0.238 0.239 0.240 0.240 0.240 
11471 0.236 0.238 0.239 0.240 0.240 0.240 
11472 0.236 0.238 0.239 0.240 0.240 0.240 
11473 0.236 0.238 0.239 0.240 0.240 0.240 
11474 0.236 0.238 0.239 0.240 0.240 0.240 
11475 0.236 0.238 0.239 0.240 0.240 0.240 
11476 0.236 0.238 0.239 0.240 0.240 0.240 
11477 0.236 0.238 0.239 0.240 0.240 0.240 
11478 0.236 0.238 0.239 0.240 0.240 0.240 
11479 0.236 0.238 0.239 0.240 0.240 0.240 
11480 0.236 0.238 0.239 0.240 0.240 0.240 
11481 0.236 0.238 0.239 0.240 0.240 0.240 
11482 0.236 0.238 0.239 0.240 0.240 0.240 
11483 0.236 0.238 0.239 0.240 0.240 0.240 
11484 0.236 0.238 0.239 0.240 0.240 0.240 
11485 0.236 0.238 0.239 0.240 0.240 0.240 
11486 0.236 0.238 0.239 0.240 0.240 0.240 
11487 0.236 0.238 0.239 0.240 0.240 0.240 
11488 0.236 0.238 0.239 0.240 0.240 0.240 
11489 0.236 0.238 0.239 0.240 0.240 0.240 
11490 0.236 0.238 0.239 0.240 0.240 0.240 
11491 0.236 0.238 0.239 0.240 0.240 0.240 
11492 0.236 0.238 0.239 0.240 0.240 0.240 
11493 0.236 0.238 0.239 0.240 0.240 0.240 
11494 0.236 0.238 0.239 0.240 0.240 0.240 
11495 0.236 0.238 0.239 0.240 0.240 0.240 
11496 0.236 0.238 0.239 0.240 0.240 0.240 
11497 0.236 0.238 0.239 0.240 0.240 0.240 
11498 0.236 0.238 0.239 0.240 0.240 0.240 
11499 0.236 0.238 0.239 0.240 0.240 0.240 
11500 0.236 0.238 0.239 0.240 0.240 0.240 
11501 0.236 0.238 0.238 0.240 0.240 0.240 
11502 0.236 0.238 0.239 0.240 0.240 0.240 
11503 0.236 0.238 0.238 0.240 0.240 0.240 
11504 0.236 0.238 0.238 0.240 0.240 0.240 
11505 0.236 0.238 0.238 0.240 0.240 0.240 
11506 0.236 0.238 0.239 0.240 0.240 0.240 
11507 0.236 0.238 0.238 0.240 0.240 0.240 
11508 0.236 0.238 0.239 0.240 0.240 0.240 
11509 0.236 0.238 0.239 0.240 0.240 0.240 
11510 0.236 0.238 0.239 0.240 0.240 0.240 
11511 0.236 0.238 0.239 0.240 0.240 0.240 
11512 0.236 0.238 0.239 0.240 0.240 0.240 
11513 0.236 0.238 0.239 0.240 0.240 0.240 
11514 0.236 0.238 0.239 0.240 0.240 0.240 
11515 0.236 0.238 0.239 0.240 0.240 0.240 
11516 0.236 0.238 0.239 0.240 0.240 0.240 
11517 0.236 0.238 0.239 0.240 0.240 0.240 
11518 0.236 0.238 0.239 0.240 0.240 0.240 
11519 0.236 0.238 0.239 0.240 0.240 0.240 
11520 0.236 0.238 0.239 0.240 0.240 0.240 
11521 0.236 0.238 0.239 0.240 0.240 0.240 
11522 0.236 0.238 0.239 0.240 0.240 0.240 
11523 0.236 0.238 0.239 0.240 0.240 0.240 
11524 0.236 0.238 0.239 0.240 0.240 0.240 
11525 0.236 0.238 0.239 0.240 0.240 0.240 
11526 0.236 0.238 0.239 0.240 0.240 0.240 
11527 0.236 0.238 0.239 0.240 0.240 0.240 
11528 0.236 0.238 0.239 0.240 0.240 0.240 
11529 0.236 0.238 0.239 0.240 0.240 0.240 
11530 0.236 0.238 0.239 0.240 0.240 0.240 
11531 0.236 0.238 0.239 0.240 0.240 0.240 
11532 0.236 0.238 0.239 0.240 0.240 0.240 
11533 0.236 0.238 0.239 0.240 0.240 0.240 
11534 0.236 0.238 0.239 0.240 0.240 0.240 
11535 0.236 0.238 0.239 0.240 0.240 0.240 
11536 0.236 0.238 0.239 0.240 0.240 0.240 
11537 0.236 0.238 0.238 0.240 0.240 0.240 
11538 0.236 0.238 0.238 0.240 0.240 0.240 
11539 0.236 0.238 0.238 0.240 0.240 0.240 
11540 0.236 0.238 0.238 0.240 0.240 0.240 
11541 0.236 0.238 0.238 0.240 0.240 0.240 
11542 0.236 0.238 0.239 0.240 0.240 0.240 
11543 0.236 0.238 0.239 0.240 0.240 0.240 
11544 0.236 0.238 0.238 0.240 0.240 0.240 
11545 0.236 0.238 0.238 0.240 0.240 0.240 
11546 0.236 0.238 0.238 0.240 0.240 0.240 
11547 0.236 0.238 0.238 0.240 0.240 0.240 
11548 0.236 0.238 0.238 0.240 0.240 0.240 
11549 0.236 0.238 0.238 0.240 0.240 0.240 
11550 0.236 0.238 0.238 0.240 0.240 0.240 
11551 0.236 0.238 0.238 0.240 0.240 0.240 
11552 0.236 0.238 0.238 0.240 0.240 0.240 
11553 0.236 0.238 0.238 0.240 0.240 0.240 
11554 0.236 0.238 0.238 0.240 0.240 0.240 
11555 0.236 0.238 0.238 0.240 0.240 0.240 
11556 0.236 0.238 0.239 0.240 0.240 0.240 
11557 0.236 0.238 0.239 0.240 0.240 0.240 
11558 0.236 0.238 0.239 0.240 0.240 0.240 
11559 0.236 0.238 0.239 0.240 0.240 0.240 
11560 0.236 0.238 0.239 0.240 0.240 0.240 
11561 0.236 0.238 0.238 0.240 0.240 0.240 
11562 0.236 0.238 0.239 0.240 0.240 0.240 
11563 0.236 0.238 0.239 0.240 0.240 0.240 
11564 0.236 0.238 0.238 0.240 0.240 0.240 
11565 0.236 0.238 0.239 0.240 0.240 0.240 
11566 0.236 0.238 0.238 0.240 0.240 0.240 
11567 0.236 0.238 0.238 0.240 0.240 0.240 
11568 0.236 0.238 0.238 0.240 0.240 0.240 
11569 0.236 0.238 0.238 0.240 0.240 0.240 
11570 0.236 0.238 0.238 0.240 0.240 0.240 
11571 0.236 0.238 0.238 0.240 0.240 0.240 
11572 0.236 0.238 0.238 0.240 0.240 0.240 
11573 0.236 0.238 0.238 0.240 0.240 0.240 
11574 0.236 0.238 0.238 0.240 0.240 0.240 
11575 0.236 0.238 0.238 0.240 0.240 0.240 
11576 0.236 0.238 0.238 0.240 0.240 0.240 
11577 0.236 0.238 0.238 0.240 0.240 0.240 
11578 0.236 0.238 0.238 0.240 0.240 0.240 
11579 0.236 0.238 0.238 0.240 0.240 0.240 
11580 0.236 0.238 0.238 0.240 0.240 0.240 
11581 0.236 0.238 0.238 0.240 0.240 0.240 
11582 0.236 0.238 0.238 0.240 0.240 0.240 
11583 0.236 0.238 0.238 0.240 0.240 0.240 
11584 0.236 0.238 0.238 0.240 0.240 0.240 
11585 0.236 0.238 0.238 0.240 0.240 0.240 
11586 0.236 0.238 0.238 0.240 0.240 0.240 
11587 0.236 0.238 0.238 0.240 0.240 0.240 
11588 0.236 0.238 0.238 0.240 0.240 0.240 
11589 0.236 0.238 0.238 0.240 0.240 0.240 
11590 0.236 0.238 0.238 0.240 0.240 0.240 
11591 0.236 0.238 0.238 0.240 0.240 0.240 
11592 0.236 0.238 0.238 0.240 0.240 0.240 
11593 0.236 0.238 0.238 0.240 0.240 0.240 
11594 0.236 0.238 0.238 0.240 0.240 0.240 
11595 0.236 0.238 0.238 0.240 0.240 0.240 
11596 0.236 0.238 0.238 0.240 0.240 0.240 
11597 0.236 0.238 0.238 0.240 0.240 0.240 
11598 0.236 0.238 0.238 0.240 0.240 0.240 
11599 0.236 0.238 0.238 0.240 0.240 0.240 
11600 0.236 0.238 0.238 0.240 0.240 0.240 
11601 0.236 0.238 0.238 0.240 0.240 0.240 
11602 0.236 0.238 0.238 0.240 0.240 0.240 
11603 0.236 0.238 0.238 0.240 0.240 0.240 
11604 0.236 0.238 0.238 0.240 0.240 0.240 
11605 0.236 0.238 0.238 0.240 0.240 0.240 
11606 0.236 0.238 0.238 0.240 0.240 0.240 
11607 0.236 0.238 0.238 0.240 0.240 0.240 
11608 0.236 0.238 0.238 0.240 0.240 0.240 
11609 0.236 0.238 0.238 0.240 0.240 0.240 
11610 0.236 0.238 0.238 0.240 0.240 0.240 
11611 0.236 0.238 0.238 0.240 0.240 0.240 
11612 0.236 0.238 0.238 0.240 0.240 0.240 
11613 0.236 0.238 0.238 0.240 0.240 0.240 
11614 0.236 0.238 0.238 0.240 0.240 0.240 
11615 0.236 0.238 0.238 0.240 0.240 0.240 
11616 0.236 0.238 0.238 0.240 0.240 0.240 
11617 0.236 0.238 0.238 0.240 0.240 0.240 
11618 0.236 0.238 0.238 0.240 0.240 0.240 
11619 0.236 0.238 0.238 0.240 0.240 0.240 
11620 0.236 0.238 0.238 0.240 0.240 0.240 
11621 0.236 0.238 0.238 0.240 0.240 0.240 
11622 0.236 0.238 0.238 0.240 0.240 0.240 
11623 0.236 0.238 0.238 0.240 0.240 0.240 
11624 0.236 0.238 0.238 0.240 0.240 0.240 
11625 0.236 0.238 0.238 0.240 0.240 0.240 
11626 0.236 0.238 0.238 0.240 0.240 0.240 
11627 0.236 0.238 0.238 0.240 0.240 0.240 
11628 0.236 0.238 0.238 0.240 0.240 0.240 
11629 0.236 0.238 0.238 0.240 0.240 0.240 
11630 0.236 0.238 0.238 0.240 0.240 0.240 
11631 0.236 0.238 0.238 0.240 0.240 0.240 
11632 0.236 0.238 0.238 0.240 0.240 0.240 
11633 0.236 0.238 0.238 0.240 0.240 0.240 
11634 0.236 0.238 0.238 0.240 0.240 0.240 
11635 0.236 0.238 0.238 0.240 0.240 0.240 
11636 0.236 0.238 0.238 0.240 0.240 0.240 
11637 0.236 0.238 0.238 0.240 0.240 0.240 
11638 0.236 0.238 0.238 0.240 0.240 0.240 
11639 0.236 0.238 0.238 0.240 0.240 0.240 
11640 0.236 0.238 0.238 0.240 0.240 0.240 
11641 0.236 0.238 0.238 0.240 0.240 0.240 
11642 0.236 0.238 0.239 0.240 0.240 0.240 
11643 0.236 0.238 0.239 0.240 0.240 0.240 
11644 0.236 0.238 0.239 0.240 0.240 0.240 
11645 0.236 0.238 0.239 0.240 0.240 0.240 
11646 0.236 0.238 0.239 0.240 0.240 0.240 
11647 0.236 0.238 0.239 0.240 0.240 0.240 
11648 0.236 0.238 0.239 0.240 0.240 0.240 
11649 0.236 0.238 0.239 0.240 0.240 0.240 
11650 0.236 0.238 0.239 0.240 0.240 0.240 
11651 0.236 0.238 0.239 0.240 0.240 0.240 
11652 0.236 0.238 0.239 0.240 0.240 0.240 
11653 0.236 0.238 0.239 0.240 0.240 0.240 
11654 0.236 0.238 0.239 0.240 0.240 0.240 
11655 0.236 0.238 0.239 0.240 0.240 0.240 
11656 0.236 0.238 0.239 0.240 0.240 0.240 
11657 0.236 0.238 0.239 0.240 0.240 0.240 
11658 0.236 0.238 0.239 0.240 0.240 0.240 
11659 0.236 0.238 0.239 0.240 0.240 0.240 
11660 0.236 0.238 0.239 0.240 0.240 0.240 
11661 0.236 0.238 0.239 0.240 0.240 0.240 
11662 0.236 0.238 0.239 0.240 0.240 0.240 
11663 0.236 0.238 0.239 0.240 0.240 0.240 
11664 0.236 0.238 0.239 0.240 0.240 0.240 
11665 0.236 0.238 0.239 0.240 0.240 0.240 
11666 0.236 0.238 0.239 0.240 0.240 0.240 
11667 0.236 0.238 0.239 0.240 0.240 0.240 
11668 0.236 0.238 0.239 0.240 0.240 0.240 
11669 0.236 0.238 0.239 0.240 0.240 0.240 
11670 0.236 0.238 0.239 0.240 0.240 0.240 
11671 0.236 0.238 0.239 0.240 0.240 0.240 
11672 0.236 0.238 0.239 0.240 0.240 0.240 
11673 0.236 0.238 0.239 0.240 0.240 0.240 
11674 0.236 0.238 0.239 0.240 0.240 0.240 
11675 0.236 0.238 0.239 0.240 0.240 0.240 
11676 0.236 0.238 0.238 0.240 0.240 0.240 
11677 0.236 0.238 0.238 0.240 0.240 0.240 
11678 0.236 0.238 0.238 0.240 0.240 0.240 
11679 0.236 0.238 0.238 0.240 0.240 0.240 
11680 0.236 0.238 0.238 0.240 0.240 0.240 
11681 0.236 0.238 0.239 0.240 0.240 0.240 
11682 0.236 0.238 0.239 0.240 0.240 0.240 
11683 0.236 0.238 0.239 0.240 0.240 0.240 
11684 0.236 0.238 0.239 0.240 0.240 0.240 
11685 0.236 0.238 0.239 0.240 0.240 0.240 
11686 0.236 0.238 0.239 0.240 0.240 0.240 
11687 0.236 0.238 0.239 0.240 0.240 0.240 
11688 0.236 0.238 0.239 0.240 0.240 0.240 
11689 0.236 0.238 0.239 0.240 0.240 0.240 
11690 0.236 0.238 0.239 0.240 0.240 0.240 
11691 0.236 0.238 0.239 0.240 0.240 0.240 
11692 0.236 0.238 0.239 0.240 0.240 0.240 
11693 0.236 0.238 0.239 0.240 0.240 0.240 
11694 0.236 0.238 0.238 0.240 0.240 0.240 
11695 0.236 0.238 0.238 0.240 0.240 0.240 
11696 0.236 0.238 0.238 0.240 0.240 0.240 
11697 0.236 0.238 0.238 0.240 0.240 0.240 
11698 0.236 0.238 0.238 0.240 0.240 0.240 
11699 0.236 0.238 0.238 0.240 0.240 0.240 
11700 0.236 0.238 0.238 0.240 0.240 0.240 
11701 0.236 0.238 0.238 0.240 0.240 0.240 
11702 0.236 0.238 0.238 0.240 0.240 0.240 
11703 0.236 0.238 0.239 0.240 0.240 0.240 
11704 0.236 0.238 0.239 0.240 0.240 0.240 
11705 0.236 0.238 0.239 0.240 0.240 0.240 
11706 0.236 0.238 0.239 0.240 0.240 0.240 
11707 0.236 0.238 0.239 0.240 0.240 0.240 
11708 0.236 0.238 0.239 0.240 0.240 0.240 
11709 0.236 0.238 0.239 0.240 0.240 0.240 
11710 0.236 0.238 0.239 0.240 0.240 0.240 
11711 0.236 0.238 0.239 0.240 0.240 0.240 
11712 0.236 0.238 0.239 0.240 0.240 0.240 
11713 0.236 0.238 0.239 0.240 0.240 0.240 
11714 0.236 0.238 0.239 0.240 0.240 0.240 
11715 0.236 0.238 0.239 0.240 0.240 0.240 
11716 0.236 0.238 0.239 0.240 0.240 0.240 
11717 0.236 0.238 0.239 0.240 0.240 0.240 
11718 0.236 0.238 0.238 0.240 0.240 0.240 
11719 0.236 0.238 0.238 0.240 0.240 0.240 
11720 0.236 0.238 0.239 0.240 0.240 0.240 
11721 0.236 0.238 0.239 0.240 0.240 0.240 
11722 0.236 0.238 0.238 0.240 0.240 0.240 
11723 0.236 0.238 0.238 0.240 0.240 0.240 
11724 0.236 0.238 0.239 0.240 0.240 0.240 
11725 0.236 0.238 0.239 0.240 0.240 0.240 
11726 0.236 0.238 0.239 0.240 0.240 0.240 
11727 0.236 0.238 0.239 0.240 0.240 0.240 
11728 0.236 0.238 0.239 0.240 0.240 0.240 
11729 0.236 0.238 0.239 0.240 0.240 0.240 
11730 0.236 0.238 0.239 0.240 0.240 0.240 
