ice_source,region,year,q0.5,q0.05,q0.95,q0.17,q0.83,q0.25,q0.75,sample_mean,sample_sd,sample_min, sample_max
GrIS,ALL,2016,0.0304698008101327,-0.0222931987035631,0.0854153307980102,8.45181583368149e-05,0.0614466284487973,0.00899497345231681,0.0522271300138313,0.0313,0.0340,-0.1253,0.2752
AIS,WAIS,2016,0.0383962938084066,-0.214337291575246,0.290327626404869,-0.108005964689123,0.184563706561865,-0.0650534710125592,0.141732735871558,0.0389,0.1554,-0.4610,0.6275
AIS,EAIS,2016,-0.0240055639239272,-0.163618598475107,0.116235098105657,-0.105036231797597,0.0572230461798752,-0.0812993924329775,0.0333855912400134,-0.0249,0.0837,-0.3249,0.2807
AIS,PEN,2016,-0.0147700340254187,-0.114850727456726,0.0856135725320226,-0.0728434954790011,0.0433985968330166,-0.0558280658612666,0.0263348853883386,-0.0142,0.0597,-0.2195,0.2038
AIS,ALL,2016,-0.00321093685238381,-0.309107818378852,0.311099768821515,-0.179267209673498,0.181421394519147,-0.125300471346019,0.127043981897194,-0.000,0.185,-0.603,0.635
Glaciers,region_1,2016,0.0176977491895959,-0.00876631867978455,0.0441633428428202,0.0023481252153222,0.0330507781159607,0.0068452367490691,0.0285463704630138,0.0185,0.0160,-0.0296,0.0736
Glaciers,region_2,2016,0.00326775251830109,-0.00107824919043519,0.00755452127992413,0.000758203969972117,0.00578459681737769,0.00151724156268891,0.00505302264370853,0.0038,0.0027,-0.0035,0.0131
Glaciers,region_3,2016,0.0117982163970278,-0.00829404682519558,0.0318930085997069,0.000140432779266875,0.0234480317495936,0.00356225305830368,0.0200389191694765,0.0125,0.0120,-0.0282,0.0542
Glaciers,region_4,2016,0.00539598072259641,-0.00450581246559433,0.0153185226077129,-0.000357013708977466,0.0111577458286831,0.0013279821536047,0.0094585493095814,0.0059,0.0060,-0.0170,0.0292
Glaciers,region_5,2016,0.0115914130130936,-0.00739572610159701,0.0305743560408382,0.000578318674884415,0.022604567072103,0.0038024059752755,0.0193769018984394,0.0121,0.0116,-0.0266,0.0522
Glaciers,region_6,2016,0.00175398936956359,-0.00264832903857413,0.00618613752417353,-0.000819332579250161,0.00431091188610812,-6.89161258929639e-05,0.0035477482950135,0.0022,0.0026,-0.0057,0.0110
Glaciers,region_7,2016,0.00883758589866574,-0.00419997502566649,0.0218767375189843,0.00127693356133233,0.0163931298677703,0.00350036250951998,0.0141835217099409,0.0097,0.0081,-0.0147,0.0364
Glaciers,region_8,2016,-3.35200159012315e-05,-0.00106757279211665,0.000668732858983321,-0.000433787455492855,0.000366747423690392,-0.000336752924682764,0.000269712892880301,0.0004,0.0005,-0.0011,0.0020
Glaciers,region_9,2016,0.00938541453353577,-0.00350832193097096,0.0222963605598917,0.00189192652251306,0.016879230366438,0.00408815756606793,0.0146790908306604,0.0098,0.0075,-0.0178,0.0376
Glaciers,region_10,2016,-1.61878666876684e-05,-0.000526785276809257,0.000469108219813092,-0.000372071663454893,0.000339695930079556,-0.000285796803632535,0.000253421070257199,0.0004,0.0004,-0.0008,0.0017
Glaciers,region_11,2016,8.42993466434549e-05,-0.000480528005240337,0.00120516986599425,-0.000329907378071326,0.000498506071358235,-0.000229493626625318,0.000398092319912228,0.0007,0.0005,-0.0012,0.0026
Glaciers,region_12,2016,-1.44101997359551e-06,-0.000452740376415966,0.000449858336468775,-0.000332393881364667,0.000329511841417476,-0.000252162884663801,0.00024928084471661,0.0003,0.0002,-0.0005,0.0012
Glaciers,region_13,2016,0.00616992112050408,-0.00174898880274136,0.0141007536521868,0.00158656798342987,0.0107660551383479,0.00291867185705897,0.00941070363220367,0.0067,0.0048,-0.0086,0.0236
