CMIP6.ScenarioMIP AerChemMIP.CSIRO-ARCCSS.ACCESS-CM2.ssp370,none,r1i1p1f1,Omon,tos,gn,v20191108,a
CMIP6.ScenarioMIP AerChemMIP.CSIRO.ACCESS-ESM1-5.ssp370,none,r1i1p1f1,Omon,tos,gn,v20191115,a
CMIP6.ScenarioMIP.BCC.BCC-CSM2-MR.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP.NCAR.CESM2-WACCM.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.CMCC.CMCC-CM2-SR5.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.CNRM-CERFACS.CNRM-CM6-1.ssp370,none,r1i1p1f2,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.CNRM-CERFACS.CNRM-ESM2-1.ssp370,none,r2i1p1f2,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.CCCma.CanESM5.ssp370,none,r1i1p1f1,Omon,tos,gn,v20190429,a
CMIP6.ScenarioMIP.NOAA-GFDL.GFDL-ESM4.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.INM.INM-CM4-8.ssp370,none,r1i1p1f1,Omon,tos,gr1,Empty,a
CMIP6.ScenarioMIP AerChemMIP.INM.INM-CM5-0.ssp370,none,r1i1p1f1,Omon,tos,gr1,Empty,a
CMIP6.ScenarioMIP AerChemMIP.IPSL.IPSL-CM6A-LR.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.MIROC.MIROC6.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.DKRZ.MPI-ESM1-2-HR.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.MPI-M.MPI-ESM1-2-LR.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.MRI.MRI-ESM2-0.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.NCC.NorESM2-LM.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.NCC.NorESM2-MM.ssp370,none,r1i1p1f1,Omon,tos,gn,Empty,a
CMIP6.ScenarioMIP AerChemMIP.MOHC.UKESM1-0-LL.ssp370,none,r1i1p1f2,Omon,tos,gn,Empty,a
