ice_source,region,year,q0.5,q0.05,q0.95,q0.17,q0.83,q0.25,q0.75,sample_mean,sample_sd,sample_min, sample_max
GrIS,ALL,2016,0.0318650489611299,-0.0207178819409379,0.0868535896148142,0.00156835979934475,0.062796229603486,0.0104504178758369,0.0535785798429285,0.0328,0.0339,-0.1463,0.2547
AIS,WAIS,2016,0.0386109798871855,-0.213741440125142,0.290337257780327,-0.107613262789293,0.184651560006575,-0.0647214432918666,0.14185466043306,0.0320,0.1539,-0.5762,0.5326
AIS,EAIS,2016,-0.0239812618118112,-0.163541754749973,0.116093158004212,-0.104975321412928,0.0571758511390011,-0.0812469979859234,0.0333646883703627,-0.0206,0.0835,-0.3599,0.2589
AIS,PEN,2016,-0.0146368493093461,-0.11480424906454,0.0859262753856135,-0.0727654127876368,0.0436141489762986,-0.0557355394452127,0.0265213817163404,-0.0167,0.0607,-0.1959,0.2412
AIS,ALL,2016,-0.00927421289503199,-0.305622857557899,0.298360505253671,-0.183758232974269,0.166688808568272,-0.130634211990453,0.116598876188178,-0.005,0.186,-0.623,0.635
Glaciers,region_1,2016,0.017589238630267,-0.00886299944598375,0.044039578997032,0.00224614363304986,0.0329329632345954,0.00674360942954505,0.0284317881370091,0.0177,0.0161,-0.0378,0.0723
Glaciers,region_2,2016,0.00325346413141052,-0.00109198507010281,0.00753510468734195,0.00074517157605352,0.00576889929844083,0.00150439931987367,0.00503891990072794,0.0037,0.0026,-0.0040,0.0122
Glaciers,region_3,2016,0.0116057739385245,-0.00848066968147699,0.0317036405042111,-5.55835351336613e-05,0.0232650773187422,0.0033659006382361,0.0198489158315113,0.0119,0.0120,-0.0302,0.0545
Glaciers,region_4,2016,0.00538745162808131,-0.00451437407047865,0.0153097852172639,-0.000364510084034598,0.0111488810808812,0.00131957412469705,0.00945004742046162,0.0057,0.0060,-0.0127,0.0245
Glaciers,region_5,2016,0.011341699425341,-0.00764708154325491,0.0303314591031889,0.000325685150040722,0.0223568149070349,0.00355730855143881,0.0191314215916042,0.0118,0.0117,-0.0284,0.0550
