CMIP6.CMIP.CSIRO-ARCCSS.ACCESS-CM2.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.CMIP.CSIRO.ACCESS-ESM1-5.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191115
CMIP6.CMIP.BCC.BCC-CSM2-MR.historical;none;r1i1p1f1;Lmon;tsl;gn;v20181114
CMIP6.CMIP.BCC.BCC-ESM1.historical;none;r1i1p1f1;Lmon;tsl;gn;v20181114
CMIP6.CMIP.CAMS.CAMS-CSM1-0.historical;none;r1i1p1f2;Lmon;tsl;gn;v20191106
CMIP6.CMIP.CCCma.CanESM5-CanOE.historical;none;r1i1p2f1;Lmon;tsl;gn;v20190429
CMIP6.CMIP.CCCma.CanESM5.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190429
CMIP6.CMIP.CAS.CAS-ESM2-0.historical;none;r1i1p1f1;Lmon;tsl;gn;v20200301
CMIP6.CMIP.NCAR.CESM2-FV2.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191120
CMIP6.CMIP.NCAR.CESM2.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190308
CMIP6.CMIP.NCAR.CESM2-WACCM-FV2.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191120
CMIP6.CMIP.NCAR.CESM2-WACCM.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190227
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.historical;none;r1i1p1f2;Lmon;tsl;gr;v20180917
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1-HR.historical;none;r1i1p1f2;Lmon;tsl;gr;v20191021
CMIP6.CMIP.CNRM-CERFACS.CNRM-ESM2-1.historical;none;r1i1p1f2;Lmon;tsl;gr;v20181206
CMIP6.CMIP.E3SM-Project.E3SM-1-0.historical;none;r1i1p1f1;Lmon;tsl;gr;v20190913
CMIP6.CMIP.E3SM-Project.E3SM-1-1-ECA.historical;none;r1i1p1f1;Lmon;tsl;gr;v20200128
CMIP6.CMIP.E3SM-Project.E3SM-1-1.historical;none;r1i1p1f1;Lmon;tsl;gr;v20200324
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3.historical;none;r1i1p1f1;Lmon;tsl;gr;v20200310
CMIP6.CMIP.CAS.FGOALS-f3-L.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190821
CMIP6.CMIP.CAS.FGOALS-g3.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190820
CMIP6.CMIP.NOAA-GFDL.GFDL-CM4.historical;none;r1i1p1f1;Lmon;tsl;gr1;v20180701
CMIP6.CMIP.NASA-GISS.GISS-E2-1-G.historical;none;r1i1p1f1;Lmon;tsl;gn;v20181015
CMIP6.CMIP.NASA-GISS.GISS-E2-1-H.historical;none;r10i1p1f1;Lmon;tsl;gn;v20190403
CMIP6.CMIP.MOHC.HadGEM3-GC31-LL.historical;none;r1i1p1f3;Lmon;tsl;gn;v20190624
CMIP6.CMIP.MOHC.HadGEM3-GC31-MM.historical;none;r1i1p1f3;Lmon;tsl;gn;v20191207
CMIP6.CMIP.IPSL.IPSL-CM5A2-INCA.historical;none;r1i1p1f1;Lmon;tsl;gr;v20200729
CMIP6.CMIP.IPSL.IPSL-CM6A-LR.historical;none;r1i1p1f1;Lmon;tsl;gr;v20210216
CMIP6.CMIP.NIMS-KMA.KACE-1-0-G.historical;none;r1i1p1f1;Lmon;tsl;gr;v20191002
CMIP6.CMIP.MIROC.MIROC6.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190311
CMIP6.CMIP.MIROC.MIROC-ES2L.historical;none;r1i1p1f2;Lmon;tsl;gn;v20190823
CMIP6.CMIP.HAMMOZ-Consortium.MPI-ESM-1-2-HAM.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190627
CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.historical;none;r10i1p1f1;Lmon;tsl;gn;v20190710
CMIP6.CMIP.MPI-M.MPI-ESM1-2-LR.historical;none;r10i1p1f1;Lmon;tsl;gn;v20190710
CMIP6.CMIP.MRI.MRI-ESM2-0.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190603
CMIP6.CMIP.NCC.NorESM2-LM.historical;none;r1i1p1f1;Lmon;tsl;gn;v20190917
CMIP6.CMIP.NCC.NorESM2-MM.historical;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.CMIP.AS-RCEC.TaiESM1.historical;none;r1i1p1f1;Lmon;tsl;gn;v20200624
CMIP6.CMIP.MOHC.UKESM1-0-LL.historical;none;r1i1p1f2;Lmon;tsl;gn;v20190406
CMIP6.CMIP.CSIRO-ARCCSS.ACCESS-CM2.amip;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.CMIP.CSIRO.ACCESS-ESM1-5.amip;none;r2i1p1f1;Lmon;tsl;gn;v20191205
CMIP6.CMIP.BCC.BCC-CSM2-MR.amip;none;r1i1p1f1;Lmon;tsl;gn;v20200720
CMIP6.CMIP.BCC.BCC-ESM1.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190116
CMIP6.CMIP.CAMS.CAMS-CSM1-0.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190708
CMIP6.CMIP.CCCma.CanESM5.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190429
CMIP6.CMIP.CAS.CAS-ESM2-0.amip;none;r1i1p1f1;Lmon;tsl;gn;v20200301
CMIP6.CMIP.NCAR.CESM2.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190218
CMIP6.CMIP.NCAR.CESM2-FV2.amip;none;r1i1p1f1;Lmon;tsl;gn;v20200305
CMIP6.CMIP.NCAR.CESM2-WACCM.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190220
CMIP6.CMIP.NCAR.CESM2-WACCM-FV2.amip;none;r1i1p1f1;Lmon;tsl;gn;v20200305
CMIP6.CMIP.CMCC.CMCC-CM2-SR5.amip;none;r1i1p1f1;Lmon;tsl;gn;v20200717
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1.amip;none;r1i1p1f2;Lmon;tsl;gr;v20181203
CMIP6.CMIP.CNRM-CERFACS.CNRM-CM6-1-HR.amip;none;r1i1p1f2;Lmon;tsl;gr;v20191202
CMIP6.CMIP.CNRM-CERFACS.CNRM-ESM2-1.amip;none;r1i1p1f2;Lmon;tsl;gr;v20181205
CMIP6.CMIP.E3SM-Project.E3SM-1-0.amip;none;r1i1p1f1;Lmon;tsl;gr;v20191010
CMIP6.CMIP.EC-Earth-Consortium.EC-Earth3-Veg.amip;none;r1i1p1f1;Lmon;tsl;gr;v20200225
CMIP6.CMIP.CAS.FGOALS-g3.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190820
CMIP6.CMIP.NASA-GISS.GISS-E2-1-G.amip;none;r1i1p1f1;Lmon;tsl;gn;v20181016
CMIP6.CMIP.NASA-GISS.GISS-E2-2-G.amip;none;r1i1p3f1;Lmon;tsl;gn;v20191120
CMIP6.CMIP.MOHC.HadGEM3-GC31-LL.amip;none;r5i1p1f3;Lmon;tsl;gn;v20191125
CMIP6.CMIP.IPSL.IPSL-CM6A-LR.amip;none;r1i1p1f1;Lmon;tsl;gr;v20181109
CMIP6.CMIP.NIMS-KMA.KACE-1-0-G.amip;none;r1i1p1f1;Lmon;tsl;gr;v20191028
CMIP6.CMIP.MIROC.MIROC6.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190311
CMIP6.CMIP.MIROC.MIROC-ES2L.amip;none;r1i1p1f2;Lmon;tsl;gn;v20200318
CMIP6.CMIP.MPI-M.MPI-ESM1-2-HR.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190710
CMIP6.CMIP.MRI.MRI-ESM2-0.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190603
CMIP6.CMIP.NCC.NorESM2-LM.amip;none;r1i1p1f1;Lmon;tsl;gn;v20190920
CMIP6.CMIP.NCC.NorESM2-MM.amip;none;r1i1p1f1;Lmon;tsl;gn;v20191108
CMIP6.LS3MIP.BCC.BCC-CSM2-MR.land-hist;none;r1i1p1f1;Lmon;tsl;gn;v20190731
CMIP6.LS3MIP.NCAR.CESM2.land-hist;none;r1i1p1f1;Lmon;tsl;gn;v20190401 
