station name                       	Lon [deg]	Lat [deg]	slc (50%) [m]	alwnce (5%) [m] 	alwnce (17%) [m]	alwnce (50%) [m]	alwnce (83%) [m]	alwnce (95%) [m]	AF (5%) [m]     	AF (17%) [m]    	AF (50%) [m]    	AF (83%) [m]    	AF (95%) [m]    
Abashiri                           	144.283300	44.016700	0.188672	        0.074051	        0.121609	        0.192381	        0.267072	        0.316267	        7.079458	       15.848932	       44.668359	      112.201845	      199.526231
ABASHIRI                           	144.283300	44.016700	0.188672	        0.061161	        0.112736	        0.188815	        0.266989	        0.323368	        2.818383	        5.623413	       12.589254	       28.183829	       50.118723
Aberdeen                           	-2.074510	57.143250	0.124344	       -0.014176	        0.042878	        0.130643	        0.227001	        0.289720	        0.707946	        2.511886	       10.000000	       25.118864	       50.118723
Aburatsu, Japan                    	131.416700	31.566700	0.208336	       -0.041532	        0.048515	        0.191892	        0.364388	        0.514888	        0.630957	        1.584893	        3.981072	        7.943282	       12.589254
Aburatsu                           	131.416700	31.566700	0.208336	       -0.053082	        0.041334	        0.190491	        0.370218	        0.525639	        0.562341	        1.412538	        3.162278	        6.309573	        8.912509
ABURATSU                           	131.416700	31.583300	0.208336	       -0.050123	        0.044560	        0.191281	        0.366035	        0.522480	        0.630957	        1.412538	        3.162278	        6.309573	        8.912509
Acajutla-A                         	-89.833300	13.583300	0.210594	        0.109716	        0.154502	        0.221050	        0.294167	        0.333690	       31.622777	       70.794578	      177.827941	      354.813389	      562.341325
Acapulco-A,Gro.                    	-99.911700	16.840000	0.416539	        0.293000	        0.342737	        0.415531	        0.494539	        0.551316	      223.872114	      223.872114	      354.813389	      501.187234	      562.341325
Adak,Alaska                        	-176.631700	51.863300	0.031414	       -0.082730	       -0.036307	        0.037659	        0.115674	        0.167148	        0.112202	        0.316228	        2.238721	        8.912509	       19.952623
Adak                               	-176.635000	51.858300	0.031414	       -0.084594	       -0.036092	        0.039507	        0.120563	        0.173565	        0.112202	        0.316228	        2.511886	        8.912509	       17.782794
ADAK  SWEEPER COVE                 	-176.632000	51.863300	0.031414	       -0.082794	       -0.036356	        0.037044	        0.115619	        0.167965	        0.112202	        0.316228	        2.238721	        8.912509	       17.782794
ALAMEDA (NAVAL AIR STATION)        	-122.298300	37.771700	0.134086	        0.009819	        0.058730	        0.131976	        0.210747	        0.272215	        1.258925	        3.162278	        8.912509	       19.952623	       31.622777
Albany                             	117.883333	-35.033333	0.216633	        0.117082	        0.160387	        0.227177	        0.307082	        0.354478	       28.183829	       50.118723	      125.892541	      251.188643	      354.813389
Alert Bay,BC                       	-126.931000	50.587000	0.002695	       -0.125073	       -0.072525	        0.007487	        0.095248	        0.162641	        0.112202	        0.158489	        1.122018	        3.548134	        6.309573
