station name                       	Lon [deg]	Lat [deg]	slc (50%) [m]	alwnce (5%) [m] 	alwnce (17%) [m]	alwnce (50%) [m]	alwnce (83%) [m]	alwnce (95%) [m]	AF (5%) [m]     	AF (17%) [m]    	AF (50%) [m]    	AF (83%) [m]    	AF (95%) [m]    
BAYONNE_BOUCAU                     	-1.514800	43.527300	0.128531	        0.045988	        0.081804	        0.135896	        0.196642	        0.237382	        4.466836	        8.912509	       19.952623	       39.810717	       56.234133
Beihai                             	109.083300	21.483300	0.159641	       -0.033630	        0.043182	        0.160059	        0.280336	        0.375006	        0.562341	        1.778279	        5.623413	       14.125375	       22.387211
Bella Bella,BC                     	-128.143000	52.163000	0.060344	       -0.065576	       -0.015966	        0.059693	        0.143679	        0.211510	        0.177828	        0.707946	        2.238721	        5.011872	        7.943282
Bermuda                            	-64.699900	32.400000	0.195391	        0.069552	        0.121545	        0.201889	        0.289347	        0.356580	        7.079458	       17.782794	       50.118723	      141.253754	      316.227766
Bermuda-B                          	-64.703300	32.373300	0.195391	        0.069565	        0.122519	        0.207512	        0.301932	        0.374784	        7.943282	       19.952623	       63.095734	      177.827941	      354.813389
bilbao                             	-3.050000	43.357000	0.161414	        0.068291	        0.145250	        0.273832	        0.299490	        0.311695	       14.125375	       39.810717	      100.000000	      199.526231	      281.838293
bonanza                            	-6.340000	36.800000	0.196789	        0.069843	        0.121083	        0.195614	        0.277163	        0.338851	        3.981072	        7.079458	       15.848932	       28.183829	       44.668359
Booby Island                       	141.916667	-10.600000	0.084617	       -0.034418	        0.012494	        0.088129	        0.172480	        0.231370	        0.354813	        1.258925	        5.011872	       14.125375	       25.118864
Boston,MA                          	-71.051700	42.355000	0.230937	        0.091523	        0.146603	        0.231208	        0.320646	        0.384894	        2.818383	        4.466836	        8.912509	       17.782794	       25.118864
BOSTON                             	-71.053400	42.354800	0.230937	        0.074888	        0.137438	        0.229961	        0.329964	        0.404405	        2.238721	        3.981072	        7.943282	       15.848932	       22.387211
Botany Bay                         	151.216667	-33.983333	0.165711	        0.074335	        0.113465	        0.173975	        0.241551	        0.288476	       12.589254	       25.118864	       56.234133	      125.892541	      199.526231
BOULOGNE-SUR-MER                   	1.577700	50.727400	0.153047	        0.026393	        0.078885	        0.159388	        0.248994	        0.319170	        1.995262	        4.466836	       11.220185	       22.387211	       31.622777
Brest                              	-4.500000	48.383300	0.131617	        0.059758	        0.087690	        0.132665	        0.184084	        0.217164	        4.466836	        7.079458	       14.125375	       22.387211	       31.622777
BREST                              	-4.495000	48.382900	0.131617	        0.060158	        0.087715	        0.133137	        0.184688	        0.217173	        4.466836	        7.079458	       14.125375	       22.387211	       31.622777
BRIDGEPORT                         	-73.181700	41.173300	0.219789	       -0.151845	       -0.021562	        0.192688	        0.457699	        0.685063	        0.446684	        0.891251	        1.995262	        3.548134	        5.011872
Brisbane                           	153.166667	-27.366667	0.168531	        0.086912	        0.124348	        0.180128	        0.253790	        0.282461	       19.952623	       44.668359	      100.000000	      199.526231	      316.227766
Broome                             	122.216667	-18.000000	0.205359	        0.114202	        0.170983	        0.268251	        0.323213	        0.344512	       22.387211	       35.481339	       63.095734	      100.000000	      125.892541
Buenaventura                       	-77.100000	3.900000	0.155430	        0.059944	        0.098365	        0.162407	        0.236622	        0.273609	        6.309573	       14.125375	       35.481339	       70.794578	      112.201845
Buenos Aires                       	-58.500000	-34.666700	0.164820	       -0.247807	       -0.102994	        0.134430	        0.430375	        0.688077	        0.281838	        0.630957	        1.412538	        2.818383	        3.981072
Bunbury                            	115.633333	-33.316667	0.193281	        0.039959	        0.100314	        0.190929	        0.289828	        0.365502	        1.584893	        2.818383	        5.011872	        8.912509	       12.589254
Bundaberg                          	152.383333	-24.766667	0.187945	        0.051967	        0.104671	        0.184505	        0.272787	        0.341977	        1.995262	        3.162278	        6.309573	       10.000000	       14.125375
Burnie                             	145.916667	-41.050000	0.178172	        0.093094	        0.129172	        0.186814	        0.254488	        0.293672	       17.782794	       35.481339	       70.794578	      141.253754	      251.188643
Cabo San Lucas                     	-109.908300	22.880000	0.172281	        0.082475	        0.129298	        0.203451	        0.275396	        0.313437	       31.622777	       70.794578	      199.526231	      398.107171	      630.957344
cadiz                              	-6.283300	36.533300	0.189930	        0.111943	        0.143021	        0.195134	        0.255306	        0.289342	       19.952623	       31.622777	       56.234133	      100.000000	      141.253754
Cairns                             	145.783333	-16.916667	0.197516	        0.080577	        0.126810	        0.196602	        0.272520	        0.331320	        5.623413	        8.912509	       17.782794	       35.481339	       50.118723
CALAIS                             	1.867700	50.969400	0.150984	       -0.252035	       -0.108567	        0.123960	        0.407127	        0.651841	        0.281838	        0.630957	        1.412538	        2.818383	        3.981072
Callao-B, Peru                     	-77.150000	-12.050000	0.132422	        0.036674	        0.073371	        0.134142	        0.196408	        0.235073	        3.981072	       10.000000	       39.810717	      112.201845	      199.526231
Callao-B                           	-77.150000	-12.050000	0.132422	        0.044538	        0.076791	        0.133672	        0.192943	        0.225764	        5.623413	       14.125375	       50.118723	      158.489319	      281.838293
CAMBRIDGE II                       	-76.068300	38.573300	0.257477	        0.055355	        0.127131	        0.244696	        0.388568	        0.513821	        1.995262	        3.548134	        7.079458	       12.589254	       17.782794
Campbell River,BC                  	-125.247000	50.042000	-0.046914	       -0.162016	       -0.116033	       -0.047525	        0.027226	        0.085760	        0.112202	        0.112202	        0.446684	        1.412538	        2.818383
Cananeia                           	-47.925000	-25.016700	0.235875	        0.089210	        0.146530	        0.233064	        0.325553	        0.397297	        2.238721	        3.162278	        5.011872	        7.943282	       10.000000
Cape Ferguson                      	147.050000	-19.283333	0.193836	        0.059758	        0.114748	        0.198896	        0.295483	        0.374347	        3.981072	        7.943282	       15.848932	       28.183829	       39.810717
Cape May,NJ                        	-74.960000	38.968300	0.298961	        0.073927	        0.159389	        0.289556	        0.440802	        0.566003	        2.238721	        3.981072	        7.943282	       14.125375	       19.952623
Cape Town                          	18.433300	-33.900000	0.218680	        0.128054	        0.166909	        0.227691	        0.300001	        0.343299	       35.481339	       56.234133	      112.201845	      223.872114	      316.227766
CAPE MAY                           	-74.960000	38.968300	0.298961	        0.093476	        0.171459	        0.291879	        0.427571	        0.543301	        3.162278	        5.623413	       11.220185	       19.952623	       28.183829
Carnarvon                          	113.616667	-24.883333	0.203922	       -0.018146	        0.063058	        0.190409	        0.344237	        0.474266	        0.794328	        1.778279	        3.981072	        7.079458	       10.000000
Cartagena                          	-75.533300	10.383300	0.272023	        0.181391	        0.217885	        0.274749	        0.335328	        0.374895	      354.813389	      354.813389	      398.107171	      446.683592	      501.187234
Cascais                            	-9.416700	38.691700	0.187609	        0.058716	        0.111979	        0.197619	        0.289122	        0.353425	        4.466836	       10.000000	       28.183829	       70.794578	      112.201845
catania                            	15.093900	37.498000	0.184727	       -0.155467	       -0.051027	        0.135136	        0.409367	        0.703711	        0.177828	        0.707946	        1.995262	        4.466836	        7.079458
Cendering                          	103.186700	5.265000	0.177664	        0.023395	        0.087093	        0.185337	        0.286608	        0.360297	        1.778279	        5.011872	       17.782794	       44.668359	       70.794578
Ceuta                              	-5.316700	35.900000	0.113172	        0.030297	        0.063038	        0.115187	        0.172885	        0.208477	        3.162278	        8.912509	       28.183829	       89.125094	      158.489319
ceuta                              	-5.316700	35.900000	0.113172	        0.032016	        0.063980	        0.115624	        0.174042	        0.207906	        3.548134	       10.000000	       31.622777	      100.000000	      177.827941
Charchanga                         	91.050000	22.216700	0.224336	       -0.083603	        0.039464	        0.249969	        0.529318	        0.782163	        0.251189	        1.584893	        5.011872	       11.220185	       15.848932
Charleston,OR                      	-124.321700	43.345000	0.129406	        0.000506	        0.051533	        0.131186	        0.221352	        0.294083	        1.000000	        2.818383	        7.943282	       15.848932	       22.387211
Charleston,SC                      	-79.925000	32.781700	0.278523	        0.136184	        0.191824	        0.278006	        0.367788	        0.431034	        3.981072	        6.309573	       12.589254	       25.118864	       44.668359
CHARLESTON I                       	-79.925000	32.781700	0.278523	        0.132556	        0.189196	        0.277286	        0.371394	        0.436727	        3.981072	        6.309573	       12.589254	       28.183829	       50.118723
Charlotte Amalie                   	-64.920000	18.335000	0.216031	        0.024658	        0.093571	        0.203316	        0.330654	        0.442174	        1.412538	        3.162278	        8.912509	       25.118864	       63.095734
Charlottetown,PEI                  	-63.116700	46.233300	0.283758	        0.040885	        0.135602	        0.278773	        0.426228	        0.528108	        1.412538	        2.818383	        7.079458	       17.782794	       31.622777
CHERBOURG                          	-1.635500	49.651400	0.121094	        0.049908	        0.082818	        0.142410	        0.211483	        0.232866	        7.943282	       14.125375	       31.622777	       56.234133	       89.125094
Chesapeake BBT                     	-76.113300	36.966700	0.300453	        0.035783	        0.131100	        0.284428	        0.473429	        0.641765	        1.412538	        3.162278	        6.309573	       10.000000	       14.125375
Chichijima, Japan                  	142.183300	27.100000	0.253203	        0.014901	        0.098961	        0.237738	        0.415950	        0.589924	        1.258925	        3.981072	       11.220185	       35.481339	       79.432823
Chichijima                         	142.183300	27.100000	0.253203	        0.082802	        0.149385	        0.252659	        0.368065	        0.453016	        3.981072	        8.912509	       22.387211	       63.095734	      141.253754
CHICHIJIMA                         	142.200000	27.100000	0.253203	        0.075198	        0.143858	        0.252025	        0.371578	        0.466524	        3.548134	        7.079458	       19.952623	       56.234133	      125.892541
CHOSHIGYOKO                        	140.866700	35.750000	0.152070	       -0.079747	        0.001708	        0.133108	        0.300484	        0.450626	        0.354813	        1.000000	        2.511886	        5.011872	        7.943282
Christmas-B, Line Is. Kiribati     	-157.471700	1.981700	0.188914	        0.048129	        0.100937	        0.186811	        0.286616	        0.371363	        3.981072	       11.220185	       35.481339	      125.892541	      281.838293
Christmas-B                        	-157.471700	1.981700	0.188914	        0.061876	        0.110601	        0.188221	        0.273420	        0.340017	        5.623413	       12.589254	       44.668359	      141.253754	      316.227766
Churchill, Canada                  	-94.183300	58.766600	-0.360484	       -0.652714	       -0.551134	       -0.380328	       -0.171641	        0.017917	        0.112202	        0.112202	        0.112202	        0.501187	        1.000000
Churchill                          	-94.200000	58.783300	-0.360484	       -0.568593	       -0.490256	       -0.368524	       -0.231123	       -0.114034	        0.112202	        0.112202	        0.112202	        0.251189	        0.562341
Chuuk                              	151.850000	7.450000	0.188414	        0.034617	        0.092088	        0.181967	        0.284120	        0.369183	        2.238721	        6.309573	       22.387211	      100.000000	      251.188643
Cocos                              	96.883300	-12.116700	0.217672	        0.116056	        0.165391	        0.242922	        0.317540	        0.360660	       44.668359	       79.432823	      199.526231	      354.813389	      398.107171
Cooktown                           	145.250000	-15.466667	0.189781	        0.071007	        0.120522	        0.199026	        0.282823	        0.348896	        7.079458	       12.589254	       31.622777	       63.095734	       89.125094
CORDEMAIS                          	-1.889800	47.277200	0.129852	        0.034193	        0.071957	        0.132024	        0.197019	        0.246071	        2.511886	        5.623413	       12.589254	       25.118864	       35.481339
CORDOVA                            	-145.753000	60.558300	0.236141	        0.138796	        0.187103	        0.268402	        0.348311	        0.405398	       28.183829	       39.810717	       70.794578	      112.201845	      141.253754
Cordova-B,Alaska                   	-145.753300	60.558300	0.236141	        0.119144	        0.165043	        0.236388	        0.314053	        0.373030	        8.912509	       12.589254	       22.387211	       39.810717	       50.118723
Corpus Cristi,TX                   	-97.216700	27.580000	0.313211	       -1.130834	       -0.843136	       -0.132033	        1.357631	        3.427212	        0.112202	        0.112202	        0.794328	        2.511886	        3.981072
coruna                             	-8.389000	43.357000	0.179086	        0.079601	        0.122744	        0.192852	        0.268691	        0.315404	        8.912509	       17.782794	       39.810717	       79.432823	      112.201845
Coruna                             	-8.397700	43.368301	0.176313	        0.098602	        0.128046	        0.178063	        0.235021	        0.270646	       12.589254	       19.952623	       39.810717	       63.095734	      100.000000
Cox's Bazaar                       	91.833300	21.450000	0.132773	       -0.224457	       -0.101920	        0.103367	        0.375176	        0.632789	        0.112202	        0.398107	        1.778279	        5.011872	        7.943282
Crescent City,CA                   	-124.183300	41.745000	0.051711	       -0.076507	       -0.026595	        0.048047	        0.130511	        0.195626	        0.158489	        0.630957	        1.995262	        4.466836	        7.079458
Crescent City, California          	-124.183300	41.745000	0.051711	       -0.086803	       -0.033322	        0.052473	        0.149593	        0.230673	        0.112202	        0.501187	        2.238721	        5.623413	        8.912509
CRESCENT CITY                      	-124.183000	41.745000	0.051711	       -0.103439	       -0.044637	        0.044600	        0.148527	        0.235118	        0.125893	        0.501187	        1.584893	        3.548134	        5.623413
Cristobal                          	-79.915000	9.355000	0.204016	        0.115096	        0.149313	        0.203098	        0.260576	        0.301540	       39.810717	       63.095734	      177.827941	      398.107171	      446.683592
Cromer                             	1.301640	52.934360	0.200820	       -0.014751	        0.070560	        0.201703	        0.347707	        0.461770	        0.794328	        2.511886	        7.079458	       15.848932	       25.118864
Cuxhaven                           	8.716700	53.866700	0.164766	       -0.159219	       -0.036934	        0.152636	        0.365395	        0.534565	        0.446684	        0.891251	        1.584893	        2.818383	        3.548134
Darwin                             	130.850000	-12.466667	0.199672	        0.112848	        0.150990	        0.216665	        0.302841	        0.319436	       19.952623	       35.481339	       63.095734	      112.201845	      158.489319
DEGERBY                            	20.384800	60.031900	-0.061328	       -0.218547	       -0.139619	       -0.025340	        0.091429	        0.158815	        0.112202	        0.112202	        0.630957	        4.466836	       11.220185
Delfzijl                           	6.933100	53.326400	0.151398	       -0.394644	       -0.201094	        0.115889	        0.505983	        0.838657	        0.112202	        0.446684	        1.412538	        2.818383	        3.981072
Den Helder                         	4.746400	52.965000	0.184195	       -0.128868	       -0.013975	        0.172058	        0.392467	        0.579964	        0.251189	        0.891251	        2.511886	        5.011872	        7.079458
Devonport                          	-4.185250	50.368390	0.140219	        0.021673	        0.075001	        0.155715	        0.245857	        0.312991	        1.995262	        5.623413	       15.848932	       35.481339	       50.118723
DIEPPE                             	1.084500	49.929200	0.190922	        0.124880	        0.189674	        0.291268	        0.295320	        0.299576	       44.668359	       70.794578	      125.892541	      199.526231	      251.188643
DONGES                             	-2.088300	47.305700	0.129852	       -0.007841	        0.047828	        0.130646	        0.223369	        0.299681	        0.794328	        2.238721	        5.623413	       11.220185	       15.848932
Dongfang                           	108.616700	19.100000	0.177789	       -0.003713	        0.151713	        0.373510	        0.429994	        0.459169	        0.891251	       11.220185	       79.432823	      223.872114	      354.813389
Dover                              	1.318060	51.116940	0.175094	        0.010100	        0.075414	        0.172244	        0.274377	        0.352804	        1.122018	        2.238721	        5.011872	        8.912509	       12.589254
Duck, N.C.                         	-75.740000	36.183300	0.319516	        0.044116	        0.151954	        0.318728	        0.516499	        0.691424	        1.995262	        6.309573	       19.952623	       56.234133	      100.000000
Duck Pier,NC                       	-75.740000	36.183300	0.319516	        0.053132	        0.157663	        0.313235	        0.486958	        0.626400	        1.995262	        4.466836	       12.589254	       31.622777	       56.234133
DUNKERQUE                          	2.366700	51.048100	0.153688	       -0.041650	        0.034358	        0.149087	        0.277970	        0.385412	        0.630957	        1.412538	        3.162278	        5.623413	        7.943282
Durban, South Africa               	31.050000	-29.866700	0.185523	        0.058533	        0.110145	        0.187828	        0.274571	        0.343270	        5.011872	       11.220185	       28.183829	       63.095734	      100.000000
Durban                             	31.050000	-29.866700	0.185523	        0.048686	        0.100892	        0.183269	        0.274936	        0.349779	        3.162278	        7.079458	       17.782794	       39.810717	       63.095734
Dutch Harbor-B,AK                  	-166.536700	53.880000	-0.106977	       -0.191600	       -0.144195	       -0.069734	        0.001072	        0.033211	        0.112202	        0.112202	        0.125893	        1.000000	        2.511886
East London                        	27.916700	-33.016700	0.204664	        0.077543	        0.139301	        0.235399	        0.333165	        0.395809	        8.912509	       22.387211	       63.095734	      141.253754	      223.872114
Easter-C                           	-109.448300	-27.150000	0.128891	       -0.078654	       -0.002316	        0.119372	        0.268245	        0.401140	        0.354813	        1.000000	        2.511886	        5.011872	        7.943282
Eastport,ME                        	-66.985000	44.903300	0.179531	        0.103550	        0.133012	        0.180268	        0.233901	        0.274778	        8.912509	       14.125375	       25.118864	       44.668359	       63.095734
EASTPORT                           	-66.982900	44.904600	0.179531	        0.101183	        0.131927	        0.180102	        0.235831	        0.277119	        8.912509	       12.589254	       25.118864	       44.668359	       63.095734
Eden                               	149.900000	-37.066667	0.172711	        0.055580	        0.103391	        0.177303	        0.258543	        0.323999	        5.011872	       11.220185	       28.183829	       70.794578	      112.201845
Enewetok-A                         	162.386700	11.430000	0.195398	        0.038042	        0.137564	        0.280096	        0.372538	        0.393828	        8.912509	       25.118864	      223.872114	      501.187234	      630.957344
Ensenada                           	-116.633300	31.850000	0.154070	        0.082036	        0.129957	        0.227001	        0.262503	        0.276963	       50.118723	       89.125094	      199.526231	      398.107171	      562.341325
Esbjerg                            	8.433300	55.466700	0.117594	       -0.185265	       -0.072354	        0.103919	        0.308100	        0.475211	        0.281838	        0.707946	        1.584893	        2.818383	        3.548134
Esmeraldas                         	-79.646700	0.991700	0.146055	        0.036477	        0.083264	        0.157281	        0.236217	        0.284706	        3.548134	        8.912509	       28.183829	       70.794578	      125.892541
Esperance                          	121.900000	-33.866667	0.207570	        0.093995	        0.140486	        0.211203	        0.288683	        0.344664	       10.000000	       17.782794	       35.481339	       70.794578	      112.201845
Faraday                            	-64.266700	-65.250000	-0.117547	       -0.406354	       -0.270106	       -0.089897	        0.086978	        0.179713	        0.112202	        0.112202	        0.199526	        3.548134	       15.848932
Felixstowe                         	1.348390	51.956750	0.171570	       -0.165630	       -0.045574	        0.153082	        0.401452	        0.629505	        0.112202	        0.630957	        2.818383	        6.309573	       10.000000
Fernandina Beach                   	-81.466700	30.671700	0.212945	        0.093742	        0.140391	        0.210264	        0.284663	        0.342193	        5.011872	        7.943282	       14.125375	       28.183829	       39.810717
Fishguard                          	-4.983330	52.013780	0.168633	        0.077109	        0.115115	        0.180866	        0.253246	        0.288246	        7.943282	       14.125375	       31.622777	       56.234133	       79.432823
Forsmark                           	18.210800	60.408600	-0.168922	       -0.371989	       -0.294910	       -0.173137	       -0.025868	        0.104984	        0.112202	        0.112202	        0.199526	        0.891251	        1.778279
Fort Denison                       	151.233333	-33.850000	0.165711	        0.089887	        0.120560	        0.165922	        0.220918	        0.255455	       15.848932	       28.183829	       63.095734	      125.892541	      199.526231
Fort Pulaski,GA                    	-80.901700	32.033300	0.266266	        0.166153	        0.205753	        0.266093	        0.331528	        0.375151	       14.125375	       22.387211	       44.668359	       89.125094	      141.253754
FortDenison                        	151.225600	-33.855000	0.165711	        0.090033	        0.120414	        0.166479	        0.222078	        0.256606	       15.848932	       28.183829	       63.095734	      125.892541	      199.526231
FORT PULASKI                       	-80.901700	32.033300	0.266266	        0.169636	        0.208151	        0.266970	        0.332175	        0.374823	       35.481339	       63.095734	      125.892541	      251.188643	      398.107171
FREEPORT                           	-95.308300	28.948300	0.470000	       -0.159868	        0.030526	        0.388592	        0.894192	        1.398866	        0.446684	        1.122018	        2.511886	        4.466836	        5.623413
Fremantle                          	115.733333	-32.050000	0.206961	        0.105809	        0.145827	        0.206402	        0.271036	        0.315783	        5.623413	        8.912509	       15.848932	       28.183829	       44.668359
French Frigate-A                   	-166.288300	23.868300	0.207797	        0.082644	        0.132069	        0.207706	        0.289198	        0.343411	       10.000000	       25.118864	      100.000000	      251.188643	      354.813389
French Frigate Shoal, USA          	-166.290000	23.866700	0.207797	        0.081751	        0.132117	        0.209242	        0.291076	        0.346346	       10.000000	       25.118864	      112.201845	      251.188643	      398.107171
FUKAURA                            	139.933300	40.650000	0.174805	       -0.083871	        0.018275	        0.195981	        0.353124	        0.418960	        0.112202	        1.584893	       28.183829	      141.253754	      251.188643
FUKUE                              	128.850000	32.700000	0.144734	        0.053276	        0.096745	        0.168350	        0.238782	        0.266746	        8.912509	       22.387211	       63.095734	      141.253754	      199.526231
Fulford Harbour,BC                 	-123.451000	48.769000	0.087812	       -0.034302	        0.014913	        0.092468	        0.180013	        0.249382	        0.354813	        1.412538	        4.466836	       10.000000	       15.848932
Funafuti, Tuvalu                   	179.195000	-8.525000	0.197758	        0.081175	        0.143858	        0.242723	        0.336156	        0.387194	       15.848932	       44.668359	      141.253754	      316.227766	      446.683592
Funafuti-A                         	179.195000	-8.525000	0.197758	        0.079666	        0.142605	        0.239327	        0.334064	        0.386348	       15.848932	       39.810717	      141.253754	      316.227766	      446.683592
Funchal-B                          	-16.906700	32.640000	0.231297	        0.096529	        0.220854	        0.379517	        0.398413	        0.408517	       39.810717	      100.000000	      251.188643	      446.683592	      501.187234
Furuogrund                         	21.230600	64.915800	-0.299461	       -0.478062	       -0.409094	       -0.299568	       -0.174765	       -0.070888	        0.112202	        0.112202	        0.112202	        0.316228	        0.707946
Galveston,P.Pier                   	-94.790000	29.286700	0.400227	       -0.382126	       -0.139311	        0.308200	        0.912274	        1.512758	        0.354813	        0.707946	        1.584893	        2.818383	        3.981072
Galveston,Pier 21                  	-94.793300	29.310000	0.397969	       -0.454637	       -0.191475	        0.288762	        0.965745	        1.618722	        0.398107	        0.707946	        1.412538	        2.238721	        3.162278
GALVESTON I, PLEASURE PIER, TX     	-94.789400	29.285300	0.400227	       -0.498886	       -0.224052	        0.282924	        0.997967	        1.701546	        0.281838	        0.630957	        1.412538	        2.511886	        3.548134
GALVESTON II, PIER 21, TX          	-94.793300	29.310000	0.397969	       -0.479962	       -0.214461	        0.271331	        0.984332	        1.698967	        0.281838	        0.630957	        1.412538	        2.511886	        3.548134
Gan                                	73.151700	-0.686700	0.204164	        0.098341	        0.163279	        0.254856	        0.316755	        0.336919	      100.000000	      125.892541	      316.227766	      501.187234	      630.957344
