station name                       	Lon [deg]	Lat [deg]	slc (50%) [m]	alwnce (5%) [m] 	alwnce (17%) [m]	alwnce (50%) [m]	alwnce (83%) [m]	alwnce (95%) [m]	AF (5%) [m]     	AF (17%) [m]    	AF (50%) [m]    	AF (83%) [m]    	AF (95%) [m]    
Abashiri                           	144.283300	44.016700	0.522164	        0.195329	        0.341239	        0.565396	        0.865928	        0.945509	       44.668359	       56.234133	      199.526231	      398.107171	      501.187234
ABASHIRI                           	144.283300	44.016700	0.522164	        0.199722	        0.329983	        0.523603	        0.723927	        0.895255	       14.125375	       25.118864	      141.253754	      354.813389	      446.683592
Aberdeen                           	-2.074510	57.143250	0.338711	        0.026779	        0.194447	        0.422844	        0.787293	        0.833025	        1.778279	       15.848932	       79.432823	      281.838293	      562.341325
Aburatsu, Japan                    	131.416700	31.566700	0.566000	        0.144416	        0.318469	        0.559790	        0.835291	        1.033293	        3.162278	       10.000000	       44.668359	      177.827941	      316.227766
Aburatsu                           	131.416700	31.566700	0.566000	        0.140764	        0.313054	        0.557852	        0.838064	        1.042806	        2.818383	        7.943282	       31.622777	      125.892541	      251.188643
ABURATSU                           	131.416700	31.583300	0.566000	        0.146845	        0.316932	        0.559128	        0.834884	        1.031461	        2.818383	        7.943282	       31.622777	      125.892541	      251.188643
Acajutla-A                         	-89.833300	13.583300	0.569391	        0.240280	        0.417217	        0.764008	        1.005955	        1.027884	      281.838293	      281.838293	      316.227766	      630.957344	      630.957344
Acapulco-A,Gro.                    	-99.911700	16.840000	1.012086	        0.647689	        0.778838	        0.995267	        1.233855	        1.389759	      501.187234	      501.187234	      501.187234	      501.187234	      501.187234
Adak,Alaska                        	-176.631700	51.863300	0.194117	       -0.138109	        0.024639	        0.287190	        0.585940	        0.643043	        0.112202	        1.412538	       25.118864	      158.489319	      316.227766
Adak                               	-176.635000	51.858300	0.194117	       -0.136729	        0.033482	        0.296541	        0.586691	        0.646266	        0.112202	        1.584893	       25.118864	      158.489319	      281.838293
ADAK  SWEEPER COVE                 	-176.632000	51.863300	0.194117	       -0.137908	        0.022474	        0.279069	        0.583132	        0.642500	        0.112202	        1.412538	       25.118864	      158.489319	      316.227766
ALAMEDA (NAVAL AIR STATION)        	-122.298300	37.771700	0.392281	        0.094076	        0.215320	        0.402474	        0.621766	        0.766357	        4.466836	       17.782794	      125.892541	      398.107171	      630.957344
Albany                             	117.883333	-35.033333	0.576469	        0.261976	        0.443363	        0.692087	        0.982841	        1.014790	      199.526231	      223.872114	      251.188643	      398.107171	      501.187234
Alert Bay,BC                       	-126.931000	50.587000	0.137656	       -0.138680	       -0.014334	        0.187502	        0.465541	        0.572452	        0.112202	        0.794328	        8.912509	       50.118723	      177.827941
algeciras                          	-5.433300	36.116700	0.367352	        0.068967	        0.188253	        0.368804	        0.566160	        0.714373	        1.584893	        3.162278	       11.220185	       44.668359	      141.253754
ANCHORAGE                          	-149.890000	61.238300	-0.283953	       -0.686101	       -0.389255	        0.115534	        0.165182	        0.193102	        0.112202	        0.112202	        1.122018	       15.848932	       22.387211
ANNAPOLIS (NAVAL ACADEMY)          	-76.481600	38.983300	0.670945	        0.288463	        0.435429	        0.664540	        0.932842	        1.144223	        5.011872	       10.000000	       25.118864	       79.432823	      158.489319
Antofagasta                        	-70.400000	-23.650000	0.320141	       -0.028108	        0.181388	        0.385753	        0.706998	        0.722082	        0.199526	        2.818383	      112.201845	      354.813389	      562.341325
Argentia,NF                        	-53.983300	47.300000	0.536820	        0.113017	        0.291620	        0.563672	        0.856068	        1.054898	        3.981072	       22.387211	      141.253754	      446.683592	      707.945784
arrecife                           	-13.530000	28.972200	0.542789	        0.310465	        0.809129	        0.970177	        0.983116	        0.992669	      100.000000	      112.201845	      316.227766	      501.187234	      562.341325
Astoria,OR                         	-123.766700	46.208300	0.314148	        0.029701	        0.138290	        0.318675	        0.516780	        0.679385	        1.584893	        5.623413	       31.622777	      125.892541	      281.838293
ASTORIA (TONGUE POINT)             	-123.768300	46.207300	0.314148	        0.015064	        0.131031	        0.318667	        0.527842	        0.686762	        1.258925	        4.466836	       25.118864	      100.000000	      354.813389
Atlantic City                      	-74.418300	39.355000	0.719258	        0.434280	        0.551566	        0.722388	        0.913209	        1.072550	       31.622777	       70.794578	      199.526231	      446.683592	      630.957344
ATLANTIC CITY                      	-74.418300	39.355000	0.719258	        0.370425	        0.507864	        0.720317	        0.955917	        1.137701	       12.589254	       25.118864	       70.794578	      223.872114	      398.107171
Avonmouth                          	-2.714970	51.510890	0.407469	        0.153177	        0.291379	        0.512008	        0.766160	        0.824306	        8.912509	       22.387211	       56.234133	      112.201845	      199.526231
AYUKAWA                            	141.500000	38.300000	1.409828	        1.068964	        1.210980	        1.398076	        1.590880	        1.766700	      707.945784	      707.945784	      707.945784	      707.945784	      707.945784
Bakar                              	14.533000	45.300000	0.408523	        0.152917	        0.262956	        0.433384	        0.629481	        0.749834	       12.589254	       31.622777	      125.892541	      281.838293	      354.813389
Balboa                             	-79.573300	8.961700	0.556258	        0.255760	        0.474081	        0.943480	        0.958259	        0.967488	       89.125094	      141.253754	      316.227766	      501.187234	      562.341325
BALTIMORE                          	-76.578300	39.266700	0.644906	        0.230724	        0.386084	        0.635300	        0.922594	        1.153896	        3.162278	        5.011872	       11.220185	       28.183829	      100.000000
Baltra-B                           	-90.285000	-0.436700	0.558109	        0.166223	        0.336903	        0.605349	        0.882632	        1.047737	       17.782794	       28.183829	      141.253754	      398.107171	      446.683592
Bamfield,BC                        	-125.136000	48.836000	0.274922	       -0.005534	        0.116054	        0.303677	        0.548564	        0.707096	        0.891251	        5.011872	       28.183829	      125.892541	      446.683592
barcelona                          	2.163000	41.342000	0.522461	        0.211425	        0.350085	        0.661935	        0.906497	        0.938844	      223.872114	      223.872114	      223.872114	      223.872114	      223.872114
BAR HARBOR, FRENCHMAN BAY, ME      	-68.205000	44.391700	0.555969	        0.275053	        0.393031	        0.569069	        0.818208	        0.943527	       44.668359	      100.000000	      316.227766	      630.957344	      794.328235
Barseback                          	12.903300	55.756400	0.302055	       -0.110633	        0.039722	        0.297192	        0.625808	        0.937792	        0.251189	        1.412538	        5.623413	       14.125375	       31.622777
BAYONNE_BOUCAU                     	-1.514800	43.527300	0.410047	        0.173792	        0.304543	        0.527562	        0.754390	        0.787912	       35.481339	       70.794578	      223.872114	      446.683592	      562.341325
Beihai                             	109.083300	21.483300	0.492133	        0.100646	        0.257557	        0.510868	        0.791243	        0.950295	        3.548134	       12.589254	       70.794578	      251.188643	      398.107171
Bella Bella,BC                     	-128.143000	52.163000	0.281617	        0.000004	        0.116966	        0.301119	        0.527187	        0.685731	        1.000000	        5.011872	       28.183829	      112.201845	      316.227766
Bermuda                            	-64.699900	32.400000	0.532383	        0.092281	        0.251412	        0.546034	        0.875730	        1.027950	        8.912509	       15.848932	      100.000000	      354.813389	      501.187234
Bermuda-B                          	-64.703300	32.373300	0.532383	        0.089332	        0.273617	        0.579022	        0.929977	        1.045338	       10.000000	       17.782794	      112.201845	      354.813389	      501.187234
bilbao                             	-3.050000	43.357000	0.467320	        0.313344	        0.666372	        0.818288	        0.835883	        0.849224	      100.000000	      125.892541	      354.813389	      501.187234	      562.341325
bonanza                            	-6.340000	36.800000	0.559187	        0.260609	        0.382576	        0.576472	        0.784864	        0.925711	       28.183829	       56.234133	      199.526231	      398.107171	      501.187234
Booby Island                       	141.916667	-10.600000	0.338562	       -0.010068	        0.146576	        0.404515	        0.750176	        0.817521	        0.794328	        7.943282	       70.794578	      251.188643	      446.683592
Boston,MA                          	-71.051700	42.355000	0.616531	        0.321771	        0.442016	        0.615308	        0.819621	        0.992497	       17.782794	       50.118723	      158.489319	      446.683592	      707.945784
BOSTON                             	-71.053400	42.354800	0.616531	        0.315680	        0.436310	        0.615932	        0.825406	        0.992926	       15.848932	       44.668359	      141.253754	      354.813389	      630.957344
Botany Bay                         	151.216667	-33.983333	0.508914	        0.221817	        0.377007	        0.591060	        0.855583	        0.909444	      112.201845	      125.892541	      316.227766	      562.341325	      630.957344
BOULOGNE-SUR-MER                   	1.577700	50.727400	0.444383	        0.194246	        0.304286	        0.490216	        0.723908	        0.832179	       19.952623	       44.668359	      125.892541	      316.227766	      501.187234
Brest                              	-4.500000	48.383300	0.405070	        0.164223	        0.317300	        0.568342	        0.739280	        0.752362	       19.952623	       56.234133	      141.253754	      316.227766	      446.683592
BREST                              	-4.495000	48.382900	0.405070	        0.164033	        0.318274	        0.699349	        0.739400	        0.751618	       19.952623	       56.234133	      141.253754	      316.227766	      446.683592
