station name                       	Lon [deg]	Lat [deg]	slc (50%) [m]	alwnce (5%) [m] 	alwnce (17%) [m]	alwnce (50%) [m]	alwnce (83%) [m]	alwnce (95%) [m]	AF (5%) [m]     	AF (17%) [m]    	AF (50%) [m]    	AF (83%) [m]    	AF (95%) [m]    
Abashiri                           	144.283300	44.016700	0.451156	        0.126815	        0.275858	        0.477579	        0.873787	        0.935820	       14.125375	       28.183829	      177.827941	      398.107171	      501.187234
ABASHIRI                           	144.283300	44.016700	0.451156	        0.133086	        0.262611	        0.454945	        0.664712	        0.879505	        5.623413	       17.782794	      112.201845	      316.227766	      446.683592
Aberdeen                           	-2.074510	57.143250	0.298242	        0.005924	        0.141544	        0.386993	        0.727961	        0.778093	        1.122018	        8.912509	       63.095734	      223.872114	      398.107171
Aburatsu, Japan                    	131.416700	31.566700	0.464570	        0.054934	        0.212956	        0.463852	        0.740841	        0.952890	        1.584893	        5.011872	       25.118864	      112.201845	      223.872114
Aburatsu                           	131.416700	31.566700	0.464570	        0.047741	        0.219634	        0.462485	        0.743483	        0.955786	        1.412538	        3.981072	       17.782794	       70.794578	      177.827941
ABURATSU                           	131.416700	31.583300	0.464570	        0.053957	        0.221181	        0.465181	        0.740777	        0.951976	        1.584893	        3.981072	       17.782794	       70.794578	      177.827941
Acajutla-A                         	-89.833300	13.583300	0.482547	        0.169897	        0.351731	        0.699937	        0.942201	        0.964324	       89.125094	      100.000000	      223.872114	      562.341325	      630.957344
Acapulco-A,Gro.                    	-99.911700	16.840000	0.928141	        0.594548	        0.714818	        0.911996	        1.162853	        1.389377	      562.341325	      562.341325	      562.341325	      562.341325	      562.341325
Adak,Alaska                        	-176.631700	51.863300	0.161531	       -0.204137	       -0.014068	        0.253026	        0.591756	        0.642445	        0.112202	        0.794328	       19.952623	      125.892541	      251.188643
Adak                               	-176.635000	51.858300	0.161531	       -0.204609	       -0.005733	        0.264194	        0.591564	        0.646611	        0.112202	        0.891251	       19.952623	      125.892541	      251.188643
ADAK  SWEEPER COVE                 	-176.632000	51.863300	0.161531	       -0.204885	       -0.018776	        0.245218	        0.584508	        0.639179	        0.112202	        0.707946	       17.782794	      125.892541	      281.838293
ALAMEDA (NAVAL AIR STATION)        	-122.298300	37.771700	0.323805	        0.017425	        0.138288	        0.335378	        0.565126	        0.736299	        1.412538	        7.943282	       63.095734	      281.838293	      501.187234
Albany                             	117.883333	-35.033333	0.492539	        0.183025	        0.356146	        0.659243	        0.916995	        0.949740	       70.794578	       79.432823	      199.526231	      398.107171	      398.107171
Alert Bay,BC                       	-126.931000	50.587000	0.083039	       -0.196123	       -0.064518	        0.133675	        0.453826	        0.566243	        0.112202	        0.354813	        5.011872	       35.481339	      177.827941
algeciras                          	-5.433300	36.116700	0.303344	        0.006693	        0.126706	        0.305376	        0.511502	        0.674352	        1.000000	        2.238721	        6.309573	       25.118864	       89.125094
ANCHORAGE                          	-149.890000	61.238300	-0.254023	       -0.605044	       -0.348899	        0.092295	        0.184125	        0.212254	        0.112202	        0.112202	        1.778279	       17.782794	       25.118864
ANNAPOLIS (NAVAL ACADEMY)          	-76.481600	38.983300	0.604000	        0.228099	        0.371266	        0.602082	        0.875257	        1.088707	        3.548134	        7.079458	       15.848932	       56.234133	      177.827941
Antofagasta                        	-70.400000	-23.650000	0.258609	       -0.079148	        0.090688	        0.351456	        0.666506	        0.683347	        0.112202	        2.818383	       89.125094	      354.813389	      501.187234
Argentia,NF                        	-53.983300	47.300000	0.469109	        0.065326	        0.228070	        0.495613	        0.830650	        1.032206	        2.511886	       14.125375	      100.000000	      354.813389	      630.957344
arrecife                           	-13.530000	28.972200	0.471992	        0.262810	        0.834829	        0.960276	        0.972787	        0.982231	       70.794578	       89.125094	      281.838293	      501.187234	      562.341325
Astoria,OR                         	-123.766700	46.208300	0.240352	       -0.041687	        0.066859	        0.248973	        0.471220	        0.649445	        0.501187	        2.511886	       17.782794	       89.125094	      281.838293
ASTORIA (TONGUE POINT)             	-123.768300	46.207300	0.240352	       -0.055366	        0.058976	        0.250982	        0.479807	        0.652216	        0.398107	        1.995262	       12.589254	       63.095734	      281.838293
Atlantic City                      	-74.418300	39.355000	0.656375	        0.375329	        0.489444	        0.659636	        0.855651	        1.039580	       19.952623	       50.118723	      141.253754	      354.813389	      630.957344
ATLANTIC CITY                      	-74.418300	39.355000	0.656375	        0.314354	        0.448893	        0.657099	        0.901109	        1.092266	        8.912509	       17.782794	       50.118723	      141.253754	      316.227766
Avonmouth                          	-2.714970	51.510890	0.355828	        0.106284	        0.231317	        0.463497	        0.757424	        0.814974	        5.623413	       14.125375	       39.810717	      100.000000	      177.827941
