"CMIP_time","CMIP","CMIP_Likely_lbound","CMIP_VeryLikely_lbound","CMIP_Likely_ubound","CMIP_VeryLikely_ubound","SSP126_time","SSP126","SSP126_Likely_lbound","SSP126_VeryLikely_lbound","SSP126_Likely_ubound","SSP126_VeryLikely_ubound","SSP245_time","SSP245","SSP245_Likely_lbound","SSP245_VeryLikely_lbound","SSP245_Likely_ubound","SSP245_VeryLikely_ubound","SSP370_time","SSP370","SSP370_Likely_lbound","SSP370_VeryLikely_lbound","SSP370_Likely_ubound","SSP370_VeryLikely_ubound","SSP585_time","SSP585","SSP585_Likely_lbound","SSP585_VeryLikely_lbound","SSP585_Likely_ubound","SSP585_VeryLikely_ubound","Zanna_time","Zanna","Zanna_Likely_lbound","Zanna_Likely_ubound","Ishii2k_time","Ishii2k","Ishii2k_Likely_lbound","Ishii2k_Likely_ubound",
1850,-0.22047,-0.396,-0.49934,-0.053175,0.052216,2015,0.070237,0.063645,-0.045398,0.088131,0.10678,2015,0.080794,0.067724,0.054829,0.093307,0.10825,2015,0.074354,0.064757,0.0029488,0.089131,0.10647,2015,0.081304,0.070166,0.055574,0.093488,0.1076,1870,-0.38768,-0.82317,-0.72756,1955,-0.31533,-0.33378,-0.29688,
1850.0833,-0.22549,-0.4006,-0.50422,-0.057655,0.047383,2015.0833,0.065602,0.058899,-0.049583,0.083385,0.10256,2015.0833,0.076092,0.063224,0.049142,0.08903,0.10419,2015.0833,0.069745,0.058807,-0.0010443,0.08447,0.10227,2015.0833,0.07669,0.065925,0.049841,0.089158,0.10378,1871,-0.38655,-0.82146,-0.72701,1956,-0.29413,-0.31248,-0.27578,
1850.1667,-0.23108,-0.40584,-0.50934,-0.0627,0.041681,2015.1667,0.060443,0.053565,-0.054441,0.078292,0.097415,2015.1667,0.070844,0.058217,0.043246,0.084083,0.099033,2015.1667,0.064576,0.052431,-0.0057892,0.079353,0.09738,2015.1667,0.071527,0.061171,0.043807,0.084551,0.098957,1872,-0.38472,-0.82151,-0.7233,1957,-0.31202,-0.33022,-0.29383,
1850.25,-0.23574,-0.41015,-0.51359,-0.067063,0.036698,2015.25,0.056256,0.048824,-0.058302,0.07431,0.092883,2015.25,0.066566,0.054091,0.038436,0.080031,0.094565,2015.25,0.060377,0.047243,-0.0095357,0.075243,0.093268,2015.25,0.067339,0.05704,0.038927,0.080912,0.094943,1873,-0.38616,-0.82581,-0.72189,1958,-0.27553,-0.29358,-0.25748,
1850.3333,-0.23871,-0.41299,-0.51641,-0.069709,0.033388,2015.3333,0.053712,0.045756,-0.060428,0.071978,0.089857,2015.3333,0.063935,0.051229,0.035495,0.07771,0.091619,2015.3333,0.057819,0.043931,-0.011548,0.072804,0.090542,2015.3333,0.064798,0.054494,0.035942,0.078673,0.092418,1874,-0.38639,-0.82609,-0.72205,1959,-0.29303,-0.31123,-0.27483,
1850.4167,-0.24006,-0.41444,-0.51776,-0.070791,0.031835,2015.4167,0.052781,0.044395,-0.060978,0.071132,0.088558,2015.4167,0.062923,0.050003,0.034381,0.076792,0.090375,2015.4167,0.05688,0.042295,-0.011835,0.071995,0.089356,2015.4167,0.063915,0.053644,0.034834,0.077898,0.091572,1875,-0.38816,-0.83188,-0.7198,1960,-0.26503,-0.28303,-0.24702,
1850.5,-0.24016,-0.41476,-0.518,-0.07065,0.031573,2015.5,0.053152,0.044471,-0.060344,0.071466,0.088734,2015.5,0.063235,0.050082,0.034786,0.077057,0.090664,2015.5,0.057268,0.04228,-0.010942,0.072518,0.089631,2015.5,0.064336,0.053981,0.035241,0.07817,0.092187,1876,-0.38493,-0.82211,-0.72311,1961,-0.25152,-0.26953,-0.23352,
1850.5833,-0.2397,-0.41472,-0.51852,-0.070143,0.031695,2015.5833,0.054815,0.04508,-0.05626,0.072475,0.09048,2015.5833,0.064847,0.050661,0.036006,0.077906,0.095117,2015.5833,0.058949,0.043115,-0.0068943,0.073626,0.091354,2015.5833,0.066068,0.054941,0.03643,0.079272,0.096265,1877,-0.3796,-0.81695,-0.71761,1962,-0.23312,-0.25103,-0.21522,
1850.6667,-0.23958,-0.41464,-0.51895,-0.069666,0.03192,2015.6667,0.055821,0.045698,-0.055447,0.073567,0.092032,2015.6667,0.065768,0.051233,0.037238,0.078708,0.096059,2015.6667,0.059978,0.044208,-0.006027,0.074648,0.092781,2015.6667,0.067163,0.055995,0.037537,0.080307,0.09774,1878,-0.37501,-0.81195,-0.71344,1963,-0.23863,-0.25638,-0.22088,
1850.75,-0.23947,-0.41474,-0.51941,-0.06929,0.032015,2015.75,0.056742,0.046278,-0.054735,0.074593,0.093258,2015.75,0.066717,0.051972,0.038583,0.079467,0.096925,2015.75,0.06097,0.04542,-0.0050926,0.075463,0.093977,2015.75,0.068196,0.056949,0.038711,0.081125,0.09916,1879,-0.37184,-0.81037,-0.70868,1964,-0.24242,-0.26012,-0.22472,
1850.8333,-0.23938,-0.41469,-0.51999,-0.069149,0.032107,2015.8333,0.05766,0.046974,-0.054056,0.075763,0.094419,2015.8333,0.067669,0.052613,0.03968,0.080337,0.09771,2015.8333,0.061923,0.046638,-0.0041431,0.07627,0.095057,2015.8333,0.069173,0.057969,0.039798,0.081925,0.10028,1880,-0.36783,-0.80639,-0.70464,1965,-0.24172,-0.25928,-0.22417,
1850.9167,-0.23929,-0.41474,-0.52069,-0.069109,0.032706,2015.9167,0.058523,0.048164,-0.053675,0.076969,0.09542,2015.9167,0.068547,0.053206,0.04068,0.081392,0.098328,2015.9167,0.062822,0.047854,-0.003155,0.076925,0.095963,2015.9167,0.070085,0.058939,0.040921,0.082739,0.10123,1881,-0.37042,-0.80641,-0.70979,1966,-0.23132,-0.24877,-0.21387,
1851,-0.23921,-0.4148,-0.52131,-0.06908,0.033153,2016,0.059373,0.049359,-0.053337,0.078119,0.096337,2016,0.069392,0.053782,0.041653,0.082478,0.098942,2016,0.063743,0.048992,-0.0020036,0.077552,0.096803,2016,0.070987,0.059935,0.042066,0.083474,0.10213,1882,-0.37295,-0.81215,-0.70912,1967,-0.25853,-0.27577,-0.24127,
1851.0833,-0.23912,-0.41497,-0.52176,-0.068975,0.033457,2016.0833,0.060227,0.050554,-0.052853,0.079222,0.097212,2016.0833,0.070252,0.05437,0.042741,0.08362,0.099439,2016.0833,0.064628,0.050011,-0.00083111,0.078192,0.097503,2016.0833,0.071862,0.061023,0.043261,0.084265,0.10286,1883,-0.37369,-0.80875,-0.714,1968,-0.27683,-0.29383,-0.25983,
1851.1667,-0.23901,-0.41502,-0.5221,-0.069027,0.033648,2016.1667,0.061083,0.051739,-0.05235,0.080293,0.098022,2016.1667,0.071112,0.054952,0.043779,0.084884,0.099832,2016.1667,0.065493,0.050984,0.00035938,0.078957,0.09796,2016.1667,0.072733,0.061892,0.044456,0.084958,0.10349,1884,-0.37433,-0.81009,-0.71395,1969,-0.26633,-0.28333,-0.24932,
1851.25,-0.23888,-0.41504,-0.5224,-0.068924,0.033806,2016.25,0.06193,0.052939,-0.051918,0.081321,0.098842,2016.25,0.072005,0.05554,0.044814,0.086256,0.10013,2016.25,0.066372,0.051908,0.0015741,0.080237,0.098346,2016.25,0.073616,0.061811,0.04574,0.085756,0.10389,1885,-0.37396,-0.81185,-0.71144,1970,-0.25213,-0.26893,-0.23533,
1851.3333,-0.23874,-0.41503,-0.52251,-0.068921,0.033959,2016.3333,0.062809,0.054166,-0.051506,0.082368,0.099765,2016.3333,0.072927,0.05613,0.045846,0.087646,0.10042,2016.3333,0.067264,0.052821,0.0027672,0.081607,0.098764,2016.3333,0.0745,0.06164,0.046845,0.086639,0.10411,1886,-0.37259,-0.81404,-0.70652,1971,-0.22882,-0.24522,-0.21242,
1851.4167,-0.23862,-0.41501,-0.52267,-0.068876,0.034198,2016.4167,0.063705,0.055387,-0.05099,0.083303,0.10057,2016.4167,0.073901,0.056588,0.04697,0.088629,0.1011,2016.4167,0.068158,0.053877,0.0039574,0.082915,0.09922,2016.4167,0.075394,0.061463,0.047923,0.087485,0.10443,1887,-0.37121,-0.80815,-0.70964,1972,-0.23503,-0.25153,-0.21852,
1851.5,-0.23852,-0.41498,-0.5228,-0.068981,0.034555,2016.5,0.06462,0.056492,-0.050335,0.084339,0.10142,2016.5,0.074876,0.058059,0.047561,0.089041,0.10199,2016.5,0.069028,0.054912,0.0051785,0.084147,0.099651,2016.5,0.076298,0.061478,0.049152,0.088623,0.10452,1888,-0.37099,-0.80926,-0.7081,1973,-0.22993,-0.24653,-0.21333,
1851.5833,-0.23844,-0.41501,-0.52257,-0.06915,0.034872,2016.5833,0.065499,0.057544,-0.049657,0.085558,0.1022,2016.5833,0.075895,0.059658,0.047993,0.089841,0.10296,2016.5833,0.069898,0.056012,0.0064633,0.085313,0.09997,2016.5833,0.077213,0.061789,0.050354,0.089987,0.10455,1889,-0.37213,-0.80947,-0.71016,1974,-0.23492,-0.25173,-0.21812,
1851.6667,-0.23839,-0.41515,-0.52232,-0.069245,0.035017,2016.6667,0.066379,0.058494,-0.048942,0.086888,0.10303,2016.6667,0.076884,0.060959,0.048455,0.090694,0.10385,2016.6667,0.070753,0.057053,0.0077804,0.086283,0.10053,2016.6667,0.078108,0.062065,0.051543,0.091333,0.10444,1890,-0.37299,-0.81256,-0.70879,1975,-0.20783,-0.22473,-0.19093,
1851.75,-0.23828,-0.4153,-0.52177,-0.069012,0.035294,2016.75,0.067276,0.05929,-0.048147,0.088145,0.10404,2016.75,0.077861,0.062154,0.048995,0.091524,0.10471,2016.75,0.071594,0.057928,0.0090724,0.087188,0.10101,2016.75,0.07901,0.062286,0.05274,0.092571,0.1043,1891,-0.37434,-0.81203,-0.71202,1976,-0.21822,-0.23487,-0.20157,
1851.8333,-0.2382,-0.41558,-0.52112,-0.068666,0.035662,2016.8333,0.068152,0.06001,-0.047422,0.08939,0.10501,2016.8333,0.078863,0.063295,0.049565,0.092339,0.10559,2016.8333,0.072451,0.058784,0.010462,0.088048,0.10167,2016.8333,0.079881,0.06262,0.054024,0.093835,0.10426,1892,-0.37602,-0.81819,-0.70921,1977,-0.21862,-0.23532,-0.20192,
1851.9167,-0.23814,-0.41582,-0.52027,-0.068268,0.035798,2016.9167,0.069065,0.060699,-0.046677,0.090672,0.10611,2016.9167,0.079887,0.064322,0.050207,0.093287,0.10648,2016.9167,0.073302,0.059569,0.011783,0.088879,0.10244,2016.9167,0.080812,0.063047,0.05533,0.095146,0.10434,1893,-0.37745,-0.8144,-0.71587,1978,-0.21732,-0.23392,-0.20072,
1852,-0.23807,-0.41609,-0.51922,-0.067924,0.036007,2017,0.069986,0.061448,-0.045868,0.091877,0.10741,2017,0.080937,0.065393,0.050814,0.094328,0.10731,2017,0.074135,0.060401,0.013024,0.089732,0.10336,2017,0.081734,0.063391,0.056607,0.096036,0.10485,1894,-0.37481,-0.81359,-0.7114,1979,-0.21422,-0.23062,-0.19783,
1852.0833,-0.23801,-0.4164,-0.51824,-0.067564,0.036207,2017.0833,0.07092,0.062244,-0.045067,0.093048,0.10881,2017.0833,0.08198,0.066379,0.051365,0.095465,0.1082,2017.0833,0.074975,0.061266,0.014275,0.090587,0.10427,2017.0833,0.082678,0.063869,0.057849,0.096899,0.10534,1895,-0.37098,-0.8071,-0.71021,1980,-0.18152,-0.19783,-0.16522,
1852.1667,-0.23797,-0.41679,-0.51721,-0.067087,0.036257,2017.1667,0.071864,0.063097,-0.044134,0.094112,0.11042,2017.1667,0.083017,0.067329,0.052,0.096626,0.10912,2017.1667,0.075823,0.0622,0.015569,0.091294,0.10527,2017.1667,0.083645,0.06499,0.058673,0.098079,0.10583,1896,-0.36745,-0.81349,-0.69677,1981,-0.17422,-0.19052,-0.15792,
1852.25,-0.23793,-0.41724,-0.51615,-0.066553,0.03627,2017.25,0.072845,0.06395,-0.043097,0.095209,0.11216,2017.25,0.084028,0.06823,0.052593,0.097827,0.11011,2017.25,0.076622,0.063149,0.016804,0.09187,0.1061,2017.25,0.084589,0.066141,0.059459,0.099172,0.10642,1897,-0.36492,-0.80375,-0.70145,1982,-0.19632,-0.21257,-0.18008,
1852.3333,-0.23791,-0.41769,-0.51524,-0.066081,0.036241,2017.3333,0.073798,0.064856,-0.042032,0.096346,0.11385,2017.3333,0.085028,0.069147,0.05324,0.099015,0.11127,2017.3333,0.077421,0.06414,0.018088,0.092951,0.10684,2017.3333,0.085513,0.0672,0.060293,0.10029,0.10726,1898,-0.35978,-0.79629,-0.69864,1983,-0.20492,-0.22107,-0.18877,
1852.4167,-0.23791,-0.41822,-0.51419,-0.065649,0.036177,2017.4167,0.074778,0.06583,-0.04097,0.09758,0.11576,2017.4167,0.086016,0.070059,0.053867,0.10019,0.11242,2017.4167,0.078215,0.065087,0.019334,0.093973,0.10759,2017.4167,0.08641,0.068187,0.060981,0.1015,0.10791,1899,-0.3578,-0.79282,-0.69816,1984,-0.19062,-0.20688,-0.17437,
1852.5,-0.23793,-0.41873,-0.51319,-0.065225,0.036113,2017.5,0.075703,0.066608,-0.040003,0.098781,0.11749,2017.5,0.086993,0.070828,0.054351,0.1014,0.11358,2017.5,0.079018,0.066033,0.020599,0.094819,0.10829,2017.5,0.087283,0.069092,0.061572,0.1027,0.10863,1900,-0.36093,-0.80417,-0.69306,1985,-0.17763,-0.19368,-0.16157,
1852.5833,-0.23798,-0.41918,-0.51236,-0.064906,0.036072,2017.5833,0.076673,0.067357,-0.03903,0.099967,0.11928,2017.5833,0.087943,0.071571,0.054796,0.10243,0.11461,2017.5833,0.079842,0.066988,0.02172,0.095587,0.10915,2017.5833,0.088153,0.070069,0.062104,0.10376,0.10948,1901,-0.36631,-0.80471,-0.70327,1986,-0.17613,-0.19218,-0.16007,
1852.6667,-0.23806,-0.41953,-0.51132,-0.064672,0.036015,2017.6667,0.077675,0.068168,-0.038039,0.10113,0.12118,2017.6667,0.088928,0.072397,0.055289,0.10344,0.11566,2017.6667,0.080669,0.067899,0.022737,0.096228,0.10995,2017.6667,0.089003,0.071108,0.062618,0.10467,0.11025,1902,-0.37465,-0.81089,-0.71377,1987,-0.19362,-0.20947,-0.17777,
1852.75,-0.2382,-0.4198,-0.51048,-0.064652,0.0359,2017.75,0.078676,0.068828,-0.037072,0.10232,0.12293,2017.75,0.089898,0.073106,0.05589,0.10428,0.11664,2017.75,0.081466,0.068829,0.023659,0.096794,0.11077,2017.75,0.089897,0.072135,0.063183,0.10537,0.11128,1903,-0.38495,-0.82342,-0.72185,1988,-0.16892,-0.18477,-0.15307,
1852.8333,-0.23833,-0.41999,-0.50976,-0.064695,0.035847,2017.8333,0.079706,0.069579,-0.035928,0.10342,0.12456,2017.8333,0.090816,0.073678,0.05648,0.10492,0.11759,2017.8333,0.082247,0.069645,0.024426,0.09726,0.11162,2017.8333,0.090842,0.073133,0.063848,0.10587,0.11251,1904,-0.39403,-0.83529,-0.72813,1989,-0.16672,-0.18267,-0.15077,
1852.9167,-0.23845,-0.42015,-0.509,-0.064689,0.035821,2017.9167,0.080735,0.070403,-0.034767,0.10448,0.12602,2017.9167,0.091726,0.074307,0.057009,0.10549,0.11854,2017.9167,0.083047,0.070449,0.025228,0.097733,0.11238,2017.9167,0.091773,0.074276,0.064443,0.1064,0.11366,1905,-0.40134,-0.83516,-0.74289,1990,-0.16633,-0.18188,-0.15077,
1853,-0.23857,-0.4203,-0.50826,-0.06474,0.035766,2018,0.081782,0.071248,-0.033672,0.10564,0.12735,2018,0.092617,0.074862,0.057639,0.10651,0.11947,2018,0.083844,0.071113,0.02607,0.098581,0.1131,2018,0.092746,0.075453,0.065085,0.10734,0.11476,1906,-0.40816,-0.85021,-0.74148,1991,-0.15502,-0.17057,-0.13947,
1853.0833,-0.23867,-0.42038,-0.50754,-0.064901,0.035543,2018.0833,0.082834,0.071887,-0.032624,0.10685,0.12874,2018.0833,0.0935,0.075435,0.058265,0.10757,0.12036,2018.0833,0.084644,0.071796,0.026823,0.099671,0.11395,2018.0833,0.093727,0.07652,0.065777,0.10849,0.11585,1907,-0.41207,-0.84741,-0.75209,1992,-0.12752,-0.14297,-0.11207,
1853.1667,-0.23878,-0.42042,-0.507,-0.065112,0.035384,2018.1667,0.083892,0.07257,-0.03169,0.10813,0.12998,2018.1667,0.094402,0.075903,0.058897,0.10875,0.12137,2018.1667,0.085488,0.072491,0.027557,0.10067,0.11497,2018.1667,0.094701,0.077596,0.066389,0.10955,0.11689,1908,-0.41647,-0.85652,-0.75178,1993,-0.12743,-0.14273,-0.11213,
1853.25,-0.2389,-0.42041,-0.5065,-0.065432,0.03515,2018.25,0.084936,0.073231,-0.030806,0.10937,0.13111,2018.25,0.095281,0.076294,0.059591,0.11001,0.12235,2018.25,0.086388,0.073175,0.028319,0.1017,0.11617,2018.25,0.095681,0.078683,0.066977,0.11076,0.11792,1909,-0.42266,-0.86146,-0.75922,1994,-0.12572,-0.14127,-0.11017,
1853.3333,-0.239,-0.4203,-0.50582,-0.065767,0.034834,2018.3333,0.085955,0.073803,-0.029891,0.11049,0.13205,2018.3333,0.096131,0.076586,0.060306,0.11116,0.12333,2018.3333,0.087286,0.073839,0.02902,0.10268,0.11744,2018.3333,0.096688,0.07984,0.067452,0.11197,0.11893,1910,-0.42824,-0.86536,-0.76649,1995,-0.15532,-0.17067,-0.13997,
1853.4167,-0.2391,-0.42007,-0.50533,-0.06615,0.034537,2018.4167,0.086973,0.074299,-0.028937,0.1115,0.13294,2018.4167,0.096993,0.076881,0.061096,0.1126,0.12435,2018.4167,0.08818,0.074409,0.029807,0.10354,0.11868,2018.4167,0.097686,0.081035,0.068015,0.11347,0.11992,1911,-0.43096,-0.87031,-0.76697,1996,-0.12602,-0.14133,-0.11072,
1853.5,-0.23916,-0.41989,-0.50486,-0.066441,0.034247,2018.5,0.08807,0.074797,-0.027963,0.11247,0.13397,2018.5,0.097853,0.077175,0.062051,0.11409,0.12538,2018.5,0.089056,0.074858,0.03056,0.10426,0.11984,2018.5,0.098678,0.082151,0.068561,0.11498,0.12084,1912,-0.43259,-0.86867,-0.77188,1997,-0.11862,-0.13387,-0.10337,
1853.5833,-0.2392,-0.41972,-0.50452,-0.066643,0.033747,2018.5833,0.089157,0.075298,-0.027033,0.11338,0.13483,2018.5833,0.09874,0.077603,0.063099,0.11555,0.12637,2018.5833,0.089931,0.075158,0.031396,0.10505,0.12095,2018.5833,0.099653,0.082798,0.069125,0.11644,0.12178,1913,-0.42947,-0.86488,-0.76942,1998,-0.13353,-0.14868,-0.11838,
1853.6667,-0.23923,-0.41962,-0.50461,-0.066873,0.033272,2018.6667,0.090212,0.075711,-0.026084,0.11424,0.13574,2018.6667,0.099623,0.078213,0.064125,0.11694,0.12746,2018.6667,0.090828,0.075546,0.032347,0.1059,0.12195,2018.6667,0.10069,0.083478,0.069933,0.11806,0.12281,1914,-0.42317,-0.86405,-0.75765,1999,-0.10172,-0.11687,-0.086575,
1853.75,-0.2392,-0.41943,-0.50479,-0.066936,0.033374,2018.75,0.091289,0.076375,-0.025186,0.1151,0.13667,2018.75,0.10048,0.078845,0.065124,0.11804,0.12863,2018.75,0.09174,0.075967,0.033376,0.10678,0.12294,2018.75,0.10171,0.084148,0.070775,0.11938,0.12401,1915,-0.41905,-0.85798,-0.75549,2000,-0.11422,-0.12947,-0.098975,
1853.8333,-0.23915,-0.41931,-0.50481,-0.067069,0.033502,2018.8333,0.092343,0.077152,-0.024464,0.11597,0.13772,2018.8333,0.10135,0.07972,0.066223,0.11907,0.12986,2018.8333,0.092658,0.076466,0.034478,0.10775,0.12394,2018.8333,0.10274,0.084968,0.071639,0.12026,0.1255,1916,-0.41565,-0.853,-0.75366,2001,-0.093325,-0.10862,-0.078025,
1853.9167,-0.23909,-0.41916,-0.50492,-0.067247,0.03345,2018.9167,0.09339,0.077995,-0.023787,0.11754,0.13895,2018.9167,0.10224,0.080602,0.067316,0.12,0.1312,2018.9167,0.093614,0.077006,0.035649,0.10895,0.12493,2018.9167,0.10375,0.085705,0.072532,0.12115,0.12693,1917,-0.41288,-0.8512,-0.74993,2002,-0.064025,-0.078975,-0.049075,
1854,-0.23904,-0.41904,-0.50507,-0.067312,0.03338,2019,0.094467,0.078825,-0.023049,0.1194,0.14018,2019,0.10317,0.081563,0.068335,0.1209,0.13263,2019,0.094553,0.077592,0.03678,0.11047,0.12585,2019,0.10476,0.086474,0.073351,0.12201,0.1284,1918,-0.41267,-0.85088,-0.74984,2003,-0.034025,-0.048125,-0.019925,
1854.0833,-0.23901,-0.41895,-0.50509,-0.067455,0.033018,2019.0833,0.095523,0.07978,-0.022315,0.12127,0.14119,2019.0833,0.10412,0.082545,0.069372,0.12176,0.13411,2019.0833,0.095517,0.078322,0.037975,0.11193,0.12664,2019.0833,0.10572,0.087167,0.074026,0.12272,0.12988,1919,-0.4148,-0.85223,-0.75273,2004,-0.039725,-0.052975,-0.026475,
1854.1667,-0.23897,-0.41884,-0.50499,-0.067626,0.032774,2019.1667,0.096561,0.080716,-0.021449,0.12306,0.14218,2019.1667,0.10507,0.083629,0.070385,0.12258,0.13553,2019.1667,0.096457,0.079025,0.039157,0.11335,0.12735,2019.1667,0.10668,0.087947,0.074708,0.12335,0.13141,1920,-0.41528,-0.85119,-0.75473,2005,-0.035025,-0.047525,-0.022525,
1854.25,-0.23894,-0.41868,-0.50473,-0.067686,0.032468,2019.25,0.097597,0.081657,-0.02062,0.12493,0.1431,2019.25,0.10605,0.084823,0.071343,0.1233,0.13698,2019.25,0.097364,0.079811,0.040348,0.11475,0.12791,2019.25,0.10761,0.088773,0.075488,0.12404,0.13282,1921,-0.41729,-0.84327,-0.76669,2006,-0.021325,-0.033475,-0.009175,
1854.3333,-0.23893,-0.41852,-0.50463,-0.067699,0.032164,2019.3333,0.098632,0.082665,-0.019832,0.12685,0.14409,2019.3333,0.10709,0.086162,0.07223,0.12408,0.13848,2019.3333,0.098232,0.080537,0.041505,0.11622,0.12846,2019.3333,0.10852,0.089617,0.076428,0.1252,0.13435,1922,-0.41858,-0.84299,-0.76954,2007,-0.039525,-0.051375,-0.027675,
1854.4167,-0.23893,-0.41845,-0.50447,-0.067751,0.031926,2019.4167,0.099633,0.083793,-0.019078,0.12872,0.14503,2019.4167,0.1081,0.087602,0.072971,0.12475,0.13987,2019.4167,0.099114,0.081302,0.042562,0.11768,0.12899,2019.4167,0.10939,0.090555,0.077393,0.12659,0.13575,1923,-0.42143,-0.84444,-0.7738,2008,-0.021925,-0.033525,-0.010325,
1854.5,-0.23891,-0.41833,-0.50429,-0.067662,0.031692,2019.5,0.10056,0.084847,-0.018377,0.13049,0.14598,2019.5,0.10913,0.089106,0.073684,0.12553,0.1412,2019.5,0.10001,0.08219,0.043612,0.11918,0.12962,2019.5,0.11024,0.091501,0.07834,0.12796,0.13713,1924,-0.42096,-0.84955,-0.76774,2009,-0.007425,-0.018825,0.003975,
1854.5833,-0.23885,-0.41825,-0.50396,-0.067572,0.031467,2019.5833,0.10149,0.085898,-0.017659,0.1321,0.14707,2019.5833,0.11015,0.0906,0.074534,0.12623,0.14267,2019.5833,0.10089,0.083095,0.044615,0.12025,0.13074,2019.5833,0.11108,0.092455,0.079337,0.12934,0.13841,1925,-0.41712,-0.84607,-0.76354,2010,-0.005925,-0.017275,0.005425,
1854.6667,-0.23872,-0.41805,-0.50331,-0.067365,0.031533,2019.6667,0.1024,0.087066,-0.017074,0.13361,0.14795,2019.6667,0.11116,0.092094,0.075384,0.12693,0.14398,2019.6667,0.10177,0.083978,0.045628,0.12117,0.13203,2019.6667,0.11193,0.093354,0.080173,0.13076,0.13967,1926,-0.41218,-0.83854,-0.76119,2011,0.008775,-0.002525,0.020075,
1854.75,-0.23857,-0.41793,-0.50243,-0.067355,0.031843,2019.75,0.1033,0.088207,-0.016316,0.13497,0.14881,2019.75,0.1122,0.093603,0.076192,0.12769,0.14518,2019.75,0.10267,0.08484,0.046598,0.12221,0.13326,2019.75,0.11283,0.094349,0.080985,0.13206,0.14097,1927,-0.40844,-0.836,-0.75625,2012,0.010875,-0.000375,0.022125,
1854.8333,-0.23843,-0.41784,-0.50169,-0.067302,0.032219,2019.8333,0.10418,0.089239,-0.015396,0.13617,0.14956,2019.8333,0.1133,0.095059,0.076991,0.1286,0.14639,2019.8333,0.10354,0.085704,0.047541,0.12314,0.13441,2019.8333,0.11372,0.095215,0.08177,0.13348,0.14218,1928,-0.4041,-0.83143,-0.75214,2013,0.039575,0.027875,0.051275,
1854.9167,-0.23828,-0.41777,-0.5009,-0.067111,0.032863,2019.9167,0.10506,0.089791,-0.014441,0.13728,0.15039,2019.9167,0.11443,0.096361,0.077821,0.12955,0.14754,2019.9167,0.10437,0.086615,0.048459,0.12408,0.1355,2019.9167,0.11464,0.096149,0.082605,0.13453,0.14375,1929,-0.40046,-0.82515,-0.75115,2014,0.046175,0.034475,0.057875,
1855,-0.23812,-0.41761,-0.50027,-0.066897,0.033517,2020,0.10593,0.090224,-0.013351,0.13835,0.15139,2020,0.11558,0.097428,0.078797,0.1307,0.14875,2020,0.10518,0.087516,0.04933,0.12523,0.13651,2020,0.11555,0.096974,0.083511,0.13552,0.14538,1930,-0.39833,-0.82273,-0.7493,2015,0.065475,0.053925,0.077025,
1855.0833,-0.23793,-0.41747,-0.49978,-0.066563,0.034392,2020.0833,0.10681,0.090425,-0.012306,0.13931,0.15254,2020.0833,0.11677,0.098568,0.079851,0.13185,0.14995,2020.0833,0.10599,0.088252,0.050268,0.12644,0.13748,2020.0833,0.11649,0.0975,0.084486,0.13653,0.14706,1931,-0.3953,-0.82084,-0.74513,2016,0.055475,0.043925,0.067025,
1855.1667,-0.23773,-0.41737,-0.49929,-0.066086,0.035124,2020.1667,0.10769,0.090596,-0.011326,0.14012,0.15376,2020.1667,0.118,0.099683,0.080935,0.13308,0.15123,2020.1667,0.10681,0.089074,0.05115,0.12771,0.13844,2020.1667,0.11747,0.097829,0.085536,0.13754,0.14865,1932,-0.39124,-0.81693,-0.74092,2017,0.085475,0.073925,0.097025,
1855.25,-0.23751,-0.41727,-0.49889,-0.065693,0.036111,2020.25,0.10856,0.090635,-0.010233,0.14085,0.15517,2020.25,0.11923,0.10074,0.082014,0.13443,0.15243,2020.25,0.10763,0.089901,0.051965,0.12897,0.13929,2020.25,0.1185,0.098158,0.086518,0.13874,0.15027,1933,-0.38728,-0.81259,-0.73733,2018,0.091975,0.080375,0.10358,
1855.3333,-0.23726,-0.41726,-0.49829,-0.065166,0.037268,2020.3333,0.10944,0.090636,-0.0091981,0.14167,0.15655,2020.3333,0.12048,0.10183,0.083089,0.13577,0.15356,2020.3333,0.10849,0.0907,0.052775,0.13025,0.14012,2020.3333,0.11959,0.098632,0.087449,0.14005,0.15185,1934,-0.38438,-0.81332,-0.73081,2019,0.11208,0.10028,0.12388,
1855.4167,-0.23701,-0.41717,-0.49772,-0.06472,0.038364,2020.4167,0.11031,0.090356,-0.0081184,0.1426,0.15791,2020.4167,0.12172,0.10303,0.08416,0.137,0.15472,2020.4167,0.10935,0.091243,0.053571,0.13158,0.14108,2020.4167,0.12072,0.099127,0.088439,0.14149,0.15338,1935,-0.37918,-0.80183,-0.7319,,,,,
1855.5,-0.2368,-0.41723,-0.4972,-0.064438,0.039489,2020.5,0.11123,0.090122,-0.0069221,0.14364,0.15922,2020.5,0.12297,0.10427,0.085206,0.13828,0.15587,2020.5,0.1102,0.091794,0.054395,0.13263,0.14232,2020.5,0.12192,0.099733,0.089449,0.14296,0.15494,1936,-0.37067,-0.79709,-0.71962,,,,,
