ice_source,region,year,q0.5,q0.05,q0.95,q0.17,q0.83,q0.25,q0.75,sample_mean,sample_sd,sample_min, sample_max
GrIS,ALL,2016,0.0318214835444889,-0.0207807628299546,0.0868328614941925,0.0015139159791043,0.0627656421585007,0.0103979183085964,0.0535439099319521,0.0328,0.0347,-0.1222,0.2391
AIS,WAIS,2016,0.0386242127350995,-0.213727838967935,0.290350142068527,-0.107599804688016,0.184664637926507,-0.06470805784559,0.141867770224119,0.0362,0.1522,-0.5003,0.5327
AIS,EAIS,2016,-0.0239895404907072,-0.163549903598883,0.116084715259389,-0.104983485024675,0.057167478774206,-0.0812551779470589,0.0333563545628372,-0.0242,0.0825,-0.3030,0.2827
AIS,PEN,2016,-0.0146383697248125,-0.114805642798774,0.0859246262005568,-0.0727668594110034,0.0436125422496503,-0.055737008074001,0.0265197979879889,-0.0113,0.0610,-0.2466,0.1934
AIS,ALL,2016,-0.00287612043962886,-0.303341900991577,0.319449016704096,-0.177432028591603,0.180118673192436,-0.122389908516028,0.122670848813124,0.001,0.185,-0.649,0.727
Glaciers,region_1,2016,0.0175734554205047,-0.00888166900419709,0.0440279637025517,0.00222838759349061,0.0329193618162628,0.00672674250543742,0.028417789085946,0.0180,0.0160,-0.0414,0.0732
Glaciers,region_2,2016,0.00325408961540548,-0.00109137860898294,0.00753594880760059,0.000745745322899043,0.00576958395512391,0.00150496428206452,0.00503953553200515,0.0038,0.0026,-0.0043,0.0124
Glaciers,region_3,2016,0.0116148321153664,-0.00847021872481611,0.0317102564214443,-4.52615153729737e-05,0.0232724531978423,0.00337611911303246,0.0198569734635288,0.0119,0.0119,-0.0264,0.0547
Glaciers,region_4,2016,0.0053882684474581,-0.00451325504172224,0.0153104047779168,-0.000363651550113442,0.0111495934950283,0.00132048743699794,0.00945076620274488,0.0061,0.0062,-0.0190,0.0302
Glaciers,region_5,2016,0.0113588484266199,-0.00762827394349748,0.0303472825235109,0.00034373213375937,0.0223731150900142,0.00357431078718031,0.0191481671747494,0.0119,0.0114,-0.0231,0.0494
Glaciers,region_6,2016,0.00173940407806999,-0.0026661879918965,0.00617252087983553,-0.000834714425270303,0.00429756944354342,-8.30246702998893e-05,0.00353087873163064,0.0023,0.0027,-0.0075,0.0135
Glaciers,region_7,2016,0.00883017702180027,-0.00420644190449391,0.0218683456303058,0.00126968167706936,0.0163856431485411,0.00349294123042331,0.0141759303107585,0.0095,0.0081,-0.0172,0.0396
Glaciers,region_8,2016,-3.71181036828399e-05,-0.00108106544901556,0.000638346921467657,-0.000438153220274144,0.000363917012908465,-0.00034093258594898,0.0002666963785833,0.0004,0.0005,-0.0010,0.0020
Glaciers,region_9,2016,0.0093340899291571,-0.00356459790054451,0.0222475627775681,0.00184162158456641,0.0168268494462075,0.00403674143809896,0.0146260893025742,0.0101,0.0078,-0.0137,0.0358
Glaciers,region_10,2016,-1.60677760006604e-05,-0.000523570497422035,0.000469165830378066,-0.000371905754011726,0.000339770202010406,-0.00028564200176662,0.000253506449765299,0.0004,0.0004,-0.0008,0.0019
Glaciers,region_11,2016,8.93308671712157e-05,-0.000478401913708564,0.00121488347017616,-0.000327006505473956,0.000525799292201851,-0.000226076233317551,0.000404737967659982,0.0007,0.0005,-0.0007,0.0022
Glaciers,region_12,2016,-1.48882892399651e-06,-0.00045283112995508,0.000449853472107087,-0.000332473183013458,0.000329495525165464,-0.000252234551719043,0.00024925689387105,0.0003,0.0002,-0.0005,0.0010
Glaciers,region_13,2016,0.00614778942652688,-0.0017722570934019,0.0140782298448602,0.00156656282048297,0.0107421775823586,0.0028971635059515,0.00938931366890874,0.0067,0.0048,-0.0095,0.0225
Glaciers,region_14,2016,0.00388202291190528,-0.00282450727069158,0.0105537968010869,-1.30931587808289e-05,0.00776975219232407,0.00112948970474344,0.00662299350491698,0.0044,0.0040,-0.0090,0.0195
Glaciers,region_15,2016,0.00203179976416504,-0.000854397817805724,0.00493082660185767,0.00039061956692375,0.00369106189204333,0.000847588773094699,0.00321260050250763,0.0025,0.0017,-0.0026,0.0092
Glaciers,region_16,2016,2.53927501281222e-05,-0.000908304752697415,0.00110019915266751,-0.000391785656638939,0.000442571156895184,-0.000290651497422682,0.000341436997678926,0.0006,0.0005,-0.0012,0.0023
Glaciers,region_17,2016,0.0041397605992241,-0.00509679351640309,0.0133597481349764,-0.00121474208184296,0.00947931689876922,0.00035956930794443,0.00792801003681789,0.0047,0.0055,-0.0179,0.0220
