   Year   ,  Bal-D  , Sigma , SMB-Bal , Sigma , SMB-D   , Sigma ,  D      , Bal     , Area
   2018.17,-2834.635,150.782, -336.644,134.360,-3171.279,201.960,  790.442,  651.750, 2114681.750
   2018.25,-2846.370,150.930, -346.901,134.491,-3193.270,202.158,  792.575,  651.750, 2114681.750
   2018.33,-2858.283,151.077, -341.789,134.623,-3200.071,202.355,  794.708,  651.750, 2114681.750
   2018.42,-2870.374,151.225, -357.312,134.754,-3227.685,202.553,  796.837,  651.750, 2114681.750
   2018.50,-2882.642,151.372, -343.685,134.885,-3226.326,202.750,  798.970,  651.750, 2114681.750
   2018.58,-2895.088,151.519, -364.692,135.016,-3259.780,202.947,  801.103,  651.750, 2114681.750
   2018.67,-2907.711,151.666, -367.722,135.147,-3275.433,203.143,  803.232,  651.750, 2114681.750
   2018.75,-2920.513,151.812, -318.067,135.278,-3238.580,203.340,  805.365,  651.750, 2114681.750
   2018.83,-2933.492,151.959, -331.431,135.408,-3264.922,203.536,  807.498,  651.750, 2114681.750
   2018.92,-2946.648,152.105, -352.777,135.539,-3299.425,203.732,  809.627,  651.750, 2114681.750
   2019.00,-2959.982,152.252, -380.510,135.669,-3340.492,203.928,  811.760,  651.750, 2114681.750
   2019.08,-2973.494,152.398, -382.429,135.799,-3355.923,204.124,  813.893,  651.750, 2114681.750
   2019.17,-2987.184,152.544, -367.023,135.930,-3354.206,204.320,  816.022,  651.750, 2114681.750
   2019.25,-3001.051,152.690, -366.448,136.060,-3367.499,204.515,  818.155,  651.750, 2114681.750
   2019.33,-3015.095,152.836, -369.910,136.189,-3385.005,204.710,  820.288,  651.750, 2114681.750
   2019.42,-3029.318,152.981, -332.965,136.319,-3362.282,204.905,  822.417,  651.750, 2114681.750
   2019.50,-3043.718,153.127, -297.778,136.449,-3341.496,205.100,  824.550,  651.750, 2114681.750
   2019.58,-3058.295,153.272, -252.548,136.578,-3310.843,205.295,  826.683,  651.750, 2114681.750
