   Year   ,  Bal-D  , Sigma , SMB-Bal , Sigma , SMB-D   , Sigma ,  D      , Bal     , Area
   2014.25, -773.056, 61.005,  -92.933, 92.505, -865.990,110.810,  339.018,  292.808,  280363.562
   2014.33, -776.895, 61.071,  -86.715, 92.605, -863.610,110.929,  338.873,  292.808,  280363.562
   2014.42, -780.722, 61.137,  -85.400, 92.704, -866.122,111.049,  338.729,  292.808,  280363.562
   2014.50, -784.536, 61.202,  -72.390, 92.804, -856.927,111.168,  338.585,  292.808,  280363.562
   2014.58, -788.339, 61.268,  -78.933, 92.903, -867.273,111.287,  338.441,  292.808,  280363.562
   2014.67, -792.130, 61.333,  -85.036, 93.002, -877.166,111.406,  338.297,  292.808,  280363.562
   2014.75, -795.908, 61.399,  -72.961, 93.102, -868.870,111.525,  338.152,  292.808,  280363.562
   2014.83, -799.675, 61.464,  -81.060, 93.201, -880.735,111.643,  338.008,  292.808,  280363.562
   2014.92, -803.430, 61.529,  -92.854, 93.300, -896.284,111.762,  337.864,  292.808,  280363.562
   2015.00, -807.172, 61.595,  -94.391, 93.399, -901.564,111.880,  337.720,  292.808,  280363.562
   2015.08, -810.902, 61.660, -101.105, 93.497, -912.007,111.999,  337.560,  292.808,  280363.562
   2015.17, -814.618, 61.725,  -89.992, 93.596, -904.610,112.117,  337.400,  292.808,  280363.562
   2015.25, -818.320, 61.790,  -71.144, 93.695, -889.465,112.235,  337.240,  292.808,  280363.562
   2015.33, -822.010, 61.855,  -76.421, 93.793, -898.431,112.353,  337.080,  292.808,  280363.562
   2015.42, -825.686, 61.920,  -88.836, 93.891, -914.522,112.471,  336.920,  292.808,  280363.562
   2015.50, -829.348, 61.984,  -94.829, 93.990, -924.178,112.588,  336.760,  292.808,  280363.562
   2015.58, -832.998, 62.049,  -88.036, 94.088, -921.034,112.706,  336.600,  292.808,  280363.562
   2015.67, -836.634, 62.114,  -92.580, 94.186, -929.214,112.823,  336.440,  292.808,  280363.562
   2015.75, -840.256, 62.178,  -83.989, 94.284, -924.246,112.941,  336.280,  292.808,  280363.562
   2015.83, -843.866, 62.243,  -84.500, 94.382, -928.366,113.058,  336.120,  292.808,  280363.562
   2015.92, -847.462, 62.307,  -83.039, 94.479, -930.501,113.175,  335.960,  292.808,  280363.562
   2016.00, -851.044, 62.372,  -82.772, 94.577, -933.817,113.292,  335.800,  292.808,  280363.562
   2016.08, -854.706, 62.436,  -74.069, 94.674, -928.775,113.409,  336.743,  292.808,  280363.562
   2016.17, -858.445, 62.500,  -63.021, 94.772, -921.467,113.525,  337.685,  292.808,  280363.562
   2016.25, -862.264, 62.564,  -60.776, 94.869, -923.040,113.642,  338.628,  292.808,  280363.562
   2016.33, -866.161, 62.629,  -26.521, 94.966, -892.682,113.758,  339.570,  292.808,  280363.562
   2016.42, -870.136, 62.693,  -13.909, 95.064, -884.045,113.875,  340.512,  292.808,  280363.562
   2016.50, -874.190, 62.757,    6.201, 95.161, -867.990,113.991,  341.455,  292.808,  280363.562
   2016.58, -878.322, 62.821,    0.154, 95.258, -878.169,114.107,  342.398,  292.808,  280363.562
   2016.67, -882.533, 62.884,   44.239, 95.354, -838.295,114.223,  343.340,  292.808,  280363.562
   2016.75, -886.823, 62.948,   61.884, 95.451, -824.939,114.339,  344.283,  292.808,  280363.562
   2016.83, -891.191, 63.012,   56.442, 95.548, -834.749,114.455,  345.225,  292.808,  280363.562
   2016.92, -895.637, 63.076,   43.268, 95.644, -852.370,114.570,  346.167,  292.808,  280363.562
   2017.00, -900.163, 63.139,   32.037, 95.741, -868.126,114.686,  347.110,  292.808,  280363.562
   2017.08, -904.593, 63.203,   17.539, 95.837, -887.055,114.801,  345.978,  292.808,  280363.562
   2017.17, -908.930, 63.266,   38.917, 95.933, -870.013,114.917,  344.847,  292.808,  280363.562
   2017.25, -913.172, 63.330,   31.784, 96.030, -881.388,115.032,  343.715,  292.808,  280363.562
   2017.33, -917.320, 63.393,   39.185, 96.126, -878.135,115.147,  342.583,  292.808,  280363.562
   2017.42, -921.374, 63.456,   32.838, 96.222, -888.536,115.262,  341.452,  292.808,  280363.562
   2017.50, -925.333, 63.520,   30.976, 96.317, -894.357,115.377,  340.320,  292.808,  280363.562
   2017.58, -929.198, 63.583,   30.207, 96.413, -898.992,115.491,  339.188,  292.808,  280363.562
   2017.67, -932.969, 63.646,   41.256, 96.509, -891.713,115.606,  338.057,  292.808,  280363.562
   2017.75, -936.645, 63.709,   38.081, 96.604, -898.565,115.721,  336.925,  292.808,  280363.562
   2017.83, -940.227, 63.772,   41.623, 96.700, -898.605,115.835,  335.793,  292.808,  280363.562
   2017.92, -943.715, 63.835,   37.285, 96.795, -906.431,115.949,  334.662,  292.808,  280363.562
   2018.00, -947.109, 63.898,   28.033, 96.891, -919.076,116.063,  333.530,  292.808,  280363.562
   2018.08, -950.530, 63.960,   22.807, 96.986, -927.723,116.177,  333.858,  292.808,  280363.562
   2018.17, -953.978, 64.023,   28.879, 97.081, -925.099,116.291,  334.185,  292.808,  280363.562
   2018.25, -957.453, 64.086,   30.395, 97.176, -927.059,116.405,  334.513,  292.808,  280363.562
   2018.33, -960.956, 64.148,   28.629, 97.271, -932.327,116.519,  334.840,  292.808,  280363.562
   2018.42, -964.486, 64.211,   31.162, 97.366, -933.324,116.633,  335.167,  292.808,  280363.562
   2018.50, -968.043, 64.273,   44.834, 97.461, -923.209,116.746,  335.495,  292.808,  280363.562
   2018.58, -971.627, 64.336,   47.164, 97.555, -924.464,116.859,  335.823,  292.808,  280363.562
   2018.67, -975.239, 64.398,   55.073, 97.650, -920.167,116.973,  336.150,  292.808,  280363.562
   2018.75, -978.878, 64.460,   57.406, 97.744, -921.472,117.086,  336.478,  292.808,  280363.562
   2018.83, -982.545, 64.523,   60.801, 97.839, -921.745,117.199,  336.805,  292.808,  280363.562
   2018.92, -986.238, 64.585,   55.932, 97.933, -930.307,117.312,  337.132,  292.808,  280363.562
   2019.00, -989.959, 64.647,   40.233, 98.027, -949.727,117.425,  337.460,  292.808,  280363.562
   2019.08, -993.708, 64.709,   31.370, 98.121, -962.338,117.537,  337.788,  292.808,  280363.562
   2019.17, -997.483, 64.771,   38.781, 98.215, -958.703,117.650,  338.115,  292.808,  280363.562
   2019.25,-1001.286, 64.833,   45.425, 98.309, -955.862,117.763,  338.443,  292.808,  280363.562
   2019.33,-1005.116, 64.895,   44.439, 98.403, -960.678,117.875,  338.770,  292.808,  280363.562
   2019.42,-1008.974, 64.957,   40.563, 98.497, -968.411,117.987,  339.097,  292.808,  280363.562
   2019.50,-1012.859, 65.018,   37.404, 98.590, -975.456,118.099,  339.425,  292.808,  280363.562
   2019.58,-1016.771, 65.080,   27.448, 98.684, -989.323,118.211,  339.753,  292.808,  280363.562
