   Year   ,  Bal-D  , Sigma , SMB-Bal , Sigma , SMB-D   , Sigma ,  D      , Bal     , Area
   2015.33,-4414.121,469.616, -400.730,456.525,-4814.851,654.946, 2312.420, 2096.182,12383490.000
   2015.42,-4432.121,470.108, -446.807,457.004,-4878.928,655.633, 2312.183, 2096.182,12383490.000
   2015.50,-4450.101,470.600, -432.010,457.482,-4882.111,656.319, 2311.945, 2096.182,12383490.000
   2015.58,-4468.062,471.092, -418.426,457.960,-4886.488,657.004, 2311.707, 2096.182,12383490.000
   2015.67,-4486.002,471.583, -400.132,458.437,-4886.135,657.689, 2311.470, 2096.182,12383490.000
   2015.75,-4503.923,472.073, -435.121,458.914,-4939.045,658.373, 2311.232, 2096.182,12383490.000
   2015.83,-4521.824,472.563, -441.476,459.390,-4963.300,659.056, 2310.996, 2096.182,12383490.000
   2015.92,-4539.706,473.052, -459.436,459.866,-4999.142,659.739, 2310.758, 2096.182,12383490.000
   2016.00,-4557.567,473.541, -491.401,460.341,-5048.969,660.420, 2310.521, 2096.182,12383490.000
   2016.08,-4575.585,474.029, -490.958,460.816,-5066.543,661.102, 2312.396, 2096.182,12383490.000
   2016.17,-4593.759,474.517, -470.898,461.290,-5064.657,661.782, 2314.270, 2096.182,12383490.000
   2016.25,-4612.089,475.005, -456.847,461.764,-5068.937,662.462, 2316.145, 2096.182,12383490.000
   2016.33,-4630.576,475.492, -333.623,462.237,-4964.199,663.141, 2318.021, 2096.182,12383490.000
   2016.42,-4649.218,475.978, -295.765,462.710,-4944.984,663.819, 2319.894, 2096.182,12383490.000
   2016.50,-4668.017,476.464, -259.792,463.182,-4927.810,664.496, 2321.770, 2096.182,12383490.000
   2016.58,-4686.972,476.949, -254.390,463.654,-4941.363,665.173, 2323.646, 2096.182,12383490.000
   2016.67,-4706.083,477.434, -199.233,464.125,-4905.318,665.850, 2325.519, 2096.182,12383490.000
   2016.75,-4725.351,477.918, -141.889,464.596,-4867.241,666.525, 2327.395, 2096.182,12383490.000
   2016.83,-4744.775,478.402, -187.377,465.067,-4932.154,667.200, 2329.271, 2096.182,12383490.000
   2016.92,-4764.355,478.886, -263.076,465.537,-5027.433,667.874, 2331.144, 2096.182,12383490.000
   2017.00,-4784.091,479.369, -318.021,466.006,-5102.115,668.548, 2333.020, 2096.182,12383490.000
   2017.08,-4803.517,479.851, -308.219,466.475,-5111.738,669.220, 2329.290, 2096.182,12383490.000
   2017.17,-4822.632,480.333, -257.365,466.944,-5080.000,669.893, 2325.563, 2096.182,12383490.000
   2017.25,-4841.437,480.814, -240.285,467.412,-5081.723,670.564, 2321.833, 2096.182,12383490.000
   2017.33,-4859.930,481.295, -179.086,467.879,-5039.018,671.235, 2318.102, 2096.182,12383490.000
   2017.42,-4878.112,481.776, -190.256,468.346,-5068.371,671.905, 2314.376, 2096.182,12383490.000
   2017.50,-4895.984,482.256, -191.148,468.813,-5087.134,672.574, 2310.645, 2096.182,12383490.000
   2017.58,-4913.545,482.735, -183.223,469.279,-5096.770,673.243, 2306.914, 2096.182,12383490.000
   2017.67,-4930.796,483.214, -179.962,469.745,-5110.760,673.911, 2303.189, 2096.182,12383490.000
   2017.75,-4947.735,483.693, -223.019,470.210,-5170.756,674.579, 2299.458, 2096.182,12383490.000
   2017.83,-4964.364,484.171, -201.434,470.675,-5165.799,675.245, 2295.727, 2096.182,12383490.000
   2017.92,-4980.683,484.649, -278.190,471.139,-5258.874,675.912, 2292.002, 2096.182,12383490.000
   2018.00,-4996.690,485.126, -352.020,471.603,-5348.711,676.577, 2288.271, 2096.182,12383490.000
   2018.08,-5012.979,485.603, -352.331,472.066,-5365.312,677.242, 2291.647, 2096.182,12383490.000
   2018.17,-5029.548,486.079, -299.835,472.529,-5329.385,677.906, 2295.021, 2096.182,12383490.000
   2018.25,-5046.399,486.555, -272.286,472.992,-5318.688,678.570, 2298.398, 2096.182,12383490.000
   2018.33,-5063.532,487.030, -248.274,473.454,-5311.808,679.233, 2301.775, 2096.182,12383490.000
   2018.42,-5080.946,487.505, -253.498,473.916,-5334.446,679.895, 2305.148, 2096.182,12383490.000
   2018.50,-5098.642,487.979, -222.337,474.377,-5320.980,680.556, 2308.525, 2096.182,12383490.000
   2018.58,-5116.618,488.453, -253.620,474.837,-5370.240,681.217, 2311.903, 2096.182,12383490.000
   2018.67,-5134.876,488.927, -245.584,475.298,-5380.461,681.878, 2315.275, 2096.182,12383490.000
   2018.75,-5153.415,489.400, -196.562,475.758,-5349.979,682.537, 2318.652, 2096.182,12383490.000
   2018.83,-5172.236,489.872, -223.535,476.217,-5395.773,683.196, 2322.031, 2096.182,12383490.000
   2018.92,-5191.337,490.344, -290.375,476.676,-5481.714,683.855, 2325.402, 2096.182,12383490.000
   2019.00,-5210.721,490.816, -353.681,477.134,-5564.403,684.513, 2328.780, 2096.182,12383490.000
   2019.08,-5230.385,491.287, -362.696,477.592,-5593.083,685.170, 2332.158, 2096.182,12383490.000
   2019.17,-5250.331,491.758, -330.123,478.050,-5580.456,685.826, 2335.531, 2096.182,12383490.000
   2019.25,-5270.558,492.228, -321.612,478.507,-5592.172,686.482, 2338.907, 2096.182,12383490.000
   2019.33,-5291.066,492.698, -318.770,478.964,-5609.839,687.137, 2342.284, 2096.182,12383490.000
   2019.42,-5311.856,493.167, -273.126,479.420,-5584.985,687.792, 2345.658, 2096.182,12383490.000
   2019.50,-5332.927,493.636, -223.541,479.876,-5556.471,688.446, 2349.035, 2096.182,12383490.000
   2019.58,-5354.280,494.105, -194.181,480.331,-5548.464,689.099, 2352.413, 2096.182,12383490.000
