Participant Surname,Experiment Group,Drainage Region,Drainage Region ID,Drainage Region Area (km2),Drainage Region Area Observed (km2),Date,Relative Mass Change (Gt),Relative Mass Change Uncertainty (Gt)
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.083,   -390.64,   95.118
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.167,   -393.80,   95.257
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.250,   -399.25,   95.396
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.333,   -390.54,   95.535
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.417,   -401.09,   95.673
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.500,   -383.58,   95.812
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.583,   -379.44,   95.950
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.667,   -379.40,   96.088
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.750,   -377.33,   96.225
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.833,   -370.83,   96.363
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2004.917,   -382.51,   96.500
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.000,   -397.84,   96.637
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.083,   -387.13,   96.774
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.167,   -387.49,   96.911
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.250,   -395.15,   97.048
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.333,   -403.49,   97.184
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.417,   -418.52,   97.320
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.500,   -428.49,   97.456
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.583,   -423.50,   97.592
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.667,   -430.00,   97.728
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.750,   -412.34,   97.863
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.833,   -414.65,   97.998
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2005.917,   -421.71,   98.133
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.000,   -425.01,   98.268
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.083,   -426.78,   98.403
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.167,   -425.67,   98.537
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.250,   -428.76,   98.672
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.333,   -408.21,   98.806
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.417,   -393.68,   98.940
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.500,   -391.45,   99.073
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.583,   -413.29,   99.207
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.667,   -420.23,   99.340
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.750,   -406.99,   99.474
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.833,   -420.60,   99.607
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2006.917,   -430.11,   99.740
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.000,   -441.26,   99.872
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.083,   -452.14,  100.005
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.167,   -463.18,  100.137
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.250,   -481.46,  100.269
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.333,   -486.89,  100.401
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.417,   -505.41,  100.533
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.500,   -522.20,  100.665
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.583,   -526.98,  100.796
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.667,   -513.46,  100.927
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.750,   -520.44,  101.059
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.833,   -537.22,  101.190
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2007.917,   -543.34,  101.320
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.000,   -546.83,  101.451
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.083,   -549.61,  101.581
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.167,   -557.06,  101.712
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.250,   -564.00,  101.842
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.333,   -557.33,  101.972
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.417,   -558.67,  102.102
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.500,   -560.80,  102.231
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.583,   -563.69,  102.361
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.667,   -536.72,  102.490
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.750,   -538.68,  102.619
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.833,   -540.44,  102.748
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2008.917,   -538.36,  102.877
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.000,   -547.32,  103.006
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.083,   -559.84,  103.134
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.167,   -559.63,  103.262
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.250,   -573.45,  103.391
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.333,   -581.43,  103.519
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.417,   -594.20,  103.646
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.500,   -607.27,  103.774
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.583,   -611.72,  103.902
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.667,   -612.99,  104.029
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.750,   -615.66,  104.156
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.833,   -626.57,  104.283
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2009.917,   -633.92,  104.410
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.000,   -649.02,  104.537
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.083,   -658.64,  104.664
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.167,   -667.64,  104.790
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.250,   -671.22,  104.916
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.333,   -667.10,  105.043
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.417,   -650.42,  105.169
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.500,   -638.75,  105.294
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.583,   -645.49,  105.420
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.667,   -638.60,  105.546
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.750,   -623.36,  105.671
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.833,   -602.83,  105.796
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2010.917,   -616.16,  105.921
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.000,   -631.85,  106.046
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.083,   -631.68,  106.171
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.167,   -639.70,  106.296
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.250,   -658.22,  106.420
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.333,   -654.32,  106.545
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.417,   -667.22,  106.669
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.500,   -684.12,  106.793
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.583,   -691.36,  106.917
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.667,   -695.50,  107.041
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.750,   -695.55,  107.164
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.833,   -700.84,  107.288
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2011.917,   -700.89,  107.411
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.000,   -711.97,  107.534
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.083,   -719.39,  107.658
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.167,   -719.97,  107.780
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.250,   -724.08,  107.903
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.333,   -728.46,  108.026
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.417,   -737.52,  108.148
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.500,   -742.44,  108.271
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.583,   -744.39,  108.393
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.667,   -741.16,  108.515
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.750,   -752.62,  108.637
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.833,   -768.60,  108.759
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2012.917,   -790.72,  108.881
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.000,   -805.14,  109.002
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.083,   -807.26,  109.124
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.167,   -797.91,  109.245
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.250,   -781.93,  109.366
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.333,   -789.86,  109.487
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.417,   -800.86,  109.608
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.500,   -808.67,  109.729
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.583,   -815.30,  109.849
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.667,   -813.02,  109.970
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.750,   -821.99,  110.090
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.833,   -833.07,  110.211
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2013.917,   -852.04,  110.331
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.000,   -865.33,  110.451
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.083,   -869.33,  110.570
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.167,   -874.22,  110.690
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.250,   -865.99,  110.810
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.333,   -863.61,  110.929
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.417,   -866.12,  111.049
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.500,   -856.93,  111.168
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.583,   -867.27,  111.287
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.667,   -877.17,  111.406
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.750,   -868.87,  111.525
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.833,   -880.74,  111.643
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2014.917,   -896.28,  111.762
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.000,   -901.56,  111.880
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.083,   -912.01,  111.999
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.167,   -904.61,  112.117
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.250,   -889.47,  112.235
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.333,   -898.43,  112.353
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.417,   -914.52,  112.471
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.500,   -924.18,  112.588
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.583,   -921.03,  112.706
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.667,   -929.21,  112.823
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.750,   -924.25,  112.941
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.833,   -928.37,  113.058
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2015.917,   -930.50,  113.175
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.000,   -933.82,  113.292
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.083,   -928.77,  113.409
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.167,   -921.47,  113.525
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.250,   -923.04,  113.642
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.333,   -892.68,  113.758
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.417,   -884.04,  113.875
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.500,   -867.99,  113.991
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.583,   -878.17,  114.107
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.667,   -838.29,  114.223
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.750,   -824.94,  114.339
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.833,   -834.75,  114.455
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2016.917,   -852.37,  114.570
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.000,   -868.13,  114.686
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.083,   -887.05,  114.801
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.167,   -870.01,  114.917
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.250,   -881.39,  115.032
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.333,   -878.14,  115.147
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.417,   -888.54,  115.262
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.500,   -894.36,  115.377
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.583,   -898.99,  115.491
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.667,   -891.71,  115.606
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.750,   -898.56,  115.721
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.833,   -898.60,  115.835
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2017.917,   -906.43,  115.949
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.000,   -919.08,  116.063
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.083,   -927.72,  116.177
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.167,   -925.10,  116.291
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.250,   -927.06,  116.405
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.333,   -932.33,  116.519
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.417,   -933.32,  116.633
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.500,   -923.21,  116.746
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.583,   -924.46,  116.859
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.667,   -920.17,  116.973
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.750,   -921.47,  117.086
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.833,   -921.74,  117.199
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2018.917,   -930.31,  117.312
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2019.000,   -949.73,  117.425
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2019.083,   -962.34,  117.537
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2019.167,   -958.70,  117.650
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2019.250,   -955.86,  117.763
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2019.333,   -960.68,  117.875
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2019.417,   -968.41,  117.987
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2019.500,   -975.46,  118.099
  RIGNOT, mass budget , Rignot, AP,  280363.562,  280363.562,    2019.583,   -989.32,  118.211
