   Year   ,  Bal-D  , Sigma , SMB-Bal , Sigma , SMB-D   , Sigma ,  D      , Bal     , Area
   2017.58,-1226.592,242.284,    8.377,223.438,-1218.216,329.584, 1094.165, 1074.732, 9825412.000
   2017.67,-1228.168,242.524,   20.999,223.659,-1207.170,329.911, 1093.647, 1074.732, 9825412.000
   2017.75,-1229.701,242.764,   -6.944,223.881,-1236.646,330.238, 1093.128, 1074.732, 9825412.000
   2017.83,-1231.191,243.004,    1.842,224.102,-1229.350,330.564, 1092.608, 1074.732, 9825412.000
   2017.92,-1232.637,243.244,  -24.590,224.323,-1257.229,330.891, 1092.089, 1074.732, 9825412.000
   2018.00,-1234.041,243.483,  -51.074,224.544,-1285.115,331.216, 1091.570, 1074.732, 9825412.000
   2018.08,-1235.520,243.723,  -16.137,224.765,-1251.658,331.542, 1092.487, 1074.732, 9825412.000
   2018.17,-1237.076,243.962,   17.350,224.985,-1219.727,331.867, 1093.403, 1074.732, 9825412.000
   2018.25,-1238.708,244.200,   52.631,225.206,-1186.078,332.192, 1094.320, 1074.732, 9825412.000
   2018.33,-1240.417,244.439,   71.333,225.426,-1169.085,332.516, 1095.237, 1074.732, 9825412.000
   2018.42,-1242.202,244.677,   78.720,225.645,-1163.483,332.841, 1096.153, 1074.732, 9825412.000
   2018.50,-1244.064,244.915,   80.741,225.865,-1163.324,333.164, 1097.070, 1074.732, 9825412.000
   2018.58,-1246.002,245.153,   68.829,226.084,-1177.174,333.488, 1097.987, 1074.732, 9825412.000
   2018.67,-1248.016,245.391,   71.698,226.303,-1176.319,333.811, 1098.903, 1074.732, 9825412.000
   2018.75,-1250.107,245.628,   65.883,226.522,-1184.224,334.134, 1099.820, 1074.732, 9825412.000
   2018.83,-1252.274,245.865,   48.937,226.741,-1203.338,334.457, 1100.737, 1074.732, 9825412.000
   2018.92,-1254.517,246.102,   10.335,226.960,-1244.183,334.779, 1101.653, 1074.732, 9825412.000
   2019.00,-1256.837,246.339,   -5.602,227.178,-1262.440,335.101, 1102.570, 1074.732, 9825412.000
   2019.08,-1259.234,246.576,   -1.917,227.396,-1261.151,335.423, 1103.487, 1074.732, 9825412.000
   2019.17,-1261.706,246.812,    6.254,227.614,-1255.453,335.744, 1104.403, 1074.732, 9825412.000
   2019.25,-1264.255,247.048,    6.081,227.831,-1258.174,336.065, 1105.320, 1074.732, 9825412.000
   2019.33,-1266.880,247.284,   12.497,228.049,-1254.385,336.386, 1106.237, 1074.732, 9825412.000
   2019.42,-1269.582,247.519,   23.619,228.266,-1245.964,336.707, 1107.153, 1074.732, 9825412.000
   2019.50,-1272.360,247.755,   38.252,228.483,-1234.109,337.027, 1108.070, 1074.732, 9825412.000
   2019.58,-1275.215,247.990,   30.057,228.700,-1245.159,337.347, 1108.987, 1074.732, 9825412.000
