station name                       	Lon [deg]	Lat [deg]	slc (50%) [m]	alwnce (5%) [m] 	alwnce (17%) [m]	alwnce (50%) [m]	alwnce (83%) [m]	alwnce (95%) [m]	AF (5%) [m]     	AF (17%) [m]    	AF (50%) [m]    	AF (83%) [m]    	AF (95%) [m]    
Abashiri                           	144.283300	44.016700	0.447000	        0.240000	        0.310000	        0.450000	        0.650000	        0.850000	       93.139818	      216.103478	     1082.402684	    11902.688123	    18262.500000
ABASHIRI                           	144.283300	44.016700	0.447000	        0.240000	        0.310000	        0.450000	        0.650000	        0.850000	       24.672259	       57.349190	      328.481693	     3535.493204	    18262.500000
Aberdeen                           	-2.074510	57.143250	0.377000	        0.040000	        0.170000	        0.380000	        0.630000	        0.830000	        2.654601	       17.736128	      138.858168	      721.910140	     1882.531142
Aburatsu, Japan                    	131.416700	31.566700	0.478000	        0.240000	        0.330000	        0.480000	        0.700000	        0.890000	        4.327440	        8.637505	       44.596747	      546.334408	     3094.489604
Aburatsu                           	131.416700	31.566700	0.478000	        0.240000	        0.330000	        0.480000	        0.700000	        0.890000	        3.549651	        6.473216	       26.885581	      267.721241	     1598.329665
ABURATSU                           	131.416700	31.583300	0.478000	        0.240000	        0.330000	        0.480000	        0.700000	        0.890000	        3.618247	        6.542703	       27.283586	      279.242334	     1659.309230
Acajutla-A                         	-89.833300	13.583300	0.482000	        0.240000	        0.330000	        0.480000	        0.700000	        0.900000	      296.521433	      746.315145	     3877.578070	    18262.500000	    18262.500000
Acapulco-A,Gro.                    	-99.911700	16.840000	0.916000	        0.690000	        0.770000	        0.920000	        1.130000	        1.320000	    18262.500000	    18262.500000	    18262.500000	    18262.500000	    18262.500000
Adak,Alaska                        	-176.631700	51.863300	0.150000	       -0.090000	        0.000000	        0.150000	        0.380000	        0.580000	        0.068632	        0.996255	       23.338757	      303.704231	     1505.035684
Adak                               	-176.635000	51.858300	0.150000	       -0.090000	        0.000000	        0.150000	        0.380000	        0.580000	        0.075664	        1.033724	       23.182711	      288.740654	     1346.600692
ADAK  SWEEPER COVE                 	-176.632000	51.863300	0.150000	       -0.090000	        0.000000	        0.150000	        0.380000	        0.580000	        0.071698	        0.979858	       21.633687	      306.880656	     1432.497235
ALAMEDA (NAVAL AIR STATION)        	-122.298300	37.771700	0.326000	        0.120000	        0.190000	        0.330000	        0.540000	        0.730000	        7.542401	       18.437182	      130.551620	     1587.010339	     8393.301486
Albany                             	117.883333	-35.033333	0.432000	        0.210000	        0.290000	        0.430000	        0.630000	        0.810000	      122.273912	      291.596373	     1360.948270	    12581.860577	    18262.500000
Alert Bay,BC                       	-126.931000	50.587000	0.059000	       -0.160000	       -0.090000	        0.060000	        0.270000	        0.460000	        0.017289	        0.192614	        4.187226	       37.372519	      123.357390
algeciras                          	-5.433300	36.116700	0.341000	        0.110000	        0.190000	        0.340000	        0.550000	        0.720000	        1.975800	        3.031908	       10.056555	      107.163378	     1173.208292
ANCHORAGE                          	-149.890000	61.238300	-0.267000	       -0.780000	       -0.580000	       -0.270000	        0.090000	        0.350000	        0.007403	        0.177826	        6.959938	       89.152629	      137.462599
ANNAPOLIS (NAVAL ACADEMY)          	-76.481600	38.983300	0.712000	        0.480000	        0.560000	        0.710000	        0.930000	        1.110000	        5.478054	       10.742093	       45.755678	      515.679070	     4529.470882
Antofagasta                        	-70.400000	-23.650000	0.236000	        0.050000	        0.110000	        0.240000	        0.420000	        0.580000	        7.425034	       42.134276	      414.441520	     5500.344771	    18262.500000
Argentia,NF                        	-53.983300	47.300000	0.557000	        0.220000	        0.350000	        0.560000	        0.820000	        1.020000	       19.257067	       59.553988	      404.005524	     3789.645417	    17108.008087
arrecife                           	-13.530000	28.972200	0.429000	        0.190000	        0.280000	        0.430000	        0.640000	        0.830000	      175.615562	      379.597160	     1235.953158	     6537.303123	    18262.500000
Astoria,OR                         	-123.766700	46.208300	0.227000	        0.020000	        0.090000	        0.230000	        0.440000	        0.630000	        1.247542	        3.051797	       14.415784	      104.354786	      327.235102
ASTORIA (TONGUE POINT)             	-123.768300	46.207300	0.227000	        0.020000	        0.090000	        0.230000	        0.440000	        0.630000	        1.217116	        2.592435	       11.032288	       79.096633	      254.262208
Atlantic City                      	-74.418300	39.355000	0.756000	        0.520000	        0.600000	        0.760000	        0.970000	        1.160000	       53.935749	      107.919847	      413.274802	     2950.518352	    12365.653425
ATLANTIC CITY                      	-74.418300	39.355000	0.756000	        0.520000	        0.600000	        0.760000	        0.970000	        1.160000	       13.418610	       28.486605	      120.011048	      838.188662	     3915.803395
Avonmouth                          	-2.714970	51.510890	0.427000	        0.000000	        0.000000	        0.000000	        0.020000	        0.060000	       12.746087	       25.741296	       71.690179	      175.141396	      286.311813
AYUKAWA                            	141.500000	38.300000	1.107000	        0.830000	        0.930000	        1.110000	        1.340000	        1.530000	    18262.500000	    18262.500000	    18262.500000	    18262.500000	    18262.500000
Bakar                              	14.533000	45.300000	0.366000	        0.110000	        0.200000	        0.370000	        0.580000	        0.750000	        7.178167	       20.842268	      135.285494	     1054.167980	     5210.120304
Balboa                             	-79.573300	8.961700	0.485000	        0.270000	        0.350000	        0.480000	        0.690000	        0.890000	      116.087337	      196.619547	      449.437457	     1242.342363	     2981.261924
BALTIMORE                          	-76.578300	39.266700	0.683000	        0.450000	        0.530000	        0.680000	        0.900000	        1.080000	        3.575124	        5.753795	       16.271827	       93.566714	      521.635543
Baltra-B                           	-90.285000	-0.436700	0.447000	        0.190000	        0.280000	        0.450000	        0.670000	        0.870000	       18.521719	       67.080749	      577.620785	     6697.965937	    18262.500000
Bamfield,BC                        	-125.136000	48.836000	0.188000	       -0.020000	        0.050000	        0.190000	        0.400000	        0.590000	        0.709669	        1.960841	       10.994149	       88.257014	      270.074191
barcelona                          	2.163000	41.342000	0.522000	        0.250000	        0.350000	        0.520000	        0.740000	        0.920000	      462.320463	     1884.778008	    18262.500000	    18262.500000	    18262.500000
BAR HARBOR, FRENCHMAN BAY, ME      	-68.205000	44.391700	0.604000	        0.290000	        0.410000	        0.600000	        0.850000	        1.050000	       67.239002	      177.786385	      825.959139	     4553.998080	    15140.076226
Barseback                          	12.903300	55.756400	0.375000	        0.100000	        0.200000	        0.370000	        0.590000	        0.770000	        1.741573	        2.835795	        9.930223	       61.464539	      200.464160
BAYONNE_BOUCAU                     	-1.514800	43.527300	0.406000	        0.150000	        0.240000	        0.410000	        0.620000	        0.800000	       30.051236	       79.129399	      326.974288	     1152.062070	     2748.969778
Beihai                             	109.083300	21.483300	0.408000	        0.070000	        0.200000	        0.410000	        0.660000	        0.860000	        2.549988	        7.992043	       53.152715	      335.895522	      822.658623
Bella Bella,BC                     	-128.143000	52.163000	0.206000	       -0.010000	        0.060000	        0.210000	        0.420000	        0.610000	        0.814915	        2.375582	       12.922907	       89.291695	      255.385819
Bermuda                            	-64.699900	32.400000	0.459000	        0.210000	        0.300000	        0.460000	        0.690000	        0.880000	       60.643969	      214.606775	     2458.920772	    18262.500000	    18262.500000
Bermuda-B                          	-64.703300	32.373300	0.459000	        0.210000	        0.300000	        0.460000	        0.690000	        0.880000	       71.663706	      257.799816	     2690.194760	    18262.500000	    18262.500000
bilbao                             	-3.050000	43.357000	0.464000	        0.180000	        0.280000	        0.460000	        0.690000	        0.870000	      128.449860	      280.419961	      772.130702	     2534.855960	     6261.848971
bonanza                            	-6.340000	36.800000	0.509000	        0.260000	        0.350000	        0.510000	        0.720000	        0.910000	       31.907789	       69.861812	      302.622861	     1391.031896	     3836.581521
Booby Island                       	141.916667	-10.600000	0.237000	        0.000000	        0.090000	        0.240000	        0.460000	        0.650000	        1.025096	        4.990115	       36.020096	      245.577497	      697.319285
Boston,MA                          	-71.051700	42.355000	0.632000	        0.330000	        0.440000	        0.630000	        0.870000	        1.070000	       21.833407	       49.497866	      248.796067	     1565.282838	     5065.967803
BOSTON                             	-71.053400	42.354800	0.632000	        0.330000	        0.440000	        0.630000	        0.870000	        1.070000	       18.751244	       41.211092	      203.219871	     1264.522766	     4044.857294
Botany Bay                         	151.216667	-33.983333	0.384000	        0.170000	        0.250000	        0.380000	        0.580000	        0.750000	       67.479577	      180.990125	      945.345457	     8951.955084	    18262.500000
BOULOGNE-SUR-MER                   	1.577700	50.727400	0.474000	        0.170000	        0.290000	        0.470000	        0.700000	        0.890000	       15.859600	       41.130770	      180.421750	      658.437359	     1136.908774
Brest                              	-4.500000	48.383300	0.415000	        0.160000	        0.250000	        0.420000	        0.630000	        0.810000	       21.242955	       49.013418	      153.983399	      446.424991	      819.812839
BREST                              	-4.495000	48.382900	0.415000	        0.160000	        0.250000	        0.420000	        0.630000	        0.810000	       21.668309	       50.031872	      156.357188	      446.503216	      819.389862
BRIDGEPORT                         	-73.181700	41.173300	0.635000	        0.360000	        0.460000	        0.640000	        0.870000	        1.060000	        2.900786	        4.398832	       11.412405	       51.259110	      193.132280
Brisbane                           	153.166667	-27.366667	0.404000	        0.190000	        0.270000	        0.400000	        0.610000	        0.790000	      145.240458	      334.096142	     1323.777098	    10481.922043	    18262.500000
Broome                             	122.216667	-18.000000	0.485000	        0.210000	        0.310000	        0.480000	        0.710000	        0.910000	       69.122719	      128.423799	      295.575437	      615.840188	      950.598753
Buenaventura                       	-77.100000	3.900000	0.400000	        0.160000	        0.250000	        0.400000	        0.610000	        0.800000	       43.860671	      113.557426	      431.391680	     1475.809374	     3759.643095
Buenos Aires                       	-58.500000	-34.666700	0.389000	        0.210000	        0.270000	        0.390000	        0.550000	        0.700000	        1.697511	        2.083442	        3.283708	        6.710065	       12.779288
Bunbury                            	115.633333	-33.316667	0.446000	        0.210000	        0.290000	        0.450000	        0.660000	        0.830000	        5.791140	       10.545307	       40.223774	      227.145042	      737.261673
Bundaberg                          	152.383333	-24.766667	0.442000	        0.220000	        0.300000	        0.440000	        0.650000	        0.830000	        8.487489	       16.327099	       68.793271	      498.905613	     1566.760185
Burnie                             	145.916667	-41.050000	0.384000	        0.170000	        0.240000	        0.380000	        0.570000	        0.740000	       72.631379	      186.075852	      736.857274	     4759.222783	    18262.500000
Cabo San Lucas                     	-109.908300	22.880000	0.443000	        0.220000	        0.300000	        0.440000	        0.660000	        0.860000	      522.609630	     1186.762405	     5618.682014	    18262.500000	    18262.500000
cadiz                              	-6.283300	36.533300	0.517000	        0.290000	        0.370000	        0.520000	        0.720000	        0.900000	      175.784559	      317.197721	      867.020533	     3251.025895	     8849.936848
