52.265	-62.678
52.419	-60.067
52.442	-59.702
52.62	-57.512
52.708	-57.067
52.83	-57.393
53.042	-60.500
53.193	-63.833
53.255	-65.203
53.469	-68.988
53.516	-69.553
53.597	-70.302
53.685	-70.838
53.903	-71.333
54.001	-71.310
54.123	-71.120
54.324	-70.580
54.344	-70.530
54.568	-70.418
54.793	-71.059
54.89	-71.213
54.891	-71.213
55.02	-71.044
55.052	-70.944
55.249	-70.339
55.48	-71.173
55.536	-71.716
55.538	-71.737
55.714	-73.975
55.949	-77.239
56.183	-79.890
56.184	-79.899
56.187	-79.925
56.428	-80.737
56.67	-77.806
56.83	-73.649
56.831	-73.620
56.915	-71.075
57.163	-64.731
57.414	-62.543
57.476	-62.461
57.477	-62.460
57.667	-62.287
57.922	-61.494
58.095	-61.169
58.096	-61.169
58.181	-61.287
58.443	-63.026
58.567	-64.284
58.568	-64.294
58.707	-65.657
58.975	-67.432
59.039	-67.605
59.04	-67.606
59.245	-67.266
59.511	-65.010
59.512	-64.999
59.519	-64.926
59.796	-62.585
60.076	-63.472
60.101	-63.746
60.102	-63.758
60.36	-67.355
60.455	-68.487
60.456	-68.497
60.573	-69.384
60.647	-69.668
60.927	-70.310
60.928	-70.315
60.938	-70.362
61.232	-72.373
61.399	-73.110
61.4	-73.113
61.53	-73.633
61.832	-78.421
61.94	-81.400
61.94	-81.400
62.102	-85.695
62.254	-88.627
62.396	-90.482
62.397	-90.494
62.405	-90.585
62.556	-92.289
62.708	-94.150
62.859	-95.952
62.967	-96.980
62.968	-96.988
62.969	-96.996
63.011	-97.308
63.162	-98.039
63.314	-98.311
63.424	-98.373
63.425	-98.374
63.465	-98.390
63.617	-98.501
63.768	-98.776
63.881	-99.102
63.882	-99.105
63.919	-99.228
64.071	-99.723
64.222	-100.009
64.338	-99.964
64.339	-99.963
64.374	-99.900
64.525	-99.445
64.677	-98.916
64.795	-98.645
64.796	-98.644
64.828	-98.603
64.98	-98.569
65.131	-98.602
65.252	-98.443
65.252	-98.443
65.253	-98.441
65.282	-98.357
65.434	-97.557
65.585	-96.185
65.708	-94.801
65.737	-94.465
65.888	-92.826
66.04	-91.635
66.165	-91.149
66.166	-91.147
66.191	-91.106
66.343	-91.244
66.494	-91.976
66.622	-92.903
66.623	-92.911
66.645	-93.076
66.797	-93.982
66.948	-94.029
67.079	-93.405
67.08	-93.400
67.536	-94.408
67.537	-94.419
67.537	-94.419
67.992	-100.471
67.993	-100.477
68.335	-93.508
68.336	-93.463
68.906	-86.579
68.907	-86.601
69.081	-88.978
69.476	-85.726
69.477	-85.727
69.929	-91.865
69.93	-91.853
70.08	-86.494
70.919	-78.630
70.92	-78.625
71.748	-77.136
72.037	-82.598
72.038	-82.539
73.155	-76.543
73.156	-76.555
74.049	-109.389
74.273	-112.963
74.275	-112.802
75.67	-90.781
75.95	-85.760
75.952	-85.595
76.35	-50.141
77.068	-63.735
77.07	-63.708
78.186	-60.903
78.188	-60.928
79.035	-69.799
79.304	-72.506
79.305	-72.481
79.716	-58.220
79.717	-58.194
80.266	-55.059
80.266	-55.059
80.267	-55.059
80.815	-50.405
80.816	-50.391
81.364	-42.814
81.365	-42.807
81.914	-42.377
81.915	-42.379
82.463	-42.477
82.464	-42.476
83.013	-42.296
83.014	-42.301
83.014	-42.301
83.506	-43.110
83.631	-40.850
83.632	-40.827
84.249	-34.798
84.25	-34.816
84.386	-37.341
84.73	-40.187
84.867	-39.554
84.936	-38.968
85.004	-38.286
85.24	-35.963
85.554	-35.605
86.103	-54.784
86.378	-62.256
86.79	-66.100
87.065	-70.189
87.265	-73.026
87.477	-74.969
87.683	-75.836
88.057	-72.809
88.122	-70.862
88.779	-70.688
89.042	-71.686
89.437	-61.879
89.699	-59.436
89.823	-58.685
90.094	-56.333
90.291	-53.889
90.357	-53.107
90.751	-52.413
91.014	-54.223
91.149	-54.622
91.408	-54.135
91.671	-53.125
92.065	-54.827
92.328	-55.233
92.722	-55.016
92.919	-54.549
92.985	-54.199
93.379	-53.503
93.569	-53.546
93.642	-53.369
94.036	-52.853
94.299	-52.302
94.694	-50.502
94.956	-48.449
95.351	-46.369
95.548	-46.126
95.614	-46.059
95.978	-46.445
96.008	-46.464
96.271	-45.862
96.665	-45.327
96.928	-44.067
97.322	-41.707
97.585	-40.348
97.942	-39.812
97.979	-39.802
98.176	-39.362
98.242	-39.120
98.636	-39.000
98.899	-38.908
99.294	-38.711
99.556	-38.337
99.951	-38.274
100.117	-38.084
100.213	-37.794
100.608	-37.880
100.805	-35.980
100.982	-30.124
102.043	-41.286
102.751	-16.652
103.812	-38.693
104.52	-21.600
105.377	-44.192
105.459	-45.472
105.74	-40.447
106.163	-35.623
106.374	-34.250
106.444	-33.247
106.867	-26.835
107.148	-25.160
107.464	-23.661
107.57	-22.472
107.852	-20.113
108.274	-30.392
108.556	-38.360
108.978	-48.175
109.189	-52.574
109.26	-53.758
109.548	-56.978
109.682	-57.114
109.982	-54.156
110.433	-50.912
110.778	-42.936
111.251	-39.477
111.295	-39.460
111.64	-36.316
112.157	-43.666
112.416	-45.697
112.502	-44.800
112.52	-44.558
113.019	-40.628
113.364	-37.039
113.365	-37.026
113.882	-38.189
114.226	-36.449
114.744	-38.484
115.089	-36.925
115.175	-36.038
115.606	-36.980
115.865	-38.539
115.951	-38.487
116.111	-37.687
116.468	-33.826
116.813	-28.621
117.33	-28.815
117.675	-26.867
118.192	-27.316
118.433	-27.530
118.537	-26.569
119.054	-24.901
119.313	-23.300
119.399	-22.124
119.917	-18.408
120.262	-15.939
120.523	-13.460
120.779	-10.387
121.124	-6.976
121.641	-15.454
121.972	-15.295
121.986	-15.155
122.503	-11.937
122.504	-11.933
122.676	-10.947
122.762	-10.168
122.848	-9.252
123.02	-7.316
123.193	-5.567
123.365	-4.030
123.366	-4.022
123.42	-3.563
123.538	-2.623
123.71	-1.601
123.783	-1.373
123.883	-1.303
124.055	-1.786
124.145	-2.259
124.227	-2.762
124.228	-2.769
124.326	-3.411
124.507	-4.595
124.572	-4.997
124.745	-5.909
124.869	-6.289
125.09	-5.929
125.231	-4.923
125.594	-1.630
125.952	-1.051
125.956	-1.061
126.318	-2.344
126.68	-1.429
127.042	2.824
127.405	6.974
127.767	9.686
127.948	9.876
128.129	8.466
128.491	2.798
128.853	1.101
129.216	4.453
129.578	3.879
129.87386	-1.688
130.0218	-4.763
130.13704	-6.928
130.16973	-7.503
130.46559	-12.106
130.76227	-15.189
130.81458	-15.509
130.94371	-16.124
131.05814	-16.704
131.07285	-16.799
131.20198	-18.001
131.33193	-20.134
131.46107	-23.313
131.46188	-23.336
131.48068	-23.883
131.5902	-27.415
131.64986	-29.546
131.71934	-32.163
132.07159	-45.848
132.10674	-47.049
132.30044	-52.378
132.365	-53.684
132.42222	-54.709
132.75322	-60.690
132.77366	-61.130
133.01149	-66.450
133.12428	-68.814
133.3	-72.005
133.36809	-73.048
133.42042	-73.763
133.54647	-75.138
133.66239	-75.955
133.81319	-76.499
133.90379	-76.641
134.14576	-76.408
134.2583	-75.830
134.40292	-74.815
134.40967	-74.771
134.80526	-76.051
134.92905	-77.172
135.20816	-76.603
135.6105	-73.203
135.67015	-72.749
136.0134	-70.700
136.21429	-69.445
136.41124	-66.946
136.41574	-66.891
136.81864	-74.047
136.88898	-78.351
137.02966	-87.524
137.1		-91.279
137.3851	-89.096
138.24958	-100.019
138.44271	-111.688
138.63277	-111.380
138.99144	-108.531
139.25814	-101.039
140		-104.032
140.84032	-104.690
141.03818	-106.576
141.68064	-95.435
141.99256	-98.505
142.52096	-93.874
142.82589	-95.464
142.85732	-94.808
143.36128	-88.334
143.65923	-84.133
144.2016	-84.289
144.53796	-91.738
144.61128	-91.606
145.04308	-85.076
145.56101	-84.508
145.8834	-89.337
146.1348	-90.268
146.21976	-90.231
146.38736	-89.949
146.55612	-89.686
146.72372	-89.584
146.72488	-89.584
146.74583	-89.575
146.89132	-89.475
147.06008	-89.292
147.33708	-89.275
147.39644	-89.295
147.56404	-89.182
147.7328	-88.829
147.9004	-88.694
148.16343	-89.731
148.23676	-90.199
148.40436	-91.242
148.40552	-91.249
148.57312	-92.177
148.74072	-93.141
148.82452	-93.594
149.07708	-93.610
149.24584	-92.036
149.69393	-94.925
150.08616	-93.048
150.74841	-101.259
150.92648	-102.406
151.56661	-103.382
151.74352	-102.254
152.37434	-100.231
152.56289	-95.207
153.004		-89.024
